,content,status,type,label
4835,工作人員很親切。導覽非常的用心認真，廁所也很整潔，但女用衛浴居然沒有熱水，小孩衣服都脫光了，只敢讓孩子洗洗手腳再把衣服穿回去，非常的可惜，收費上應該可以再優惠一些，我覺得有點貴了,1,1,2
27178,有一乾二淨自來水和電，得以露營玩水，水淺符合小孩有樹涼兒，可惜設施或天然石頭不方便烤肉休息,0,1,1
14368,還是之前釣魚池比較好玩,-1,1,0
16957,夜間照明不足，小朋友去廁所看不到路線。。。。。,-1,1,0
22312,本次是訂七號草所在，場地屬於狹長型，良的小，根本無法無所不容七帳，跟營主反應，得到的回應也是無法苟同,0,1,1
10369,乾淨，附近吃飯的點不少。就是下面的露營區小黑蚊好多。,1,1,2
4793,景色漂亮，營本部可以烤火讓人感覺很溫馨，廁所都還算方便，營位空間很大,1,1,2
20725,老闆出爾反爾，放我們一群人鴿子，另外電力粥少僧多，水槽差，熱水器不穩定。,-1,1,0
13492,有大雨棚不怕雨不怕曬 但完全看不見美景 很像在大型工寮因為連假 帳帳相連 夜晚不安寧 旁邊的公雞也是起得很早…衛浴有沐浴洗髮乳 熱水穩定水壓大 但要換鞋感覺不衛生又麻煩 水槽集中距離有點遠沒有蒼蠅 但有小黑蚊 老闆娘會給驅蚊香我們在A區 有泳池但很像魚池 有溜滑梯但在遠處 無法看顧小孩訂位沒有給明確位置 是先到先往裡面搭帳 最後到的搭外面 然後裡面的帳要離開時要自己搬東西到外面 動線非常差⋯⋯整體來講應該不會去第二次！,0,1,1
6531,一切都很好。小問題是......業主需要更加註意清潔淋浴/休息室。,1,1,2
22564,祈望能有所改進！！要不然不會再去第二次！。第一天夜衝沒有人，第二天人明顯多過剩，理所當然懷疑營主有超收的行為。區跟區的跨距細微，造成帳跟帳的距也小。一區3到4帳共用一個洗手檯，招有需要時後都要排隊。雨棚區、棧板區跟草皮區共用兩間浴室！只有兩間！！現場起碼有50個人，卻只有兩間浴室！設施明顯過少，蹲式廁所是流動廁所改的，很悶！營區標榜有漁池，卻遠非盡到到管理的責任，不用有人在旁邊服務，但起碼旁邊住家的狗可以束縛一下吧？不是一句：不要靠過來，狗會咬人不負責，就帶過。吾儕也沒有那麼笨去給狗咬，只是營區既然有標榜魚池，那也應該要盡到管理責！這次唯一感到滿意的就是鄰近的溪邊了，溪水很乾淨，很漂亮,0,1,1
7321,環境清幽 空氣好  ，遮雨棚區很棒!,1,1,2
17515,場合規劃太蜂擁，帳數收太多，導致停滿了車子，除了大草原外，帳幕附近沒啥太多的活動空間。浴廁整潔度有待增高，洗澡水壓不穩，水忽冷忽熱，馬桶水每每衝不下去，讓人在使用上很崩潰。泳池部分，也只有第一天有使用到，第二天就說水量不夠無法使用，孩子們很失望。電壓也不穩，我們中秋露三天兩夜，跳電三次，有點無言。大草原空間很棒，讓孩子們有很棒的活動半空中，滑草的地方有點搖搖欲墜，滑草的下方帆布破裂，另有朋友（大人）溜到旁邊被釘子刮傷腳。風物很棒，但僅限第一排，後面都只能看到前面擠滿的車和人。冷藏冰箱壞掉，只剩下冷凍櫃，便捷被塞滿，裡面味道很差，也缺乏管理，有其他帳的保麗龍箱還有保冷袋直接在冷凍櫃裡，促成晚來者無空間可使用。總而言之，很讓人失望的一次露宿經驗，感覺營主管理不佳，帳數控管不良。,-1,1,0
23522,此處類是露營地可是大門敞我想可能沒有專誠控管人流就走進去轉悠空間很大 因為平日關係沒有另一個客人感覺很抱遛狗遛雛兒沒有真實體驗露營所以給予三星一般的評價聽朋友說有言在先好像有一些動物可以喂但於今都沒有了,0,1,1
12646,小黑蚊跟蒼蠅超多的..而且假日的煙火是別的露營區施放的又不是你們的！,-1,1,0
19971,當日入貴營區為(竹雞區)，元元本本露營是一個很休閒及放鬆的一個走但同一天卻被一群年輕人搞壞了性致。當日的初生之犢從夜裡開始就飲酒下一場飆罵髒話直很吵到半夜3~4點不睡覺我們的營地剛好在他(她)對面吵的老小無法睡眠非要等到那些人不吵了才勉強小睡一下。在當日有跟營主人員反饋但也只是電話曉他(她)夜晚了不要喧譁但黃湯下肚誰會記得，還是吵所以吾輩在貴營區的感覺很不好，不會再去。,-1,1,0
1850,風景很好，老闆很熱心，會想再去。,1,1,2
21349,"風很大,釘子要下足,B區幾泥巴地,一整個無言,一團五帳有二帳來看了場子,付錢後直接走人,一古腦兒不想下配備（好露友😄）環境糟到不想煮,幸喜富胖達可以送到,洗手檯旁若能有架子可放洗好的東西會方便些露B區卻去A區用衛浴，因為往B區衛浴的路都是泥巴...這是一個適合沒下雨的天氣去的營地 …",-1,1,0
26255,廁所不乾淨，棚區太小是怎麼回事,0,1,1
21018,一帳包場，場地寬大。冰涼溪澗。佛心營主,-1,1,0
15681,態度差，以後不會去，一杆子打翻一船人,-1,1,0
10081,合法的露營區，空氣清新，靈動氣場，適合全家露營的好地方,1,1,2
24208,風景美麗，近谷關，風景美麗，路線好找，好玩方。,0,1,1
23173,網路不好。羅網很差，有wifi也是一樣,0,1,1
12865,營地設備齊全且維持得很乾淨，有冷凍冷藏冰箱，如果要野炊很適合帶食材來冰有超大親子浴室，對於帶小小朋友的家長來說很貼心天氣好時晚上星星超多！唯一缺點就是蚊蟲太多，營地附近住宅少，不知這點有沒有辦法獲得改善,1,1,2
22736,孩子能增加多少衛浴、水槽、孩子活動空間,0,1,1
506,很棒的營區，小孩子覺得好玩極了，首露體驗大成功,1,1,2
14370,門口就寫著不給參觀的露營區，你敢去？到時候付費進去後，發現和“照騙”落差太大~,-1,1,0
27344,風景可以，不是上山的路太窄會車，不知道是什麼東,0,1,1
6547,老闆講話非常不客氣😡停電、洗澡水冷熱不穩定都來了到服務中心詢問事情還被冷嘲熱諷😤進去營地的路都是落石十分危險⚠️,-1,1,0
23831,營地獨立性對👍但是其他裝置老舊都沒有護衛！網站上的介紹的射箭場非常簡陋…….還有超多蠅子🪰🪰🪰應該沒有下一次了,0,1,1
25006,這太妙了，營區小小的有點擠營主很熱情，除卻帶大家上山走步道玩水(限夜衝)也有可能去釣魚🎣還會砍筠，一帳一塊自己烤豬肉本認為深山會比較安靜，結果露客卡拉ok唱到21:30，覺察營主也在裡面一起唱共喝 😄愛慕紅火的露友理合會喜歡道路坍方營主還開車嚮導大家安全下山也加分,0,1,1
5530,喜歡安靜的朋友這邊不太適合，每帳的距離太近了有大家都住在同條街的感覺，只要有一戶帶小孩（因為小朋友只能在中間的草地跑）就會有被打擾的感覺，到了晚上12點每帳都很熱鬧；廁所洗手台跟吹頭髮的區是共用的，會同時有人洗手跟吹頭髮的窘境...,-1,1,0
22530,選C區  要看露友有沒有公德心。入住當天晚上十點半  有人大聲聊天 還有人彈吉他C 區浴室晚上十一點還有人邊用吹風機邊聊天  聊天的聲音比吹風機還大聲詢問老闆後得到晚上十點後原則上禁止大聲喧譁但是有以上狀況  老闆也沒有出來管理入住營地的時候也沒有宣導要去的露友  要碰運氣.....,0,1,1
17712,螞蟻、飛螞蟻還一直往帳篷爬下面的營區根本是還沒用好就超收！道上還有很多釘子（幸好車子輪胎沒有破）衛浴的噴頭每間都是壞的，熱水忽冷忽熱我們並不是高標準，但真的是很無言........,-1,1,0
1771,景觀秘境。景觀非常的好，我們是30人包場大露營，大家一起看夕陽非常浪漫。,1,1,2
26875,小溪水質欠佳，水質欠佳，而且水下石頭都特滑的，要怎麼辦。,0,1,1
15584,營位方正，5.2充氣帳加哈比帳，不太好規劃，浴室熱水充足，有提供WiFi，整體看的出來有在維護，垃圾桶數量有點不足,1,1,2
7647,環境，浴室不錯，缺點不靠溪，不能玩水。,1,1,2
15738,環境惡劣。營區截然並未維護草地凹凸不平 下雨天各種瀝水此處無提供黑色格子地墊連停車的端都是爛泥巴大家的車無一倖免三天兩夜的露營基本上泥地獄曾向小業主反應場地問題但只得到‘’你們帳篷不是都防水嗎‘’的回應此次訂相思九芎區營位可容納9帳 雖然官網有明載只有兩組電源已經很不夠用了還要跟上層共用環境衛生的部分洗手槽積水 還有長草的菜瓜布相思九芎區旁邊的廁所 基本上是斷井頹垣破爛的門外加腐臭的味道連廁所洗手檯都堵塞真的很驚悚若是要走到官網提供的廁所區 需要度過泥巴路 還要跨橋過河 十分不方便滾水很不穩定 一次只能一個人洗,-1,1,0
9280,1.透過露營樂系統訂了D區碎石區1帳，下訂的時候確認系統顯示該區為3帳，下午2點到現場，發現已經3帳，我是第4帳，現場問了營主說不是3帳嗎？營主回覆是4帳。當初考慮到D區收3帳比較寬敞才會訂這區，沒想到營區超收，隔壁露友的兩個小孩玩拋接球一直打到我的帳篷和桌椅，明顯空間不足。本人很在意空間，覺得硬被擠一帳有被騙的感覺。(照片中可以看到4帳)2.再來是洗手間，衛生紙多到滿出來了，看起來不太舒服。洗澡水倒是有穩定的熱水。3.碎石區沒有護草墊，對帳篷地布挺傷的，住過其他的營地是有的。4.飲水機水小的可憐，大概比滴水快一點而已。5.傍晚蚊蟲有些多，前面露友說的驅蚊線香也沒看到6.營區垃圾桶只有在少數幾個地方，沒有廚餘回收桶，對北部來的露友相對不習慣,-1,1,0
185,環境整潔，車子可以停營為旁邊!,1,1,2
26867,女廁還好，水質不優 哈哈,0,1,1
12392,假日一帳1200 夜衝600 有雨棚 水槽需要共用 老闆很客氣 但露友品質蠻差的 隔壁小孩應該是高敏兒童 剛好鄰帳就被唉唉叫吵個兩天一夜 而且十一二點還在聊天跟使用充氣設備 營區未勸導 老實說睡在旁邊很衰～以設備環境來說覺得cp值不高 剛好又遇到沒素質的客人更倒楣,0,1,1
24987,有虼蚤……營區營位規劃的很好營主很可親的送了阿里山耳掛咖啡廁所很乾淨白天天氣蠻曬的，但晚上天很舒服涼涼的真的跟營區稱號一樣有夠遠快到營區前的地面高低不平(要專注)四鄰八村有小溪可以玩，超級冰涼可惜去的二天天氣不好不好，殘念無法瞅滿天星👇🏻唯一最心膽俱裂的事👇🏻場合不知道是不是有蚤還是會咬人的蚍蜉讓我們半夜起來抓癢帶著紅豆冰回家,0,1,1
44,營主非常親切，還有草莓,1,1,2
26254,廁所很乾淨，棚區太小怎麼辦？,0,1,1
20479,營區腹地廣大，能步行到九九莊園玩，附近補給物資非常方便，但營區衛浴不足，男女廁所數量也是少到不行，浴室排水不良，洗澡會嚴重積水，非常的噁心，門口掛親子衛浴，裡面空間一個大人站著就很擠了，是要怎麼幫小孩洗澡？！深夜兩點還有露客在大聲喧譁，打電話聯絡營主也無回應，隔天早上罵客人垃圾亂丟，自己垃圾桶沒墊垃圾袋也要怪客人嗎？,-1,1,0
21922,為什麼在唱卡拉ok開超大聲卻沒人管理的景觀,-1,1,0
23680,營區夠大，還算美觀，而且有冰箱。但是石子多，很難打釘又容易鬆脫，要用30cm+較粗的營釘才勉強夠力。偏偏晚上又很容易碰見強風，很多家的天幕、帳篷半夜被吹垮，驚呼聲此起彼落。此營區要挑好氣象來，而且不適合新手，供參考。有看見車宿的。,0,1,1
1898,"營位寬度很窄,跟網站提供的不符;前面草地開放給所有人使用,煮晚餐時會有一堆小朋友在你前面踢球",1,1,2
21062,電壓欠缺，衛浴裝置也粥少僧多有點髒髒，營位旁沒有水槽，水槽全集中在洗手間旁，下雨天刷牙洗臉需打傘，連個遮雨棚都沒有，讓人略失望,-1,1,0
12380,好地方，營位給的很大。,1,1,2
3043,貼心的營主。下午外出去大克山時正好下起傾盆大雨，好在營主幫我們的雨棚側邊綁了一塊帆布，才讓我們免於在雨棚區依然收濕帳的命運,1,1,2
4942,老闆親切。第一露，老闆娘很親切，有雨棚區旁就有廁所，也有桌子可以借用，地點在蠻山上的，一開始約的時間不行，老闆有讓我們改期，但後來改的時間遇到颱風，只好硬著頭皮去，整個營區都沒別的客人，搭好帳篷煮好雞湯因風雨太大就趕緊收一收下山了。,1,1,2
24836,風景無可指責，但可惜沒提供沐浴用品及吹風機，便利性打折。,0,1,1
24672,車道跟場地的安排還行，較適合中小型團體。裝置也還算乾淨。,0,1,1
27304,可取:1. 夜景優2. 山景&夜晚星空不賴3. 衛浴熱水穩定，清潔度可以4. 萬一沒滿帳可跟營主協調營位5.  草地還算不錯缺點:1. 最後一段到營區的路小，會車得法2. 假日營區冰箱會塞爆，建議自行帶冰箱3. 晚上10點後無控管，一直到半夜2點才可比安靜4. 半夜有野狗會來翻垃圾桶，早上地下一堆廢料5. 帳跟帳距離很近，不適合搭大型天幕或是篷,0,1,1
21778,營地我們住的是有鐵皮屋的屋頂，場地算乾淨的了，但男廁的小便斗倒是蠻髒的，好像沒在洗，小朋友都不太敢去上，所以晚上小朋友們都沒去洗澡，重點是小黑蚊超多的，小朋友被叮到哇哇叫，好似蚤咬的景況，夠恐怖的，,-1,1,0
8663,腹地大 草皮厚 浴室的熱水器每驗獨立 不會忽冷忽熱美中不足旁邊果園 海量虎神,1,1,2
21902,兩顆星一顆是給景，一顆給工作人員態度親切的實在是建議ABC三區需減帳一半，不然就是限於包區，帳跟帳近的不像話，從高處往下拍跟難民營平等，好像南投都盛這樣擠？以後還是會寧可開遠一點去苗栗、新竹的營區，村戶都在減帳提升露營人了，真的感覺糟到差一點提早拔營撤帳下山，單飛被重圍在整群團露的中，實在是感覺很糟，提早到也沒法先選邊邊位置，希望營主能顧慮到單飛人的露營人格，而偏向只想創利⋯⋯,-1,1,0
25355,營位安排還算寬鬆，但廁所間沒封頂，晚上滿廁所的昆蟲亂飛，小孩洗澡上廁所會怕，另外冰箱在營本部裡面，營主不在或休息時間就會鎖上，帶食材去冰的露友有點窘迫,0,1,1
12554,整體規劃動線，視野及空氣都很棒。入口轉進露營區對於底盤較低的車子建議調整角度進來比較不會磨到。,1,1,2
21824,環境不錯，葡萄可以摘嗎,-1,1,0
5030,環境整潔。營區整體環境良好，小缺點是周圍預留空間較小，停車與會車不易，熱水較不穩定，會忽冷忽熱,1,1,2
22034,我的廁所需要做營主親切. 可惜b區廁所飄出濃臭味建議,0,1,1
8866,不好的經驗。我們比較晚到，草地被臨時加的露友先佔了，我們被分配到停營友車子的沙地上，在營區的最邊邊。就在雞舍的旁邊，跟雞舍只隔一台車子的距離。公雞半夜三點多就開始雞啼，不到三分鐘就呱呱叫，一直叫到五點多。六點左右天亮，終於不叫了，就換採茶工人的工作，三台採茶機的馬達一直一起噠噠噠叫～所以整晚根本沒法睡～～祝福下一位露友，不是最晚到的~~,-1,1,0
21700,雖然露第二次；可是這次感覺不舒服；跟老闆說好的夜衝；結果業主不認帳；硬要收整天的費用；結果隔天就收帳回家；,-1,1,0
20188,google導到後山家底道路，建議導竹峰宮,-1,1,0
19462,十幾個帳，只有極少的浴室，很適合不愛浴的人；泥濘地很適合愛穿雨鞋的人；管家一起住在營區，但對髒汙的廁所昰視而不見，營區水壓很低，很適合都不用水的人，以上報告~,-1,1,0
14429,睡得時候太吵，野貓狗太多。叫不停。,-1,1,0
21632,營主很熱情洋溢，不過小黑蚊超多，進營區沒幾小時即將正常收費，真的讓我傻眼，實在不值得在去了,-1,1,0
11364,條燈根本不夠亮，還用吸引蚊蟲的白光，還好有露友借我們黃光條燈。,-1,1,0
21900,兩顆星一顆是給景，一顆給工作人員態度親切的實在是建議ABC三區需減帳一半，不然就是隻限包區，帳跟帳近的不像話，從高處往下拍跟難民營一樣，相仿南投都流行如斯擠？以後要麼會寧可開遠一點去苗栗、新竹的營區，人家都在減帳榮升露營品質了，真的感糟到差一點提早拔營撤帳下山，單飛被包圍在整群團露的中間，實在是感覺很糟，提早到也迫於先選邊邊職位，希望營主能顧慮到單飛人的露營品質，而魯魚亥豕只想掙⋯⋯,-1,1,0
10531,環境好，衛浴設備及廁所需改善加強,1,1,2
12650,有水池 附近有雜貨店可以買,1,1,2
21725,1.廚餘桶寫垃圾桶？沒提供廚餘桶，請問廚餘要丟哪？2.下大雨，沒退訂，滿場爛泥，營友孩子踩到爛泥滿腳，洗腳，被念，水開小一些，叫孩子不要再踩到水和泥！不然又要洗3.沙坑有人員專門看著，不認識的孩子玩沙噴到沙池邊（沒有掉出去），立刻跟小孩說，喂，不要撒出來，去裡面一點玩，營友跟他說，孩子這樣怎生玩，被職工念說，那可以不要來玩3.腳踏車放在籃球場裡面，小小孩經過時時處處會被大孩子的籃球雜傷，很危險4.雖然有老舊腳踏車提供使用，但無老舊腳踏車車道，與汽車車道共用，很危險5.護草墊在泳池裡面洗6浴室水壓很不穩，廁所和浴室只有一區，很困頓，很遠之上，第一次遇到這麼樣嚴酷的營主，想體驗的營友可以去躍躍一試！太火爆的營友請勿遍嘗！,-1,1,0
26074,家裡風景不錯，怎麼去蚊子,0,1,1
17988,我的白光的燈根本不夠亮還用吸引蚊蟲的白光，還是吸引的，有露友嗎,-1,1,0
4660,美麗而寧靜的小露營地。很高興我偶然發現了這個新的美麗的露營地。 超級友好和熱情的業主、高檔的廁所和淋浴（提供沐浴露、紙和吹風機）以及美麗的景色和安靜祥和的環境，為您提供輕鬆的露營體驗。 我絕對想很快再回來！,1,1,2
7974,悠閒，風景美麗，路線好找，近谷關風景區，規劃輕度旅行，好玩方便👍 …,0,1,1
25385,2015時和有在露營的人去的，算是比較接近大自然的營區那時浴室是共用熱水器，所以水溫會看你隔壁是否有在使用而定當時晚上還有搗麻糬，現吃很鮮美,0,1,1
19340,超級禍心的露營地，露營的草地都沒有放排水踏板，有夠噁心，腳跟小衣全部都是泥土，便所也有夠髒，根本完全沒打掃吧，也沒廢紙全部都是髒土髒汙漬，接下來一堆死蟲子，也沒在清，重點是根本沒辦法好好洗澡，開水供應不均，轉眼熱轉冷的，洗到一半還要在那邊等熱水沁，等超久，乾脆直接洗冷水澡，然後熱水一來的時候，還會被燙到🙄，在這邊的每一刻都全身發癢，此生來過最爛的露營地。連一顆星都不想給😑 …,-1,1,0
25774,視野遼闊   可以近距離闞老鷹  也有很多蟲鳴鳥叫聲  缺點是便所味道不佳  雨棚區前聞得到管線產生的屎臭味  😂  園長是自己一個人管理通欄營區，企望大家可以援手把雜質拿到取齊處，削減北杯的工作量 。 …,0,1,1
9644,這裡空氣新鮮。一個露營的好地方。,1,1,2
24382,營主很親切，廁所有提供衛生紙還有沐浴乳，但c區連下二天午後雷陣雨，積水成災，雨水倒灌到前庭還有帳蓬𥚃，走在草地水都到腳踝了，腳不知道洗了上百回，小孩的衣服不知道換了幾套，還好衣服有多帶，有跟營主反應，排水設計非常不良，要加強改善，七早八早起床收帳收到想罵三字經，帳篷，帳篷內底布，前庭布溼到不行，露了快百露第一次遇到這樣，營主來收費也沒想要打個折扣，帶著非常不爽的心情離開，下次不見。 …,0,1,1
7332,營地很棒 設備也很好 很推~,1,1,2
24962,環境是誠然清幽但還是我們被咬的通身都是癢到返家還是超癢醫生看完是跳蟲+小黑蚊白水也不穩 小孩洗到半都是生水完全不熱 ……..,0,1,1
11368,1. 營地有大水溝會讓車子卡住2. 營地超收，一個區域塞了20多組，其他區域卻很空3. 廁所沒有清理，衛生紙都沒了4. 場地很多石頭，營釘超難下營區是蠻美的，但整體讓人很失望,-1,1,0
21287,失望了. 如另露友說 早上蒼蠅多到很生氣,-1,1,0
21002,營區網路訊號很不穩  並未WiFi分享器 有待改進 建言獻計營主安上。營業休閒場所 休閒之餘 也想細瞧新聞 沒有網很不方便。總ㄧ晚1200元的露營區 真的美中不足。失望,-1,1,0
23023,環境看起來很乾淨很漂亮，但是竟有跳蚤，我被咬得很慘，收帳的時候開始癢了起來，苦不堪言～,0,1,1
13286,這個時候來露營可以看到櫻花，但是再慢半個月一個月來，櫻花會盛開的更漂亮，晚上上廁所比較黑旁邊沒路燈，視野很好很好很漂亮導航系統不是很準確，再往前開才會看到路標,1,1,2
14175,路好開，營主很親切，附近有便利商店，小而美的營地。,1,1,2
21029,沒話機，沒網址怎麼下訂啊,-1,1,0
20624,"衛浴熱水時，燙時不優, 廁所不好, 廁所要憋氣進入＊＊，怎麼解決",-1,1,0
20930,營地花草有維護很不錯我們租到的是「沒有」木棧板的營地因是下超級大雨，寨整個大泥濘整個帳棚區都在泥水中⋯24鐘頭內腳毋瞬間是乾的⋯然後更崩潰的是滿滿的小蟑螂（要麼會飛的）內帳外帳都是蟑螂附著在棚上篷也因為泥水全毀了⋯環境植物優美給場主*2顆星🌟🌟因為我們也沒有像上述品評有什麼勞等等的就門開放收完費放我們進來場子泥濘—2顆星🌟🌟滿滿的小蟑螂-2顆星🌟🌟場地租借費用-0.5顆星（如其這種環境跟天氣酌收700～800可以，1000並從未那種CP值）總而言之若是下雨天非常不推薦來如果是沒租到木棧板區會有胸中無數蟑螂也不推薦綜合指數1.5顆星🌟🌟（以上純為個人心得，與商家無關）,-1,1,0
9932,環境不錯，晚上飛蛾要稍微防護一下比較好，不然整個帳篷裡裡外外都是飛蛾……,1,1,2
3318,人多吵雜 12點才熄燈，對有小小孩的家庭是個考驗,1,1,2
25404,蒼蠅多蚊子多隔天直接付錢不露，回家去再有友人吃到蒼蠅沾到的東西上吐下瀉也跟著我們還家了,0,1,1
269,台北近郊露營的好地點！,1,1,2
18536,"1. 超收慘重, 連車道旁都有帳棚2. 衛浴場面很糟也很少3. 營主無視一堆小朋友在玩, 直接在營區內吸氣",-1,1,0
18806,超級不優的本部，缺點：1.放任狗狗隨地上解還狂追小跑2.營主試圖在我二帳包區營位再多擠一帳，被我拒絕3.帳帳相連，平移空中非常狹隘4.放任露客放沖天炮，請營主壓也是隻是請放鞭炮的露客移位置繼續放，還說只是“小放“,-1,1,0
13981,優質營地 放鬆休憩的好趣處,1,1,2
13510,可能是養雞場的蒼蠅🪰嚴重攻擊！棚內景色無，要美景就要自己搭天幕，廁所還行 …,0,1,1
20997,第七露，連休亂象多！這次不指名優缺點就說我感受到的1.蒼蠅兵馬，從上午到下午不停歇，午餐不想和蒼蠅共食只能速戰速決，黏蠅板也沒用2.營主不會巡視營區，連休假期暴雷露友大集合便所抽菸、樂放很大聲、玩nurf槍亂射、水管亂噴水、奪佔非定位營地、死小孩欺負野貓、玩鬼抓人在我們的營位奔跑…太多太多！3.草皮區洗手檯一帳一個，但雨棚區不規定是不是一樣，因路過的時候沒看到4.浴廁小，草皮區浴廁較新但未曾蹲式，雨棚區浴廁舊，洗澡會積水5.沒有限抽菸，各種抽！越晚抽越兇！瞞我以為我在海餐店6.廁不會定期明窗淨几，菸頭在地上成日沒人掃，唯一欣慰的是有提供酒精整體感覺很差！很差很差！還有何以溜滑梯必定要噴水設施我不懂！通通溼答答參雜著沙！這一代營區很多，一定有更好的選擇,-1,1,0
7096,營主夫妻人很好，風景很漂亮,1,1,2
20567,有獨立的營地、有冰箱跟冷凍櫃但幼童的遊戲設施裝置老舊、也沒什麼在維護蒼蠅、蚊子、蛛特意多沐浴方面還不錯，男廁需要加強如果營主能用心營，應該會是不錯的露營處所,-1,1,0
14328,維護不佳，廁所髒亂且過少 極度不便,-1,1,0
17247,到露營區的路非常不好走，且標示根本不清楚，容易讓人走錯有點危險，訂的露營位只剩草皮區，沒有遮蔽物，風很大會很冷，早上太陽出來沒有樹蔭又很熱，晚上草皮區的電燈壞掉，請營主修理還修理不好，還說我們有自己帶燈就沒關係，然後就走了😑  如果我們沒帶燈不就整個都黑暗的煮東西？而且這裡的飛蛾很多，很恐怖，吃個東西一堆蛾朝我們的自己帶來的燈衝來衝去還飛到家人燈食物裡，如果營區的燈沒有壞掉是否就不會只跑來我們這裡？燈光不足對老人家來說很危險，草皮區要去廁所需走鐵梯，早上露水重草皮溼的，走鐵梯也會有滑倒的疑慮，這樣的露營一帳費用真的不便宜，露過很多地方的我們，整體來說這裡的露營感受不是很好，要來這裡露營的請斟酌👍,-1,1,0
26154,夜色佳，蚊蠅少，設施稍遜,0,1,1
16982,在平臺上訂兩營位也訂了帳篷、桌子、椅子、睡袋，結果到現場說顧營地的人說營主沒通知，沒有裝備，扯一堆言論不甘顧營地的人事情，打給營主也沒有接，這種處理態度真的很消極,-1,1,0
22255,老闆娘人很客氣，養了幾條大狗，但是狗大便在營區內急需清除，冷藏冰箱在老闆婆姨，拿取略顯不方便，營區陡,0,1,1
7305,晚上可以看夜景及星星有營地遮雨棚 、停車位、盪鞦韆、冷凍冷藏冰箱、衛浴寬敞有台階，不會弄得很濕，有沐浴用品及吹風機很方便～從台北來路程也不會太辛苦,1,1,2
21847,天生肥，多了一些蒼蠅以外，都還好,-1,1,0
24163,"太偏僻, 在高山上, 空氣好遠遠處的去處",0,1,1
27136,小黑蚊超級無敵多，去了的人要注意什麼,0,1,1
20667,裝置不多，洗澡時熱水忽冷忽熱,-1,1,0
4981,營主親切，可惜冰箱不冰,1,1,2
25155,✔️營主態度很好，很友善，很熱心✔️茅坑很根本，空間很大✔️營地有待加強，都是幹泥土，也不好下釘都是石塊✔️吹風機是掛牆式的達新牌，建議自行帶✔️營水機是家庭用的那種很小臺（雖說營主說自來水是山泉水，可煮沸食用，但介意的人還是自己帶比較妥當）✔️冰箱跟衛浴集中在同個地方、任何營位的人較不方便1-5顆🌟推薦：🌟🌟,0,1,1
24770,擘畫太多帳了 好像隔間的分租套房 帳搭滿來說都沒活動長空了 浴廁還挺乾淨的 但數量上以比例來說也有點少間,0,1,1
19178,連假都滿帳這是如常的道營主本身應該就要先配置好，但營主還是還叫先到的兩帳客人放橫向的直接佔了三帳崗位..承我們兩個帷幕到職位搭起來的前庭營繩前縱然放車子真的很擠，然後隔壁朋友帳篷還一直被旁邊小朋友踢到營繩天幕倒兩次~進來露營區時都沒人來招呼營位打去反應營位問題通電話才來結出位置還是沒辦法解決因為營主就是收那多帳...露那麼多營區這次最不好的經歷~只能說如果遇見愛收那麼多帳的營主 只能自求多福,-1,1,0
