content,status,type,label
我找朋友載我來跟家人露營，雖然朋友是訪客，但不到一小時，一個人還是要收100元，我沒有被收100，因為我是要一起露營的人。那如果是一起露營的就不用嗎？早知道就說要一起露營的就好，不是說不能收，而是100真的有點偏高。建議可以使用時間收費，入場一小時內免費，入場超過一小時收50元，超過兩小時以上再收100元，單一人收100元為限。而不應該讓司機載我們進去喝一杯茶也要收100元。,0,1,1
"2.熱水溫度無法保持穩定
3.溫水波動不定
4.熱水供應不穩
5.溫水不穩定表現
6.熱水溫度時常波動",0,1,1
營地管理人員可能會多收費，營位空間稍嫌狹小，車輛停放區空間有限。,-1,1,0
那個營地的面積不大，但是海拔很高，晚上天氣好的時候可以看到滿天星斗。在炎熱的天氣中，建議不要在中午時分 上山紮營，因為沒有遮蔽可以遮擋烈日。該處提供水電設施，方便使用。,0,1,1
最舒服的一次露營，營主親切，環境好，推薦一定可以去,1,1,2
整體而言表現不錯，但唯一令我給予負評的是廁所裡的熱水和冷水溫度控制。在淋浴間裡等待熱水時，經常會出現溫度忽冷忽熱的情況，有時甚至只有全冷水。洗澡時遇到這種情況讓人感到非常不舒服，有時候感覺皮膚被凍傷了。希望可以改善這個問題。,-1,1,0
很適合親子露營，超推！。老闆一家用心熱情，安排時令活動讓大家參與，熱鬧豐富，環境乾淨，很開心的露營經驗,1,1,2
露營地面都是碎石加泥地，搭好帳篷後根本無地可行走，缺乏任何設施。四個區域共用廁所，髒了要等隔天早上才有人清理。完全沒有任何景色可言！開車1.5小時後竟然只能到這樣的碎石泥地露營地，實在讓人懷疑為何要選擇這裡。,-1,1,0
營主人很好，熱水真的會太熱,1,1,2
連走廊都擺滿攤位，簡直超過了收費的範圍。,-1,1,0
假日下午前往的時候，可以租借到帳篷、桌椅等物品，但需要自行搬運和組裝。結束後也必須自行拆除，回收放回園區。但是要注意的是，園區位子偏僻，建議自行開車前往。門口沒有很明顯的標示，要特別留意。場地分割槽很大，沒有遮蔽物，後方有一條小水溝和洗水槽，底下還有插座。中間有一個營火堆，但在炎熱的天氣下並沒有使用。詢問現場工作人員得知晚上會有充足的燈光，但結果設施只是依賴外面的路燈，完全不夠照明。要準備好自備燈光。晚上工作人員下班後就離開了，需要自己把租借的物品歸還。整體體驗一般，感覺並不是很好。,-1,1,0
交通超便利，距離最近的7-11開車十分鐘內可到達,1,1,2
建議七、八、九月別去，小孩被®小黑蚊®叮到將近兩百個包，隔壁露友第二天嚇到離開。還有大螞蟻也攻陷了客廳帳桌椅。收帳困擾很久還是帶了不少隻上車。營地腹地窄小，衛浴到是不錯，冷藏冷凍開飲機，有室內閱讀、桌遊區。秋冬、初春估計才比較舒適，以上建議。（回家泡冰桶，擦百靈油精油還是癢到不要不要的，嚇。）,-1,1,0
交通飲食機能方便，附近麵包店好吃，天氣好時遠眺台灣海峽，草皮維護良好，浴室數量不足，建議改進，整體來說很不錯。,1,1,2
這裡的營區煙味彌漫，營主和露友抽煙毫不客氣。露友一直嗨到凌晨一點，並在評論區攻擊小孩早上哭的狀況，說超過8點玩樂是讓大家起床。遇到這樣的爛露友和這樣覺得年輕人狂嗨很正常的營主，實在是我露營經驗中最差的一次。,-1,1,0
"營區規模非常大，有約120個帳篷，整個營區走到底大約需要300公尺。路況評分為4.5顆星，需要特別注意最後一段的山路較難行駛，Google導航可能會給出錯誤指引，營區的主人在路口有標示要再往前開150公尺才是正確的上山道路。

營區提供的水電和冰箱評分為4顆星，洗碗臺需要和另外一帳共用，晚上使用時可能會有電壓不穩的情況，特別是在洗澡時段。冰箱和冷凍櫃是4到5帳共用一組，因此建議盡早將食物放進去以免擠滿。

垃圾桶設施評分為1顆星，回收和一般垃圾桶只有在廁所外面，需要走一段距離才能找到，對於大部分帳篷位置都需要走很遠，非常不方便。

浴廁評分為3.5顆星，4到5區共用4到5間廁所和浴室，尖峰時段需排隊，且地板排水容易溢位。然而水壓穩定，24小時供應熱水。

營地整體評分為4顆星，不過下釘的困難度較高，需要注意釘子是否夠粗，以免歪掉。營地停車方便，且環境優美，在群山環繞下享受大自然的美景。活動區設施基本上需要排隊，建議自備一些玩具給小朋友消遣。",0,1,1
臺灣稀有檜木、肖楠露營區，保育了原始森林的動物和鳥類生態。清晨的芬多精讓人心曠神怡。營區女營主服務親切貼心，讓人印象深刻，絕對會再次光臨。,0,1,1
晚上夜衝的話，可能會起霧多留意，路面好開，最後有點陡廁所跟淋浴間的配置有點怪怪🤣 很注重廁所的人可以多看介紹圖其他一切都很好，只是安排的帳有點多，擠擠的蠻溫馨🤣,1,1,2
服務不錯 可惜竹雞區離冰箱有點遠,1,1,2
飛蠅很多，菜色平平，第一次見到芋頭米粉的芋頭竟然煮成了黑色，詢問店員是什麼東西，店員表示不應該吃？？？？,-1,1,0
浴室設施有點不夠，常常要排隊，但是卻可以欣賞到絕美的景色。,-1,1,0
老闆答應而後不履行，讓我們一群人掛空。另外電力不足、水槽不夠、熱水器不穩定。,-1,1,0
覺得沒有用心經營。廁所都沒打掃,-1,1,0
新露營區，營主管理的有條有緒，環境優美,1,1,2
一般。環境亂糟糟的，裝置狀況不佳。,0,1,1
夜晚星空的交響曲提著燈籠點綴大地會是你永久的回憶,1,1,2
一堆在露營區裡面抽煙的，要抽不會在自己帳篷裡抽嗎？,-1,1,0
營主應該注意小心超收的問題。如果營位超收，晚到的人只能自己承擔，營主可以自稱部分給平臺，剩下自己收取。簡單來說，他愛收多少就收多少，甚至還有笑死人的情況出現，例如兩頂登山帳搭不下，還可以說水泥地也可以搭？這讓人不禁要考慮要帶電鑽來打洞下釘嗎？,-1,1,0
場地整理乾凈，雨棚區夠大，可以搭設八人帳蓬，地坪為水泥地，車輛可以停放在棚前停車位，上下裝備方便。場地內無提供桌椅設備。水槽數量每區只有一處太少。草地區上下貨物就不太方便。大雨後有積水現象。場地不大大概只能容納22帳左右。屋後小溪水位不高。可以下溪玩水抓小蝦小魚。釣魚池不大有台灣鯛等魚類，可以租公杆吊魚，吊上魚需付費150/kg方能帶回。游泳池目前並沒有開放。進出場地前道路大概3m寬，只能單向進出。,1,1,2
"D區空間規劃不佳，小小的區域卻收了13帳元旦連假訂3帳，到達現場後管理人員給我們的營位過小，且看不到風景（搭帳位子在別的帳篷後方），我們旁邊是一群訂了8帳的客人，分到的空間比例明顯大不少，且讓他們車停帳邊，由於當天遇到許多問題與營主溝通後才了解，其實車是要往下面停不能停在上面營位旁，但管理員卻給他們停車，且因地上沒有拉線明確分隔營位，本來分配給我們的位置，我們為了與旁邊的客人隔開一點距離未搭設，結果下午那個空間就被旁邊的客人搭起帳篷，本該屬於我們的區域被使用覺得非常不公平，沒有足夠的插座（訂三帳只分到一座），水槽水管破裂未修，同時又遇到水管破裂無法正常上廁所洗澡很長時間，晚上睡覺不停跳電，詢問也只會回答說是客人使用高功率電器造成，很明顯超收問題嚴重。不管遇到什麼事請管理員協調都沒用，整天唱卡啦ok,在離帳篷很近的位置燃放煙火都是不會被嚴厲阻止的，很在乎露營體驗的人不要來。與營主溝通過，希望他們會整改，不過已經不願再度前往了。",-1,1,0
謝謝老板讓我們這老人，在這裡休息幾小時，不收費。老板人超好的，謝謝您。,1,1,2
蒼蠅成群結隊，每小時會黏著四張蒼蠅板。,-1,1,0
"不錯的營區,但夜衝的人很吵",1,1,2
環境很清優空氣很好適合喜歡清靜慢活的人,1,1,2
螞蟻蚊蟲超級多，早上蒼蠅來接班，晚上無法坐著來聊天，真的很不Ok 。,-1,1,0
露營地很棒，提供了軟墊、熱水和廁所，唯一的美中不足就是蒼蠅很多，建議攜帶足夠的捕蠅工具，至少需要20張捕蠅紙。,0,1,1
沿途有指標不怕迷路，快到營區道路稍窄，還是有可會車的點。營主親切，烤雞好吃！12月梅花盛開,1,1,2
你可以在很多地方做改善。你的營地非常擁擠，有一個帳篷設在廁所門口前面，這樣的營位真的不合適。收費時也不應該這麼急著要帳篷還沒搭好就要錢，這樣讓人感受很差。作為營地主人，應該主動檢討自己而不是把問題歸咎於客人，否則只會招致負面評論。,-1,1,0
雨天容易積水，地面泥濘，蚊蟲繁多。,0,1,1
評論者提到營地的路況很好，營主也很熱情。但是，他們也指出營地的衛生環境非常差，停車場和廁所都很骯髒，廁所的排水系統也有問題。草地的狀況和照片中所展示的差距很大，且只有一個男廁有異味。此外，營主的家人還有改裝的摩托車很吵，讓營地的環境變得很嘈雜。對於包場收費規則也不清楚，有爭議。總之，評論者認為這個營地更像是私人院子，不太符合營地的標準。,-1,1,0
訂了一晚的露營體驗，感覺自己受盡折磨。我們包了兩帳，卻完全沒有可用的洗手檯。更糟糕的是，被隔壁包了三帳的人嗆不能共用洗手檯。明明是他們搭的位置擋住了原本應該使用的洗手檯，卻還要強硬要求用第二個洗手檯，口氣超差，讓人感到很不舒服。老闆可能沒有好好計劃位置和洗手檯的使用，一帳配一個洗手檯根本不切實際，非常不方便。特別是當遇到品質很差的鄰居時，就像是噩夢一般。空間超小、擠擁不堪，付了兩帳的錢卻要一帳搭在木棧板上、一帳被迫搭在草皮上，空間狹小到每個營位之間非常近，可以清楚地聽到其他人的談話、性行為聲音、行走聲音⋯⋯建議限制營位數量或是車輛大小，避免這種狀況發生。如果沒有足夠的位置，老闆可以直接告知，而不是讓人感到不愉快。整體而言，我個人對這個露營區的體驗非常不滿意（已與老闆溝透過，老闆人很好，也有意思意思退費草地營位$200，可能在訂位時有一些誤解。家人們也都能夠理解，純粹是想分享我的感受，不喜歡的原因）。,-1,1,0
這家營區的營位配置讓人感到不滿，我們本應預訂的A區四帳，卻被營主分派到擁擠的五帳區，一前一後的兩個營位都被給了別人。即使我們是兩人小帳，也應該有屬於我們的空間。而且五帳區只有三個洗手檯和三個電箱，不太方便。另外，浴廁設施雖然有提供基本用品如衛生紙和吹風機，但是衛生情況須要加強，並且管理上也應該要有更好的安排和補給，不該讓裝置缺乏而造成排隊使用的情況。雖然營區環境優美，設施也算完善，但管理和服務還有待提升。,-1,1,0
景色優美，夜晚安靜，空間充足，旅程愉快。謝謝，我們會再回來的。,1,1,2
這家小賣部的老闆人很熱情，服務態度也很好，不過店面的招牌有點暗淡，容易讓人錯過需要更明顯的標示。,0,1,1
土地裡太多泥土和石頭，使得插營釘變得困難。,0,1,1
這次在草地第G區露營，剛好碰上整個週末都下雨，導致起霧的情況。抵達時，整個G區因為只有一盞小燈在廁所和浴室前，顯得非常黑暗。加上營地的排水不良，到處都是水坑，搭建帳篷變得非常困難。由於起霧且下雨，遠眺風景也變得不可見。總結一下，我不打算再來宜蘭露營了。,0,1,1
場地空間擁擠，是果園內的露營感覺，泳池等於小浴缸 ，遊樂設施🛝老舊需維修，浴室乾淨衛生 …,-1,1,0
之前從來沒有注意到小黑蚊，但現在它們的數量增加到讓人感到驚慌。務必要注意這個情況。,0,1,1
營地的冰箱剛開，但已經冰了快一小時，溫度竟然還是27度，比我家的冷氣還要熱！連放在冰箱裡的冰塊都直接融化了。晚上想洗個熱水澡，朋友們剛進到浴室就發現沒有熱水。修好之後，只有前兩分鐘是熱水，後面全程都是冷水。我們只好忍耐冰冷的水洗完澡。這營地環境很美，但裝置真的有待加強。,-1,1,0
環境髒亂，廁所噁心穢物都堆積近半個馬桶，營主應對進退，即為差勁，毫無誠信，坐地喊價 官網上明明標示價格，到現場後唐塞理由哄抬價格，超級雷的露營區！,-1,1,0
場地規劃很棒，劃分的分區域性開放又巧妙隔出各帳篷空間浴廁都很清潔明亮，日夜溫差大,1,1,2
這個營區位於南莊老街附近，補給方便，很容易到達。我們預定了D區位置，但卻失去了應有的私密感。因為經常有其他區域的露友穿越，導致在活動時間（捉泥鰍）時變得混亂。營方人員並沒有提前通知或解釋預定D區需配合活動、供露友穿越的情況，只是在活動當天才帶領各區露友穿越至指定位置，完全沒有溝通和說明。甚至在夜晚去浴廁時，雖然營主之前告知同區友人可以通行，但後來卻要求全區露友通行，讓人感到困惑和不滿。希望營方能在訂位系統介紹中清楚說明答應的D區需配合活動，以免引起類似情況的混亂。,0,1,1
行前最好與營主確認前往路線，google導航的最佳路徑，路比較小，大車不易行駛。視野佳適合放空。有野兔出沒，行車請小心 :) 山下有黃梨園點心店可用餐(周一公休)，附近有九芎湖步道，柿餅農場，新埔景點可規劃。,1,1,2
每天800的價位來看，乾淨整齊，算是CP值夠了，但澡位只有3間，草地養得不夠好，河岸地濕氣重，晚上隔壁鄰居夜唱KㄒV，就有待改進,0,1,1
全部腳程延路樹蔭蔽遮，非常涼爽,1,1,2
建議自己準備裝備 跟營主租的裝備很多都不適合露營使用,-1,1,0
錢不是問題 重點是我包區 廁所沒整理還有兩間牆壁上黏女生的衛生棉 到底 再來是一間沒熱水 另一間熱水無法調溫,-1,1,0
很舒服的露營區，服務態度也很棒，熱水穩定很喜歡！,1,1,2
山谷露營區景色雖然欠缺，但設施齊全，浴廁清潔。營區主人親切有善。,0,1,1
老闆缺乏良心，當天天氣不佳下著大雨，我們在預訂的區域準備搭帳篷，結果隔天還是下著大雨，營地積水卻沒有提供協助挖排水溝。老闆看到我們自行挖掘排水溝，不僅沒有幫忙，還冷嘲熱諷的說挖也沒用，就像在看一場戲一樣。他要求我們換區，因為訂的區域還有其他人訂了10個帳篷，擔心10個帳篷不方便搭建，會讓他生意受損。然而，我們只有6個帳篷，卻要承受大雨和換區的困擾。老闆甚至欺騙我們說沒有下雨，結果到達後卻發現下著雨，無法擺放帳篷。他仍堅持讓我們搭建帳篷，就像一場遊戲一樣。這種缺乏天良的營地讓人再也不想再造訪，因為我們受到了蔑視。若擔心10個帳篷的人會在網上留下負面評價，為何不擔心我們6個帳篷也會留下負面評價呢？這次不愉快的經驗提醒大家要小心哦。,-1,1,0
這次帶一群新手朋友去露營，請營主幫忙租借了帳篷客廳帳，營主非常貼心的在我們抵達前，就幫忙搭好了，充氣床也打好氣，甚至鋪好了乾淨的床包，讓朋友們的行李可以直接放進帳篷；客廳帳原本只有租主體，但因為天氣冷風又大，貼心的營主怕我們冷，為我們免費加上圍布，就連桌、椅、燈，都願意借我們，真得非常感動！廁所附有衛生紙，而且時常保持乾淨，浴室還有提供沐浴乳洗髮精，每日早上還會來清理垃圾與資源回收，整體環境非常乾淨舒適，而且營主和營主太太還煮好了一鍋好吃的玉米請大家吃！超窩心！這裡真得非常適合帶新手朋友或是家人一起來輕鬆體驗露營，尤其是親切貼心的營主，一定會讓大家感受到滿滿的愛！😍,1,1,2
營區的空間確實很有限，讓人感到相當擁擠，不過整體環境倒是相當乾淨。營主面對吵鬧的客人時，似乎顧慮著得罪他們，這是一個大問題。由於營區狹小，即便是稍微的噪音也可能造成嚴重的相互幹擾。因此，建議想前往的人事先詢問清楚，是否有大群的團體客人在場。若無法避免，最好多帶幾個耳塞，不然可能晚上將難以入眠。,0,1,1
不推，排水差，廁所很髒，無人管理。,-1,1,0
這地方風景真是一級棒，老闆待人親切有禮，但是衛浴裝置當天只剩男生廁所一個可以使用（另一個反鎖），洗澡得排隊等待才能輪流洗澡，營區靠近果園，蒼蠅數量多得驚人，而且小朋友一直大聲哭叫，後來只好自己去買蒼蠅紙來貼，才稍微好一些⋯⋯無法克服這些問題，即使老闆再好客也難以再次造訪啊⋯⋯,-1,1,0
草皮很美，早上有蒼蠅傍晚有蚊子營主很用心維護環境👍🏻洗澡熱水很優沒料到睡覺時狗狗來偷吃還好及時發現只損失一包吐司😂 …洗手間很乾淨,1,1,2
營區環境整體來說還可以，營地管理人員有定期巡視露營者的情況，但草地上有不少螞蟻，讓人擔心牠們會進入帳篷裡面或外面。希望管理團隊可以針對這問題做好處理，讓露營環境更加完善。,0,1,1
此地點僻遠，無風景可賞，地勢險峻。,0,1,1
是個休閒露營的好地方，老闆及老闆嬤都很親切，接近大自然了解原民文化哦！,1,1,2
這次旅行一開始很期待，但到達B區後卻相當失望。首先，廁所的防水膠條都發黴了，而且如果沒有開啟電燈，抽風機就不會啟動，使得廁所裡的黴味相當嚴重。其次，場地空間很小，到處都是蜘蛛網（而且隔天收帳時發現蜘蛛絲閃閃發光）。此外，蒼蠅多到不行。最後，營區就在馬路邊，晚上常有車子經過，讓人難以入眠。整體而言，這次的體驗讓人印象深刻，但不盡如人意。,-1,1,0
雖然遇到了東北季風，帳篷差點被掀了，但我不是愛抱怨的露友，不會去怪東怪西怪營地怪營主。優質營地,1,1,2
露營區提供的草墊很漂亮，但地面非常不平整，下雨時容易積水。廁所只有女生2間、男生2間，浴室也只有兩間，但收費卻十分昂貴！大家需要排隊洗澡，浴室空間狹小，只有掛鉤可以放置換洗衣物，且排水系統不良，積水問題嚴重。營位周邊的公共照明不足，洗碗槽處沒有照明設施，也沒有遮雨裝置，遇到惡劣天氣非常不便。兒童遊戲區下雨後積水嚴重，營主似乎對此毫不在意，設施狀況相當糟糕。總體來說，這裡讓人非常失望。,-1,1,0
營區配合項目，我們都有確實配合因為營區硬體設備跟不上，一個晚上跳電好多次，向營主反應居然讓營主兒子拿刀來理論。要來此露營，請三思。,-1,1,0
不錯，風景超美，上面鐵塔也美美的，只是冬天去那很冷很冷,1,1,2
其它設施都還不錯，就是草地區的排水系統有問題，儘管周圍有排水溝，但遇到大雨時仍無法有效排除水，我曾經去過一次，印象非常深刻... 水淹到腳踝...,0,1,1
營區整體環境雖然不錯，但有一個嚴重的缺點是營區距離馬路太近了！晚上睡覺時經常被不斷路過的重機聲、大卡車聲和火車聲吵醒，甚至還有狗狂吠的聲音～OMG！這樣的環境真的適合休閒嗎？而且營區的早上竟然比晚上還要安靜？！…,-1,1,0
草皮維護不錯很多兒童設施。可以磨掉一整天,1,1,2
螞蟻太多了，停一天而已，回家整台車都螞蟻，洗完車還從縫隙冒出大量螞蟻！浴室熱水忽冷忽熱。有的浴室會積水。帳帳距離沒很寬，兩邊小孩遊戲時會干擾，影響他帳人通行。,0,1,1
浴室和洗手檯僅有一個，且整個營區其實更像是停車場。白天用餐的客人會停在營區，甚至有陌生人來參觀，這讓人感到非常不舒服。,-1,1,0
假如連假被安排到加開地區就不要來了！那裡飛螞蟻又多，蚊子也多，風景很差，晚上洗澡還要到上面去，而且連照明燈都沒有，地上還有一堆釘子……水溫忽冷忽熱，讓人非常難洗澡，沙灘區髒亂不堪，泳池更是水質汙濁，還有小朋友把沙子倒進水裡……。,-1,1,0
跟以前差太多了！依舊沒有區域告示牌～到不到半天來兩個人收錢，都已經匯款完了還要收什麼錢，半夜音樂非常大聲！臉書寫21:30音量管制！結果音樂吵到1.2點也沒看到營主出來勸說～瓦斯桶沒熱水洗澡營主手機也關機～是只管收錢不管其他嗎？總之不怕吵～不怕洗冷水～不怕貓咪打架搶露客食物的來這裡就對了～,-1,1,0
營區整體清潔尚可，洗澡水熱度也不錯。然而，提供電力不足，無法隨時提供電力，建議在無法供應足夠電力時提前告知，避免露友不便。請勤於定期檢修供電裝置，以確保電力供應穩定。另外，凌晨斷電的安排讓人感到不便，上廁所時甚至無燈可用，實在狀況糟糕。另外，營區卡拉OK無限制使用，建議設立使用時段或次數，以避免造成困擾。最後，感謝標示了護草墊使用方式，讓露友們知曉如何使用，不過仍建議提醒露友在上面使用椅子以防損壞。,-1,1,0
