content,rating,type,publishedDate,tokenization,sequence_num,status,origin
廁所很乾淨有兒童遊樂設施也有烤肉適合一家人來,5,1,2023/05/07,,100,1,1
"草皮維護的很好,幾天的大雨都不積水,衛浴很乾淨,營主夫婦人很親切,值得一去.",5,1,2019/05/19,,101,1,1
老闆人超好 環境超級喜歡 沐浴設備也好讚再來二訪三訪都不是問題！！！,5,1,2024/01/07,,102,1,1
因為是平日所以未開放，場地整理的很好，面大甲溪床，營地層次花果臨立。,3,1,2021/05/07,,103,0,1
"偶然發現的一個營地,高雄過來也不過1個半小時的車程而已，營主人很好，我們夜衝來拿了一大箱芒果青給我們，立馬把他變成情人果凍起來而且草皮養的很漂亮A區+B區的雨棚加起來有10多個還有小朋友的戲水池廁所要在門口換上他們的拖鞋進去，整個廁所都很乾淨，水溫很穩定，不會忽冷忽熱，令人印象深刻營區裡面老闆本身有種植水果，來對季節搞不好還能體驗摘果樂呢PS.防蚊記得要備一下",5,1,2024/05/05,,104,1,1
草皮很美，早上有蒼蠅傍晚有蚊子營主很用心維護環境洗澡熱水很優沒料到睡覺時狗狗來偷吃還好及時發現只損失一包吐司 …洗手間很乾淨,4,1,2023/07/07,,105,1,1
乾淨的浴廁跟環境。放音樂可以接受，遇到卡拉OK歡唱一整天聲音傳遍整個山谷的露友，真的很可怕。真的希望營區能明文禁止這行為。,5,1,2020/07/27,,106,1,1
還不錯也很乾淨的露營區，離市區很近買東西很方便，老闆人也很好會與妳分享附近好玩的地方。,5,1,2019/05/07,,107,1,1
這此是專程去那瑪夏看螢火蟲，老闆說今年沒雨水，螢火蟲數量較少 ，要看大爆發的要到下個村落的復育步道，要看螢（）蟲的營區就有。步行到那次蘭吊橋的路上也有不少隻，且沒什麼人，沒那麼吵雜。很棒的營區，覺得困擾的只有很難下釘啊，敲歪了好幾支釘，應該是沒下雨所以地太乾吧，我想的。,5,1,2021/05/08,,108,1,1
石楠C區。環境好，營地跟衛浴空間大。對有小小孩的家庭來說是很棒的。有水池小孩們玩的很開心。,5,1,2018/06/12,,109,1,1
營區風景很美，但營區中間有條馬路車子經過有點吵,4,1,2019/05/07,,110,1,1
很棒露營區營主人超級好還會提供水球給小朋友玩廁所浴室超乾淨值得在訪的營區,5,1,2023/06/07,,111,1,1
感覺像在停車場露營，只有一處洗手台，浴室需走一段路且也只有一間，露營空間太小，且原本講的包場跟實際不一樣。,2,1,2023/05/07,,112,-1,1
好可怕的經驗1. 營主先在旁邊看你搭帳幕搭半小時，然後再告訴你位置需要移動，為什麼不早說？如果對客人搭帳幕的位置這麼有意見，就應該提前安排帳幕位置，我們就直接搭在那個地方，說什麼那個地方是走道，首先一開始沒有告訴我們，也沒有寫上是走道，如果想大家搭成他夢想中的營地藍圖，建議先說明並提供用圖參考2. 我們在公共區域打球，說我們沒包區？在營地公共區域需要包區才能打球真的第一次聽，其他露友也有在踢足球，請問他們有包區嗎？營地提供足球框，難道就不怕足球踢到其他露友嗎，建議加營地條款”沒包區不淮打球”3. 付的押金營主會用各種理由嘗試拒還(說什麼其他營地都會收，你們不知道是因為沒有common sense) 不論其他營地有沒有收，一開始沒有說，退營才追加的費用是完全不合理，最後我們也是堅持才獲得退還4. 園區大概有十幾到20個洗手檯，都是公共的，我們用了一個洗菜準備晚餐，又說我們佔用了公共洗手檯？又一個莫名奇妙，我們用了一個還有十幾個密密麻麻的洗手檯在旁邊都沒人用5. 其他露友開喇叭唱歌到晚上12點都沒管制，喜歡安靜的朋友自己想想嚕6. 凹凸不平的草地，建議不要用睡袋,1,1,2023/05/07,,113,-1,1
有用心在經營的營地 老闆還特地煮了一壺薑茶給大家喝 一帳1000元 定價不會過分的貴  營區很大大概可以容納快40帳  有很多地方可以跑,5,1,2020/05/07,,114,1,1
這是一個適合雨棚露營的營地。草皮搭帳完全打槍，營主不友善，難溝通。或許是每個營區都有每個營區的規則，如此的難溝通，就不會有再次前往露營，當然也不會推薦。今天一早兒子就說：爸爸以後不要再來這｛爛泥巴的營地ㄌ｝，不好玩……。夏天、天氣熱應該適合。,1,1,2020/05/08,,115,-1,1
完美的營地，風光明媚，滿天星斗，營主和善熱心，營區乾淨舒爽，設備完善～只貴ㄧ點點哪有什麼問題。,5,1,2023/05/07,,116,1,1
很熱心的小營主～便利的營地離市區10分鐘車程哦衛浴又乾淨,5,1,2019/03/03,,117,1,1
老闆很大方 感覺的出來很用心在經營超級推薦,5,1,2022/05/08,,118,1,1
跨年露營...竟然趕上這營區難得一見的大爆滿優：1. 營主很友善、2. 營區也栽種非常多不同種類的蔬果，營主也都很樂意分享給露客們。3. 衛浴提供衛生紙已不是罕事，提供沐浴乳也不是什麼稀罕的事，但是這裡除了以上之外，連洗面乳都備上了，你說貼不貼心！！當然也有美中不足地方：1.衛浴總共只有三間（衛浴合一沒分開），所以不但洗澡要排隊等、連上廁所也要排隊等等等。2.位子太小+車停帳邊，幾乎完全沒有遊戲的空間。相信不滿帳時來一定會更舒服！（期待下次）Ps.離市區近，5分鐘車程，就算三餐不煮通通外食也超方便！,4,1,2022/05/08,,119,1,1
雖訂場有規範，訂金給你沒收就是了，碎碎唸是唸啥，小朋友得腸病毒還要被你唸？,1,1,2019/05/07,,120,-1,1
營主人很好 。營區衛浴乾淨 。路很好開，風景超美 。,5,1,2023/05/06,,121,1,1
