content,rating,type,publishedDate,tokenization,sequence_num,status,origin
營區各方面都無可挑剔，特別是眼睛大大、鼻子高高的男性服務人員解決了我們住宿上的需求，也貼心給予我們在附近遊玩的行程建議。這裡的環境非常適合想體驗露營的各位約三五好友一起親近自然，也適合在短短的假日逃離都市的喧囂，享受平時忙碌日子裡不可多得的休憩時光。 …,5,2,2022/05/08,,22,1,1
高級 懶人露營體驗自然的美，呼吸山林間的氣息～環境、服務、飲食、住宿全部都很優大推～ …,5,2,2021/05/07,,23,1,1
老闆很用心經營及照顧環境有機會還會想再去回訪，但回訪時會搶訂A區優點1.不會太偏僻2.帳篷內的床有床架架高3.帳篷外還有一層大外帳，鞋子或器具可以直接放帳篷外不怕有露水（之前在別的地方露營沒有比帳篷大的外帳，起床鞋子都濕的）4.廁所配色及感覺算舒服，水夠熱！但一樣會有露營區的問題，冷熱難控制5.有烤肉架，如果想烤肉也不用擔心烤肉架問題6.冰箱有劃分帳篷編號7.有販賣部、免費麥茶8.沒有自行帶燈到情況下 燈光照明度還可以接受9.老闆親切好聊10.官網備註很清楚營區缺點，B、C區靠近路側偏吵((請和缺點第一點一同觀看))缺點1.C區離路側最近，車子經過聲音稍大（帳篷內有提供耳塞可以使用）如果怕吵、淺眠者 建議選擇A區2.蒼蠅很多…..（有提供免費黏蠅板，建議一次拿兩個黏比較快）3.使用導航帶路容易開過頭，導航會帶你道前面繞一大圈迴轉到營區。建議快到目的地時放慢速度，沿路路旁也都有標示營區還有多遠，放慢速度後道營區門口可以直接左轉進入-以上希望有幫助到想去營區的朋友老闆很用心維護整個營區，出發前看見Ig發文被人惡意破壞，請各路猴子們不要前往破壞老闆的用心以及降低營區遊客享受放鬆的品質,5,2,2024/04/30,,24,1,1
第一次住懶人式的露營，東西設備都很齊全，空間也很大，但是加購的食材很不行，自己帶食材就好,4,2,2024-02-16T09:47:16+08:00,,25,1,1
活動很多的營區，搗麻糬、棉花糖DIY大小朋友都玩的非常盡興，環境很大也很舒適乾淨，園區也有沙坑跟鞦韆，是小朋友跟爸媽放風的好地方，非常棒的露營️體驗，女營主很漂亮人也超級好推薦推薦 …,5,2,2024/02/06,,26,1,1
環境乾淨，氣氛佳，還會舉辦活動與住客同樂，這真是住過最優質的民宿,5,2,2024/04/06,,27,1,1
從入口進去上山的那一段路較危險小滑不太好開要小心尤其濕地更要小心！一個晚上跳電了三次感覺很差，用電量過高跳電，原因是什麼不清楚後來整座山直接大停電一個小時，如果人員來解釋的時候發幾隻手電筒我覺得會比較貼心，可惜沒有，因為露營地真的超級黑要去廁所也看不到路，不過後來電來了大家都在歡呼也蠻好笑的浴室不大個人間如果帶小孩一起洗我是覺得空間太小，而且有幾間熱冷水很不穩定建議先試試看再進去洗，蚊蟲飛蛾蠻多的！雖然是大自然，但真的很多飛蚊！尤其小黑蚊超級多！感覺起來就髒髒的下雨天路面積水，泥沙多不好走，整個營區太暗，至少去浴室廁所的路線要明亮一些我會覺得比較安全大概九點半來提醒營友十一點過後需降低音量，但那個時候我們早就已經在睡覺了，但人員還是在外面呼喊我們，我是覺得帳篷內已經沒聲音的話就不用打擾了吧，或者說剛入住的時候就直接把規則都說一說就好了房間應該放一台除濕機規劃的不錯 只是希望一些小地方可以更好生意興隆 也謝謝這次臻美營區給我們的體驗好天氣來一定超棒的！,1,2,2022/05/08,,28,-1,1
老闆相當的親切也很大方，房間內的設施乾淨又典雅，沒有一絲的霉味，露營車外有獨立的空間可以一起吃點東西喝點小酒，還有許多親人的貓四處巡視，會自己靠近要摸摸，晚上還有看到山羊遊蕩，整個住宿的環境讓人感覺非常的放鬆。,5,2,2023/05/08,,29,1,1
服務人員態度很好！很好玩的露營體驗，可以自己煮飯又不用搭帳篷！,5,2,2024/04/07,,30,1,1
露營車很新，整體住宿品質就好提升，推薦喜歡自煮宿友，外面有特別安裝流理台，大桌，很方便，三五朋友來聚聚聊天很輕鬆，車內窗戶也很多通風很好，冬天也不擔心房內有兩台冷暖氣，車和車間隔大不會互相干擾，早餐簡單，但吃得飽（美中不足就是車廂還是能感受到有點傾斜，這點參考就好，每個人體感不一樣，個人屬於敏感），環境也在增設固定帳，未來希望有機會再入住,5,2,2024/02/08,,31,1,1
今年跨年地點選擇太完美了，非常舒適的星空帳與設備、配上優美的風景、營主提供的加購晚餐很豐盛，絕對是五星好評、而且還要再訪！,5,2,2024/01/07,,32,1,1
1.）民生用水，水質疑慮：在營區洗臉、漱口的用水，不是正常的自來水，而且並未明確標示。2.）旅客尚未退房，門前擺有非晚餐所使用的燒烤肉架。,1,2,2024/01/08,,33,-1,1
飄飄河很好玩、希望下次有機會住露營車、有機會想參加其他活動,5,2,2021-10-06 13:56:55,,34,1,1
之前也有去過豪華露營，這裡卻讓我印象更深刻更喜歡。有幾個點1.有暖氣跟電熱毯2.廁所有不是掛在牆上的吹風機3.洗澡的空間非常大而且有附好聞的沐浴乳跟洗髮精4.所有的服務人員都非常的幽默、親切、貼心而且還跑步帶我們去營區5.有厲害的view（夜景加分）6.東西好好吃7.沐浴間有洗衣機跟烘衣機,5,2,2023/06/08,,35,1,1
第一次懶人露營真的好棒的尤其時職人體驗課程更是驚艷最愛的是山林調香，調出自己獨一無二的精油在外面調香課都不只是幾張小朋友可以解決的了整體感覺真的超棒很值得來,5,2,2023/05/07,,36,1,1
很久很久沒露營，適逢寒流，烤肉時又逢雨，有點狼狽。不過，園方服務還不錯。,3,2,2023/05/07,,37,0,1
一顆星給晚餐熱心招待的總務先生，一顆給舒適的大營位。小黑蚊跟大蚊子都超兇，一定要著長袖衣褲。不知是不是人員不足，週日早上上洗手間，兩次都沒有衛生紙，馬桶不通也沒有人處理，連標示也沒有。滑水道設施損壞也沒有立刻處理，有孩子摔下來受傷了才處理，處理後也沒有告示，沒有安全意識！,2,2,2023/05/08,,38,-1,1
很幸運可以找到一個大家都很滿意的營區距離新竹市不到一小時車程的桃禧漫遊露營園區，有露營車、帳篷跟小木屋可以選擇，最吸引我的是這裡竟然有獨木舟可以滑！因此很快的在眾多營區中選定了這間這裡的露營車內部非常可愛，裡面甚至有溜滑梯可以玩！而且先開好冷氣，一進露營車，裡面竟然是涼爽的！在炎熱的夏天裡，真的非常貼心假日的一泊四食，供應下午茶、晚餐、宵夜和早餐，完全可以當一隻快樂的服務態度也很好！很推薦小缺點就是房間溜滑梯滑下來的區域沒有清理乾淨，還有天花板有少許的灰塵！可以改進就滿分啦,5,2,2023/07/06,,39,1,1
跟朋友一起來體驗露營下午三點入住隔天十一點退有淋浴間／廁所／遊樂設施當天晚上還有電影區可看卡通也有啤酒暢飲帳篷間距不是很遠所以隔壁講話其實都聽得到床的話不知道什麼原因躺著時頭的方向比較傾斜所以睡覺建議換個方向睡晚上風很大帳篷吵會比較難睡,3,2,2023/05/08,,40,0,1
環境非常舒服，盥洗設備100分。旁邊有小溪有小蝦小魚。,5,2,2019/05/08,,41,1,1
森林園區環境優洗澡熱水夠熱、水壓強-少一顆星是房間霉味重另外少一顆星遊客素質差～半夜12點還在嘻嘻哈哈講話特別大聲，沒辦法好好休息,3,2,2022/05/08,,42,0,1
1.服務人員親切的接待，騎車帶我們到帳棚區並介紹注意事項2.帳篷很美很大，雙人床2張，床鋪乾淨舒適3.比較特別的是，煮晚餐時會有野狗過來（不會攻擊人、不會叫）但不能餵食牠們，因為店家有交代一旦餵食就會一直來4.戶外煮飯區難免會有小蟲、飛蛾等，吃飯時需要一直驅趕小蟲們（數量不少）5.整體來說都不錯～～,5,2,2023-03-07T13:18:53+08:00,,43,1,1
非常獨特的營地，老闆人非常耐斯，晚上坐躺椅，吹著海風，聽著海浪聲，輕輕哼唱著（聽海），完美,4,2,2022/05/07,,44,1,1
一到確實會比自己想像中小，但是待在裡面還是感覺很舒適，環境乾淨又美麗，雖然小但是小巧溫馨可愛，帳篷也舒服，早餐豐富。,4,2,2021/05/08,,45,1,1
規定22:00後需降低音量，結果超過時間還有人在室外大聲喝酒嬉鬧放重低音音樂，真的很誇張。還有人一路聊天到凌晨四點半，也沒見有人制止，害我們整晚沒睡，興致全消，早上活動與早餐都沒法參與！,3,2,2023/06/08,,46,0,1
風景美、氣氛佳。提供早晚餐，多樣化選擇，高級露營美食，美味buffet 隨你吃。此次入住螃蟹區，網美拍照必去景點！！隨便拍隨便好看，晚上還可以坐在帳篷外欣賞星星，喝著小酒 好不愜意。走進帳篷內高級感的內建，讓人不想離開床，裏面還提供行動空調怕冷的同學還有暖氣喔！ 欣賞完夜景，喝完酒，在帳篷內舒舒服服的睡一覺，安靜無聲的野外露營，結束這趟美好的行程。 你們一定要前來體驗看看！！,5,2,2023/05/08,,47,1,1
老闆人很親切，環境乾淨配備也很齊全，還可以溯溪和玩水，感覺的出來老闆很用心經營。,5,2,2019/05/08,,48,1,1
高美濕地頂級露營區，一泊二食+迎賓小點+日間生態導覽+微醺小夕陽冰店！免裝備懶人露營，海洋系親子露營，慶生度假首選！ 2023生日就是要來點不一樣的，Carrie和兒子、閨蜜、好友就選擇來到台中高美濕地的親子豪華露營「蟬說：夕陽漫漫」慶生！樂享貴婦下午茶，跟隨達人腳步觀賞濕地生態，微醺小夕陽冰店享用清涼刨冰，於絕美夕陽餘暉下品嚐精緻晚餐，第二天豐盛早餐，在美好環境中聽著海潮聲安穩入眠，度過浪漫難忘的生日饗宴！,5,2,2023/10/08,,49,1,1
地點真的好遠但很值得，一開始入口住有很多人指引去哪裡停車，也會幫忙指揮交通～停完車後到報到處報到，這裡的工作人員都蠻有熱忱，領裝備時會跟你拉勒，集合教練說明時也蠻細心，開始玩的時候教練在水裡都會協助你，基本上水很淺都蠻安全的，急流處也有多位教練，會潑水也會協助引導～有些比較幽默的還會跟你互動，最後還有跳水活動教練會引導大家，整個過程中都有拍照手幫大家捕抓畫面，會上傳到他們的Google 相簿，不用自己帶相機冒著遺失手機的風險，跟家人一起來玩的很開心，淋浴間算大，不會太髒亂，如果有機會會考慮來玩其他項目 …,5,2,2023/05/08,,50,1,1
本來抱著期待的心但真的失望透頂～CP值超級低怕吵的真心不要來一點都不推1營帳靠太近一個風吹草動都聽得到2營帳根本不應該在人群常走動的樓梯旁邊3設備看似齊全其實一點都不方便建議洗水槽旁邊放垃圾分類桶4營區位於很多營區的旁邊非常的熱鬧（吵鬧5除了天空沒有任何的景色可以看6停車空間不足7浴室及廁所就在兩隔壁非常簡易沒安全感總共3間廁所3間浴室提供給可能是12帳又可能更多帳的人使用，不方便還要排隊，有兩間廁所可以改浴室但真的不衛生沒人敢用隔板把馬桶隔開來洗澡，置物架也很髒，冰箱及飲水機都在那邊很不衛生8床墊是超級吵的充氣床墊9房間沒有冷氣10帳外的活動空間也很有限下雨不方便營主的態度雖然很熱情也特別告知注意事項說10點後麻煩音量小聲一點不要影響其他人殊不知我們乖乖聽話不見得其他人願意接受吵到完全無法睡覺還把剩下的酒全部喝完依然沒辦法入睡，左右帳，上層帳全部都在聊天還有人在玩牌的，更可怕的是充氣床墊，我無法理解收費這麼高卻比別人設備還差是什麼概念，我連設備都不想拍了就知道我心情有多麼的鬱悶,2,2,2024/04/16,,51,-1,1
第一次露營，工作人員都很親切，拍照技術超好（如上），場地也超讚！,5,2,2023/12/07,,52,1,1
帳篷嚴重發霉，內部有蜘蛛網多項體驗活動因下雨取消，卻無雨天備案，行程交代不清，要詢問服務生也找不到人覺得沒有享受到同等價位的旅遊體驗，cp值很低，希望可以改善。,2,2,2022-04-11T04:04:46+08:00,,53,-1,1
優點：帶小孩來的話很不錯戶外和室內的設施都可以讓小孩玩的很開心，下午茶可以外帶到喜歡的地方享用很不錯，晚餐食材很多絕對可以吃飽食材也算新鮮，也有宵夜場，不過時間太早供餐時間太短，基本上吃不下，房間很乾淨不錯！缺點：給低分完全是因為早餐的關係，希望營運方能重視，因為完全沒有物有所值的感受，下午茶感覺都是買現成的沒有精緻感，早餐更是跟附近的飯店搭伙，人多要排隊，食材也差，給我一份早餐店的餐點讓我帶到房間吃我還比較開心，一早就施工有點在趕房客趕緊離開的感覺，總之一樣的價位選擇很多，再沒有改變之前原則上不會再次入住了！,1,2,2023/05/07,,54,-1,1
不錯的露營區野餐區可和家人或朋友以及公司同事們來露營的好去處,4,2,2023/05/08,,55,1,1
風景優美 帳篷也很乾淨！大人小孩都適合喔！,5,2,2022/05/08,,56,1,1
夜間緊急應變措施不足，共用區域環境有待加強,1,2,2024/05/01,,57,-1,1
帳篷區很有質感，釣魚區適合親子同樂，還有美美的夕陽。,5,2,2023/12/08,,58,1,1
建議喜歡半夜睡不著覺的人來這邊很多酒客跟嗨咖，現在凌晨1:46分，還有人在高歌真屌,1,2,2024/02/07,,59,-1,1
營區小而精緻 到處都有美美的裝飾還有空拍服務是少有的體驗烤肉 火鍋 食材器具都準備好了是輕鬆愉快的露營選擇,5,2,2024/01/07,,60,1,1
真的就是這麼美，晚上看著星星跟老婆一起聊天，加上旁邊三位小公主一直再說要多住幾天！這種滿足感！說不出來滿滿幸福感！太感動了啦...,5,2,2023/05/07,,61,1,1
園區很清幽 也很chill 還有很多設施體驗 帳篷也很優秀 很值得再來晚餐時大慶 瑄婷 很親切～ …,5,2,2023/05/07,,62,1,1
野趣別院廁所在一樓，相當不方便，二樓窗戶打開面對的是施工中的工地，感覺非常差，不知道為什麼花了這麼多錢來到一個施工中的營區,3,2,2023/05/08,,63,0,1
新開幕 設備齊全 環境優美 價格優惠 工作人員很熱心的幫忙拍照 好想好想再去露營喔 早上已經很美了 晚上更是漂亮 大推！ …,5,2,2022/05/07,,64,1,1
第一次遇到會飆罵客人的業者大家開開心心來跨年房間價錢有夠貴就算了，整個營區設備跟安排都爛到爆。東西放在冰箱還會被偷，各種規定一大堆，到底是誰規定要先生玩火才能拿食材，然後搭配的餐點真的是有夠難吃 外面可能500塊自己買不到比較好。再來就是露營車裡面到底是怎樣，插座充電座每個都是壞的，床鋪全部都是塵蟎有夠髒，反正就是還真沒住過這種一晚3800然後爛成這樣的最後就是跨完年在外面聊天，莫名其妙被業主飆罵，到底誰提醒過我們要安靜了，好好講不行嗎？真的是有夠爛的跟你講啦 國旅就是被你們這種蒼蠅搞爛的 絕對不會再來，也建議看到我這篇的人絕對別再來 我就看你會不會刪 刪了我就發起他地方,1,2,2024/01/08,,65,-1,1
露客沒管制~都半夜了還吵不停...是什麼回事！,1,2,2024/03/08,,66,-1,1
空氣好，在湖邊很愜意，露營車滿乾淨的，床好睡，還有結紮的貓貓跑來跑去，超可愛。店員態度都很親切，可惜沒戴口罩邊聊天邊做飲料，如果戴口罩真的很滿分加購的晚餐-主食不錯吃，但菜是冷的，湯是溫的，飯表面是硬的，天ㄟ加油喔！,5,2,2024/04/07,,67,1,1
MOMO姊姊人超好 很好相處 也會一直跟我們聊天 人超親切,5,2,2022/05/07,,68,1,1
溪流森林草地，天然的環境很舒服，夏日玩水很涼爽。工作人員親切熱心，有服務的熱忱，很開心的端午假期。,5,2,2023/07/08,,69,1,1
超美的，帳篷乾淨、舒適，值得在回訪整個被山包圍著的感覺，來這遠離城市的塵囂浴室乾淨，有聽過沐浴與洗髮招待親切整體就很棒超棒路況較小，注意安全,5,2,2021/05/08,,70,1,1
"11/16 更新....第三位家庭成員也接到詐騙電話了....我們家族的電話流來流去.....真的有再處理嗎 ?""沒想到去回來後我跟我家人的個資外洩給詐騙…..太慘的一次體驗吧。不管是哪個環節出了問題 , 你們都應該好好負責 . 我跟我的家人朋友們真的沒有信心再前往了.""以豪華露營來看 , 設備算齊全但是比較沒有度假的感覺....一行人皆不會再造訪.1. 附近居民似乎在跟園區抗爭 , 周圍都是抗議標語....有點怪怪2. 隔音不好可以理解 , 但是住起來感覺就要靠運氣.....剛好遇到晚上12點多還在大聲聊天的人 , 還有早上7 點就起來拍球的小朋友.....整個很克難...也很怕自己聲音吵到別人.....完全不像在度假.3. 晚餐 一個人700 算還可以接受 , 但是不懂為啥3歲多的小朋友還是要收700 , 一般飯店餐廳也有分小朋友價位....4. 帳篷浴室有點髒5. 不懂為何園區還要設立吸菸區 , 這個多小朋友在這....6. 溜滑梯不懂為何要做滾輪式的......",1,2,2022/05/07,,71,-1,1
舒服。第一次家庭式露營，來到左鎮這，讓爸媽省了很多麻煩，大小朋友都玩得很開心。,5,2,2020/05/26,,72,1,1
貼近自然，蟲蟲會飛進食物裡，環境很棒，每帳距離遠不會被其他人打擾,5,2,2023-11-10T10:31:27+08:00,,73,1,1
非常適合學齡前親子露營的地方一堆幼童玩具晚上還可以去看螢火蟲+射箭比賽,4,2,2023/05/08,,74,1,1
環境很舒服 衛浴非常整潔乾淨有驚豔到豪華露營適合每天都在上班偶爾想放鬆休息的好去處,5,2,2021-09-20T20:09:31+08:00,,75,1,1
帳篷總電源壞掉== 價格不便宜 絕對不會回訪,1,2,2023/05/07,,76,-1,1
很好的體驗，可以看到一個很親近大自然的自然地方。你可以騎自行車，你可以和小鴨子一起，餵魚，還有很多活動，我迫不及待地想回來住在那裡,4,2,2022/05/07,,77,1,1
工作人員很親切！晚餐好吃！下午茶希望也有鹹食選項,5,2,2024/01/08,,78,1,1
雖然天空不作美，但海、風景很漂亮。貓咪也很親人、可愛，會跟你撒嬌。房間也很大、漂亮！下次還會再來！,5,2,2024/01/08,,79,1,1
一切感受很普通平日價錢也不便宜停車場 引導 不太明確讓第一次來的遊客有點迷路再來是帳篷還有釘子還好是媽媽本人受傷隨同的小朋友沒受傷感受度不太好餐點沒有特別記憶點廁所太小了 連轉身都有問題白鷺靠馬路 晚上清晨蠻吵的平日入住 服務員也沒有特別告知帶小朋友可以改螃蟹區入住,1,2,2023/07/08,,80,-1,1
天氣好真的是很不錯的地方，可惜第一天到就下雨，沒得跑只能玩桌遊，載客的高爾夫球車好像只有一台，無論進房或退房，都需要花一點時間等待，早餐一間房只能一種飲料選擇。晚上房間外面的戶外桌燈光不夠，在外面吃飯很暗，去服務台借是否有露營燈，回覆是被借完了，但免強還有手電筒可以借。隔天天氣放晴，看著孩子在草地玩耍，接觸大自然，還是覺得這裡蠻不錯的！,4,2,2023/05/06,,81,1,1
裡面有好多設施可以玩，露營車很乾淨豪華，晚餐很豐盛還有烤雞吃， 服務人員耐心客氣。,5,2,2023/05/07,,82,1,1
老闆很nice 超級寵物友善還有小點心和貼心早餐，環境乾淨cp值超高，下次一定會再來，讚讚,5,2,2023-12-19T21:55:10+08:00,,83,1,1
露營車在湖景第一排，風景非常美，服務人員親切，餐點份量大又美味，推推,5,2,2023/11/07,,84,1,1
花旗木很美，但園區管理上有疏失，同行友人被園區飼養的狗咬傷，皮開肉綻但只包了幾百塊了事，狗狗雖然帶著防咬罩，竟然還是可以咬，要注意小孩。整體上衛浴營地廁所都沒什麼問題，但營區管理人員們不知道在兇什麼，少了營區的溫馨感,3,2,2024/04/08,,85,0,1
感受 清水那方服務人員 樂樂 態度良好 熱心 能讓我有再次造訪的念頭 謝謝,5,2,2023/05/07,,86,1,1
11/23一顆星評論被刪了！今年11/18跟11/21住了兩晚、一共付了69000住宿餐費店家卻沒有提供發票、跟店家要餐具說已經給你們一人一個碗了、後續沒下文、反應KTV不好唱、店家回覆：你可以不要唱就好！包區的帳篷地毯都是發霉、同行遊伴隔天臉都起紅疹了。奉勸各位要三思、不要花錢來找氣受！,1,2,2023/08/03,,87,-1,1
舒服放鬆下午來就有免費的甜點吃，在這訂了1500的烤肉牛肉都超好吃量蠻多的，我們3個女人吃不完環境超美,5,2,2023/05/08,,88,1,1
房間內廁所沼氣味道有夠濃，超臭～浴室沒熱水～水是溫的，越洗越冷房間價位很不值得,1,2,2022/05/08,,89,-1,1
住營外的公社，價格便宜， 房內感覺還不錯，雖然設備老舊但乾淨，可是睡一睡發現桌子都是螞蟻，早上變行李衣服都是，到處爬床上也有，蠻不舒服的，能克服小蟲子的可以來，我是不行,4,2,2024/01/09,,90,1,1
這次住兩晚都覺得很棒，位置要上清境農場非常方便，旁邊走路五分鐘又有便利商店、土雞城還有很棒的咖啡廳，下次一定還會再來！,5,2,2024-04-29T13:53:53+08:00,,91,1,1
地方很好老闆很帥，但鄰居很吵，本來以為露營是很美好的夢鄉，大錯特錯！！！遇到很開心的鄰居，還以為會吵到別人，結果他們吵到12點，很棒的一星體驗,1,2,2021/05/08,,92,-1,1
招待的下午茶普普，但晚餐有火鍋+燒烤，我覺得很棒！當月壽星有蛋糕和龍蝦。服務人員曉玲很親切，服務也很好,5,2,2023/05/07,,93,1,1
場地讚，經營者很有心，可自備帳篷也可以租搭好的，反應問題都迅速處理，不錯的經營團隊。,5,2,2020/05/08,,94,1,1
"這裡真的非常之漂亮,遠望整個尖石的山谷,甚至眼力好的話,再加上天氣好的話,可以看到新竹市還有世博台灣館等.晚上的星星也是美呆了.老闆人也很好.住的帳篷也是不錯,高腳帳裡有軟墊,不會睡得硬硬的.也有設木棧板,可以帶自己的帳篷去露營.廁所很多間而且非常之乾淨,洗澡熱水也很充足,很熱,衝力又大,洗起來非常之舒服.",5,2,2017/05/08,,95,1,1
兩天一夜供5餐，餐點不錯，但適合親子同遊，園區安排活動比較適合小朋友，整體而言價格偏貴，CP值不高。山上夏天午後容易下暴雨，可能會遇到突然沒水的狀況，這裡一定不會比飯店舒服，而且室外蚊蟲多，如果相同價錢想要有舒服享受，建議還是住飯店或民宿比較好！,2,2,2021/05/08,,96,-1,1
2024.3/16入住剛進蓬外環境髒到不行，好多粉塵進棚內好重的霉味，連洗澡沒熱水，要等很久才有，結果到晚上連睡覺都沒辦法睡，大家聊天很大聲的很大聲，放音樂的放音樂也很大聲，還有開車的開來開去，完全沒顧慮到晚上要睡覺的人，更扯以為這些聲音12點會結束，沒有，到現在清晨4：00還是很多人聊天，放音樂，整個晚上沒辦法入睡，也沒人管理，不知花錢來又受氣，打電話都沒人接，建議要來要爬文，真的不建議,1,2,2024/04/08,,97,-1,1
烤肉區進入晚上沒有燈具，要摸黑烤肉。進入房間塑膠霉味相當重。冷氣是黃昏牌，太陽一出就開始熱。浴室、廁所無拉門，在意的人要注意。窗簾幾乎脫落，無法拉緊。因為是帳篷的緣故，所以隔音相當差勁。結論，如果是想拍網美照的請三思。想露營的，應該有CP值更高的選擇。更：逛了其他人的評論發現業主似乎對大家的評論不是很滿意，甚至有說不要用一般民宿或鋼筋水泥的品質要求露營地，問題是你們價格不比一般民宿便宜耶！收取價格就要有讓人感到恰當的回饋性吧！,1,2,2023/05/07,,98,-1,1
願意再去第二次。不論是帳篷設施、提供的器具、衛浴設備都很棒！ 即使第一次去不熟悉路況，老闆都會耐心引導,5,2,2023/02/21,,99,1,1
很漂亮的地方～食物也超級超級好吃下次還會再來！！！,5,2,2023/09/08,,100,1,1
