content,rating,type,publishedDate,tokenization,sequence_num,status,origin
苗栗南庄麒麟山露營區優質的營地 整片綠地綠樹也是騎車環島旅行喜歡的營區之一浴廁內淋浴間怕水壓不穩貼心準備仿木水桶水瓢還有衣物掛鉤 隔水地墊 非常貼心浴廁保持的很乾淨但因園區廣大 過年連假期間露營人數多 使用量太大阿摩尼亞氣味較濃郁優質營地 除此之外無可挑剔麒麟山露營區營地佔地廣大一眼望去整片綠地滿滿的帳篷非常熱鬧還有兒童遊樂設施讓孩子們玩樂營主人很客氣親切面帶笑容看他騎機車跑全場帶位也很忙碌同為高雄人 來自鼓山 來苗栗養老營區很有露營的氛圍這天哪都不想去 只想待在營區放慢步調 感受露營的美好旁人看到我們騎車露營都豎起大拇指讚嘆的表情隔天出太陽終於 天氣放晴拿出濕透的毛巾 外套披在摩托車上 曬曬陽光收拾好行李整理好裝備 收拾好帳篷準備好就出發 前往南庄老街走走#機車露營#騎車環島#苗栗南庄#麒麟山營區#騎車環島露營#一起騎車去旅行#我的騎車旅行日記#騎車露營環島第六天#十天連假騎車露營環島#大手拉小手Vespa親子遊趣,5,1,2023/05/06,,60,1,1
浴室水壓夠大，有水桶。環境乾淨舒服 …,5,1,2023/05/06,,61,1,1
場地很大~但F區 真的不推。 為何加壓機在旁邊 還要規劃讓人搭帳篷？24小時沒停過 ~停了也一下下就馬上開始叫~ 根本讓人無法完全入眠阿~~~~,1,1,2023/05/06,,62,-1,1
初一造訪，環境清幽，晚上有點燈（很有氛圍，孩子們都很高興），營主和善。值得再訪！,5,1,2023/05/06,,63,1,1
初二造訪，環境清幽，晚上有點燈（很有氛圍，孩子們都很高興），營主和善。值得再訪！,5,1,2023/05/06,,64,1,1
12月初參加大團露，空間寬敞、整體環境乾淨、舒服。幾乎沒有蚊蟲。不會因為上百帳而導致浴廁塞車。另外，回程時發現保鮮袋遺落在營區，連繫營主後，熱心的營主立即協助尋找並寄回。,5,1,2023/05/06,,65,1,1
場地夠大適合大團露營但環境需加強雨棚區衛浴用電熱水不夠用需到別區洗澡冰箱少遠,4,1,2023/05/06,,66,1,1
12/17六，露營去。營地資訊大家都有分享。說些我自己在意的點。1、沒有飲水機。2、電力系統讚，當天寒流來，應該蠻多人會使用高耗電的電器，電力夠穩。3、有小蜜蜂叫賣，行動便利商店。4、營主很讚。超過10點之後，會去各個營區要求降低聲量。,5,1,2023/05/06,,67,1,1
環境優雅，營地有整理，山勢環抱。,4,1,2023/05/06,,68,1,1
很有氣氛的營地，大型活動或團體露營很適合！但無飲水機需自行帶水唷！,5,1,2023/05/06,,69,1,1
2022/2-第48露-氣候達人  搭在下方的碎石草地，所分配到的位子地不平且有水溝蓋凹洞，倒置在搭帳時不怎好搭。旁邊的大鐵皮雨棚，有點廢棄的感覺。若要選此營地搭帳，建議選上方的類森林系營位，比較沒有下方營位那樣的凌亂,3,1,2023/05/06,,71,0,1
空間寬敞場地乾淨環境舒適離市區近路況平坦營主親切,5,1,2023/05/06,,72,1,1
有規劃的營地，離南庄老街近，附近餐廳多用餐也挺方便，蚊蟲少，營地大，帳與帳之間寬鬆舒服，有遊樂區大草地給小朋友玩樂空間，浴廁空間大且乾淨，可惜水壓跟熱水較不穩，整體來說還不錯,4,1,2023/05/06,,73,1,1
帶妻小和朋友們來露營，環境很好，小孩玩得很愉快!度假的好地方~收假都不想回家了!旅伴家庭,5,1,2023/05/06,,74,1,1
路很好開低底盤也不怕，每棵樹上掛滿串燈很有feel，雨棚區6*7真的很大，沒有蚊子蒼蠅，衛浴設備很乾淨，營主人很nice,5,1,2023/05/06,,75,1,1
帳篷之間的間隔很大！這點真的非常推而且中間 樹上還有掛燈，非常有氣氛廁所乾淨大間！洗澡熱水也沒問題廁所那還有收納假、掛鉤可以放置物品覺得很貼心～ 袋子不會用到濕答答的女廁廁所的吹風機還是p牌的呢好用太貼心了（淋浴的部分：第一晚在左第三間洗到水壓比較小的，第二晚換到第一間水壓是正常的）冷凍庫、冰箱 都算大冰箱兩台 冷凍1台 蠻夠用的我們這次訂c區！,5,1,2023/05/06,,76,1,1
不錯的營地 超大空間 給他包區起來唯獨缺點 熱水冷熱不穩定 其餘都不錯,5,1,2023/05/06,,77,1,1
蠻不錯的營地，很多不同型態的營地這裡都有，衛浴水壓、水量及水溫都很穩定，有大片空曠可以跑，也有樹林遮蔭，很棒，來到這裡幾乎滿帳，露友們時間一到會自行降低音量，很不錯。我們抵達時還在雨中搭帳，碎石草地排水性不錯，沒有積水。,4,1,2023/05/06,,78,1,1
營區佔地大，有不同類型的營區，給營帳的草地、山坡地、雨棚，也有小屋，營車類型，適合不同玩法。這次夜衝經驗不錯，在山下就有7-11，我們晚餐就近那邊解決，順便補貨，晚上上山的路也很容易到達營區。營區晚上有燈飾裝置，這次住的是A區，樹木之間的距離，就區分一個帳篷，車子可以開入下貨方便，也能順便用車燈照著搭好帳篷。廁所浴室維護不錯，有廁紙、脫水機、吹風機等。女生浴室一間的空間頗大，有放置掛的收納及在地板收納櫃，所以盥洗用品或換洗衣物絕對夠放。水的冷熱度及強度還行，個人沒碰到忽冷忽熱的情況，經驗算良好。兒童戲水區及攀爬設施，這佔地不大，但小朋友們莫名可以玩一兩個小時，讓家長們暫時放鬆。水質不是泳池級別，加上小朋友們一進一出的自營區地前來，水池內難免會有沙。營地洗水槽及插頭數量夠用，沒碰到需要搶的情況，垃圾桶也夠用。冰箱有兩種，玻璃門式的跟冰櫃，A區有三個滿夠用的。營區前有個小橋，橋下有溪水，白天有些人會去抓蝦子螃蟹，就連晚上也有人戴頭燈下去看，算是種樂趣。南庄老街開8分鐘左右就到了，可以順便去買著名的桂花釀或客家菜，老街超多小吃，還有少見的桂花刨冰，口味特別值得ㄧ試。,4,1,2023/05/06,,79,1,1
"森林系美景漱洗衛浴乾淨洗水台也夠多,服務很好",5,1,2023/05/06,,80,1,1
營區很美腹地很大空間足夠，但由於收的帳數多導致廁所不足及髒亂，希望加強整理頻率及補充衛生紙，浴室也明顯不足倒數第二間沒熱水，水溫及水壓也都不穩定排水系統不好淹水，最不能接受的是直接在當地焚燒垃圾？可以這樣嗎？,1,1,2023/05/06,,81,-1,1
"夏日在樹下搭帳也很舒服,營區下午有統一販賣車會進入,買牛奶飲料很方便,營位間隔距離很好,不會太靠近,營內有兒童戲水池,也有溪水可以去玩,可以先詢問營主最近天氣,再去玩,會比較安全哦!但冷凍冰箱有點凍不太起來...要注意一下....這次秋天露,樹下比較多毛毛蟲,蟲蟲便便,收帳要清理一下,冰箱尚未改進,但營主親切很棒。",4,1,2023/05/06,,82,1,1
腹地很大，可以露營，住宿，有小朋友的遊戲區，下面有小溪流，可以玩水，有大草皮區可以辨活動。,5,1,2023/05/06,,83,1,1
場地佷大團露佳，1-3帳適合上層那區比較安靜。離南庄老街很近，衛浴乾淨可惜水壓不足，海拔不到300，夏天不建議來。,4,1,2023/05/06,,84,1,1
台灣大哥大在這裡沒有收訊＝＝除此之外都還不錯,3,1,2023/05/06,,85,0,1
營區很大很安靜，因為不是假日來露，享受一帳包區快感。,4,1,2023/05/06,,86,1,1
營區環境寬敞有小朋友戲水區，洗澡間與廁所明亮乾淨，唯一較弱的是洗澡水壓弱了些 ，值得再來。,4,1,2023/05/06,,87,1,1
小黑蚊很多，防蚊液要準備好！,4,1,2023/05/06,,88,1,1
上層區有大樹遮蔭夏天非常涼爽衛浴和廁所是分開的空間大，水量大露營車可達下午還有小蜜蜂到營區販賣飲料,5,1,2023/05/06,,89,1,1
無可挑剔的露營區，小小建議是否廁所能裝臺電扇因為真的很悶熱，夏天可以通風可以散熱，冬天可以不用開省電,5,1,2023/05/06,,90,1,1
超級大的營地，大大的草皮讓孩子充分消耗電力，還有步道山路可以認識大自然，完全無網路訊號，與世隔絕的生活，記得帶本書去充實自己喔，小缺點，人多難控制習慣，常聞到煙味竄出…,4,1,2023/05/06,,91,1,1
很棒的露營區新手的我們沒有購買條燈好險有場主熱心提供不然晚上摸黑煮菜了靠近溪流夏天消暑玩水環近好非常接近自然缺點是4點～5點就會有野鳥在外頭唱歌..睡眠時間可能要拉長,5,1,2023/05/06,,92,1,1
適合小朋友玩樂的露營區，這次在A區樹蔭下很舒服，離老街不遠買食方便，不想煮飯也可以.,5,1,2023/05/06,,93,1,1
很不錯的露營體驗，洗澡時的熱水也很足夠,5,1,2023/05/06,,95,1,1
乾淨，地形舒服，入山約十分鐘車程當天剛好有露營活動,4,1,2023/05/06,,96,1,1
去年還是 露營️菜鳥時最喜歡碎石露營區 …,5,1,2023/05/06,,97,1,1
營主有用心照顧場地，樹林區更是不錯，不過暴雨來時雖然是碎石地，它還是會發生積水不退的狀況，整體來說是不錯的營地，場地又大適合團露,4,1,2023/05/06,,98,1,1
太喜歡F區了～清晨的蟲鳴鳥叫真是太美好，這次去居然有野雞在營區穿梭，對於愛雞的我們來說真是太驚奇，登山步道看到可愛山羌和小猴子跑來跑去…..這區林木茂盛，一路睡到9點都不熱，下午大太陽時也不曬,5,1,2023/05/06,,99,1,1
優秀的營地，每一區都很舒適大推F區，樹木很密平日來露、包場很爽,5,1,2023/05/06,,100,1,1
都還可以啦但不是最好的,4,1,2023/05/06,,101,1,1
除了洗手台附近有小黑蚊，是值得再訪的地方,5,1,2023/05/06,,102,1,1
"這次露營因為天氣的不穩定加上疫情蔓延原本在寧靜區後來臨時改到雨棚區夜衝的我們真的是太完美了這次在雨棚區地大寬敞空間很舒適也有露天的空間可以烤肉營火,這也有民宿房間可供住宿. 廁所乾淨也有提供衛生紙營區生態多元少不了小黑蚊,所以防蚊液要帶蚊香更不能少.草皮區有燈泡加持夜晚好美多了些許的氛圍. 還有小孩玩的遊戲區和戲水區讓小小孩玩的不亦樂乎.更謝謝營主的熱情，也感謝前露友留下了一大堆的礦泉水真的是太感謝了整體是個很棒的營區",5,1,2023/05/06,,103,1,1
臨時決定的三天兩夜後來因為遇到很投緣的露友決定再加碼一天共四天三夜營主超Nice 有問題都能盡力協助幫忙，離南庒老街很近飲食補給很方便，還提供超大冰箱供使用，小孩超好放電的地方，唯一美中不足是洗澡水壓不夠啊！因為是清明連假去的超冷所以水壓不足時水都忽冷忽熱的希望能改善,5,1,2023/05/06,,104,1,1
非常大的空間，四個區域還有5間民宿和雨棚區。場地大，乾淨，有兒童遊戲區和大片大片的樹陰是優點，沒有豪華營區的條件，如果能接受，大推。不少主題露營都是在這進行的。,5,1,2023/05/06,,105,1,1
水不會忽冷忽熱 營位夠大,5,1,2022/05/06,,107,1,1
大營位 乾淨 交通便利,5,1,2022/05/06,,108,1,1
熱水24小時供應。晚上的氣芬更是不一樣。值得走一趟。,4,1,2022/05/06,,109,1,1
重新過上原始生活，自己搭帳，自己煮飯，漫步在山林之中，晚上還有成片的螢火蟲，超級棒的露營體驗！,5,1,2022/05/06,,110,1,1
爛爆！假日人多洗澡沒熱水可以體諒可以等！通知老闆後 說什麼沒瓦斯說換了瓦斯叫人家重開水衣服脫光 沐浴乳在身上 山上那麼冷！站在那邊等了有20分鐘！還是沒熱水？？？ 我就想問！瓦斯換去哪裡？？誇張！不會再來了！,1,1,2022/05/06,,111,-1,1
用心規劃的露營區，廁所水壓尚可（我是沒很多人去洗）還是習慣先放一桶熱水。我們在清境區，小孩有空間可以玩。圖片不是我家的帳篷，是露友的。感覺要這種美式帳篷搭在那區才有美感。（個人感覺）,4,1,2022/05/06,,112,1,1
《到此一遊》場地️高低 區域中等大小 非常適合親子同樂我基本就是四星起跳開心的是 有古早味冰棒車+瑞穗車車來喔沒拍啥風景照自己評估,4,1,2022/05/06,,114,1,1
場地的，但有大蛇，有點怕怕,4,1,2022/05/06,,115,1,1
很大的露營區很多設施（溜滑梯 沙區 攀岩 房車等）給小朋友放電車好停又舒服老闆很nice  這麼棒的露營區還不預約嗎！！！,5,1,2022/05/06,,116,1,1
場地很大之外廁所不僅大間 熱水也休呼呼晚上很美 每個區域樹上都有小燈泡大推推大家來這裡露營️,5,1,2022/05/06,,117,1,1
老闆很讚環境很乾淨可自行搭帳篷、5件客房、4車露營車,5,1,2022/05/06,,118,1,1
營主很親切～營位空間大～衛浴空間乾淨～超棒的～ …,5,1,2022/05/06,,119,1,1
到此露營️幾次、非常放鬆、是全家與朋友露營的好地方！,5,1,2022/05/06,,120,1,1
營主人親切又和善，營區環境優美接近大自然，值得再訪的好地方 …,5,1,2022/05/06,,121,1,1
帳太多廁所髒連洗兩天冷水早洗晚洗都一樣沒熱水非常不推薦,2,1,2022/05/06,,125,-1,1
整體空間都還不錯但營位的安排比較沒那麼優洗澡水溫度不是太熱就是太冷其他還算不錯空氣品質好 很舒適,4,1,2022/05/06,,126,1,1
真是惡夢啊！初三到初五連續三天都踩著爛泥渡過，真是苦不堪言啊！上個廁所路途也沒路燈ㄧ路上踩著爛泥去又踩著爛泥回帳篷，排水系統不完善雨也沒下的很大地上還可看見飄飄河，又ㄧ直跳電，熱水又不熱，難以忘懷的露營區啊！,1,1,2022/05/06,,127,-1,1
場地大，很有空間可以玩，後面有登山步道可爬山，前面有小溪夏天可玩水，唯一美中不足的是洗澡多人洗時會忽冷忽熱，要放水盆自己爻水,4,1,2022/05/06,,128,1,1
很棒的營區，值得再訪。,5,1,2022/05/06,,129,1,1
感謝營主親力親為的協助，從訂位開始造成很多營主困擾，但營主都盡力協助帳位也是給好給滿，現在真的很少露營區願意給大營位了！網路上說水壓不穩、廁所髒亂，但真的沒有這回事，水壓洗了兩個晚上都很溫暖，廁所的髒亂真的取決於露友的公德心，衛生紙營主也有貼心附上營主說因為連日大雨，營位泥土泥濘，趕在週五夜衝前鋪好新石頭營位給大家、也特別訂製國外的夜晚的樹燈，讓大家有個美好的露營回憶好營地 能不推嗎！路也好開方便，再次感謝營主,5,1,2022/05/06,,130,1,1
廁所跟洗澡在同一個空間，洗澡還要邊聞大便味，洗手槽也是嚴重不足，,2,1,2022/05/06,,131,-1,1
謝謝麒麟山營區老闆 ，讓我們過年初三到初五三天兩夜能有個溫馨愉快的露營體驗，免受淋雨收濕帳的厭世感！整體營區寬廣 有多區可選擇（推薦神秘區，很有森林風）！電力穩定 夜間安靜不吵鬧  衛浴乾淨整潔   下次有機會 一定會再來！,5,1,2022/05/06,,132,1,1
"房間不是很乾淨,但春節價格可以",2,1,2022/05/06,,133,-1,1
很大的營區，離老街進可以買外食不用煮，很方便！但熱水的水壓明顯不足，有準備水桶接熱水,5,1,2022/05/06,,134,1,1
超級棒的露營區！營主人超級好。有什麼問題都會馬上解決環境超棒！浴室也超級棒（有乾濕分離）交通也好放便期待下次再來露營,5,1,2022/05/06,,135,1,1
覺得規劃不好，容易跳電，衛浴打掃不是很乾淨，但場地很大,3,1,2022/05/06,,136,0,1
夠糞，第一天洗冷水，第二天整個跳電，營主賺很多喔,1,1,2022/05/06,,137,-1,1
好優美的環境木瓜甜麵包好吃農產品都站無毒安心品嚐值得來的好地方,5,1,2022/05/06,,138,1,1
整體上還行，熱水有些不穩定,4,1,2022/05/06,,141,1,1
每個營位都超級大～空間很夠！但廁所的熱水真的超級～不穩不是燙死就是冷死（水很熱）但真的會燙傷個人覺得 廁所不乾淨可能太多人了！廁所好像都臭臭的～遊樂場有溜滑梯 攀岩 沙坑不過好像也沒在維護就是還可以玩 不過到處都是沙子空間很大 小孩可以跑來跑去營主人很好～離老街很近,4,1,2022/05/06,,142,1,1
露營地有堆疊多層地，營區乾淨，服務親切，有沙坑溜滑梯。回訪率90%,5,1,2022/05/06,,143,1,1
路況好開，又有大樹遮蔭營區維持很乾淨離老街也不遠,5,1,2022/05/06,,144,1,1
腹地廣大，舒適，小朋友活動空間大,5,1,2022/05/06,,145,1,1
大草皮區   狂奔的好區上層樹林區  安靜 氣氛百分百衛浴設備乾淨,4,1,2022/05/06,,146,1,1
剛好避開假日時段拜訪，又剛好是晴天，環境非常舒適,5,1,2022/05/06,,147,1,1
超大寬廣的營區，晚上有電燈點綴很漂亮,5,1,2022/05/06,,148,1,1
來客數如果管理的再好一些就更好了,4,1,2022/05/06,,149,1,1
兩天一夜，小朋友都在草皮上度過，營區可看到猴子，也可就近下到小溪邊玩水，很不錯的生態營區，可惜營區內沒有飲水機，要自己提水進去,4,1,2022/05/06,,150,1,1
營主人很好很親切，營地很寬廣，視野很好，而且整理得很乾淨、衛浴設備也很不錯,5,1,2022/05/06,,151,1,1
營區大很乾淨上晚上有燈泡裝飾看得出營主的用心廁所乾淨但洗澡的熱水需要洗的很有技術有冰箱有冰櫃網路都收的到孩童有沙坑有兒童戲水區攀岩非常不錯的營地,4,1,2022/05/06,,152,1,1
神秘D碎石區，有超高又大的樹林遮陽，營位超級寬大，車還可停帳旁。營區門口處有小路可通往去乾淨清涼的溪流玩水，沒有小黑蚊和蒼蠅，值得回露~,5,1,2022/05/06,,153,1,1
原先預定百帳很擔心帳距會太靠近！夜衝一到現場聽到營主說：我們只有營位大而已！真的超大耶、訂了四帳、大概有五帳的空間！而且也不是只有帳大！孩子張開眼睛、每天立馬去溜滑梯滑水道報到然後下午茶還要加上去溪邊泡泡溪水！昆蟲蠻多的、因為有樹蔭擋著一些地方蠻涼的！廁所也算乾淨！就廁所前方的積水我覺得可以改善一下一定會更棒,4,1,2022/05/06,,154,1,1
老闆人很好，非常貼心，交通方便，離市區很近。如果是要家庭聚會露營的話，這裡很適合，我會推薦這裡。但假日人真的很多，廁所會不夠用。如果是要欣賞風景，這裡不會滿足你的需求，也因海拔比較低，所以會比較熱。,3,1,2022/05/06,,155,0,1
營區乾淨，腹地廣大，有樹林的區域很涼爽，可二訪的營地！ …,5,1,2022/05/06,,157,1,1
