content,rating,type,status,sequence_num,tokenization,publishedDate,origin
晚餐食材新鮮，帳篷乾淨，懶人沙發非常舒適，冰箱擺滿下午茶及黑麥汁，但冰箱可能太小，放那麼多東西結果不夠冷。提前電訪及入住時協助搬運行李非常貼心，入住說明及營區內工作人員也很親切。可惜早餐西式食材可能是昨晚剩菜，缺乏驚喜感，且未提供紅醬或青醬選擇。另外，連日午後雷雨加上強烈陽光可能導致帳篷內潮濕，若能提供除濕機或設施將更好，否則開冷氣除濕太冷了。此外，參加期待已久的手工活動發現是手拉胚，令人困惑的是營區有坡度和離大馬路距離遠，卻要遊客曬著太陽步行前往（下坡還好，回程上坡囧），到達現場才得知作品依床數計算價格且價格並未因人數減少而調整，為何不能在櫃檯詢問旅客是否參加手工活動時先告知呢？以13750元收取三人價格考量，還有改進的空間。晚餐時噴防蚊液仍有許多蚊蟲，或許可以建議旅客攜帶蚊香或提供使用，將使用餐過程更愉快。另外在熄燈前停車場已無照明（或未完全安裝完成），雨後營區可能有蛇出沒及旅客易滑倒的危險。圖片顯示餐具有晚餐燒烤夾和早餐湯匙，上面都留有未清洗的食物殘渣。,2,2,-1,1008,,2023/5/7,0
我想請問，我們之前在官網預定了7月初的房間，但因行程改變，於5/30立即取消訂單。然而直到今天6/17都還未收到退款，希望你們能盡快處理。收全額預訂但取消後退款速度緩慢，作為六星級營區，應該有五星級的處理方式才對。感謝您的回覆，但退款流程應改進。希望未來客人不會遇到相同情況。,1,2,-1,1013,,2023/5/7,0
"對於這價格來說，我覺得不值得：

1. 預訂時感覺很抢手，總說只剩下一間了，但去時入住率不到一半。
2. 房間裡只有一盞吊燈，晚上活動不方便。
3. 床不太舒適，尤其雙人床，兩個人睡會互相受影響。
4. 晚餐有燒烤和火鍋，但沙拉不新鮮，熟食烹調不太好，且份量太多。我認為應該讓客人自行選擇並控制份量。食材應該保持新鮮，山區容易有蒼蠅蚊蟲，食材應該保存良好，不要引來蒼蠅。燒烤感覺有時間壓力。
5. 早餐選擇少且品質一般，麵包機壞了，鬆餅像大蒜麵包硬，咖啡淡。總之，這價位的配置和體驗不匹配，服務、衛生、環境不符價格。而且很多評價可能有一定的灌水成份，不該完全相信。",2,2,-1,1029,,2023-05-07T23:16:57+08:00,0
我認為這個價位搭配這種服務內容和計劃的性價比很低，不值得推薦。,2,2,-1,1044,,2022-08-15T11:18:07+08:00,0
環境本來很好，包括餐點和套裝內容都很出色，可惜新開幕的緣故，工作人員的素質很差。我們入住當天由園方開著高爾夫球車幫忙運送行李到帳篷門口，不料行李被誤綁其他客人的零食，我們還以為是園區送的，因為內容都是雙人份，所以就吃了一些。後來，工作人員來告知行李被放錯。我們立刻道歉，以為是送的下午茶點。但小姐的態度很惡劣，說不可能會有免費提供的事情。後來離開時也沒收到入住送的紅酒，還得回去拿。離開後半小時打來說晚餐加購的海鮮款項未結，雖然我們當初辦理退房時被告知一切完成，卻被催款。請他們提供明細以便轉帳，但至今未收到任何信息，只給了帳號，離開兩天後說沒有收到款項就要報警，讓人感到非常無奈。,1,2,-1,1093,,2022/12/11 23:59,0
我用klook訂了房間，但當我到達營區時被告知訂房失敗了。只好折返回家，感到困擾。,1,2,-1,1094,,2022/7/1 19:17,0
設施裝備硬體部分表現不錯，但食材是其中的瑕疵，因此減分不少。想找到好吃的香腸、真實的干貝、新鮮的花枝丸、火鍋食材等卻困難，建議自行準備。即使提供這種食材的價錢是如此的吸引人，但卻毫不用心，省力省錢，令人大失所望。,2,2,-1,1128,,2024/4/7,0
這個帳篷有發霉和破洞，因為下雨滲水。包包和衣服都被弄濕了，用一萬七左右的價格真的不推薦。,2,2,-1,1145,,2024/2/7,0
充氣床一翻身就會發出很吵的聲音,1,2,-1,1158,,2023/12/7,0
這個地方非常糟糕。原本11點退房，卻在前晚告訴我改成10點退房，房間裡沒有燈，走路都看不到，椅子很舊，帳篷裡還有蟑螂，床墊也不夠好。實在很難給予任何評價，我也很不想評分。,1,2,-1,1170,,2023/11/7,0
這家餐廳價格較高，但環境舒適。枕頭和棉被可能有些潮濕發臭的問題，食材的品質和份量則還有改善的空間。,1,2,-1,1172,,2023/10/7,0
房間沒有先確認完畢，充氣床沒氣人進進出出感覺不太好。營位的垃圾很臭，反映了兩次工作人員才來處理。最要緊的是，晚上十點被告知不能使用藍牙喇叭，音量需降低。第一次反應有稍微調低，但第二次反映時音量仍然不變。第三次抱怨只讓音量安靜了十分鐘，入睡被吵醒。服務人員說可以換更安靜的地方，但實際卻是到最遠的地方，聲音依然很明顯。這次會開始相信評論的力量，收費比其他地方高，卻得到這樣的經驗。食材的味道因人而異，只能給予兩顆星評價，其中包括接電話的迅速及廁所的清潔程度。,2,2,-1,1174,,2023/10/7,0
我們當初訂房時已經要求要加冷氣了，你們說可以到現場再租。但到了現場後卻告訴我們冷氣已經租完。為什麼一開始不告訴我們冷氣要先搶先贏呢？看起來你們是想隱瞞冷氣數量有限的事實，這讓人感到很不滿。,1,2,-1,1178,,2023/9/7,0
這位訪客一次要價100011，如果我要趕走他(訪客)，他又不會住宿也不會在這裡洗澡，對方要價1000，這樣有些太貴了吧。,1,2,-1,1272,,2023/7/7,0
房間旁邊是一個池塘，晚上青蛙一直叫得嚇人，完全無法入睡。這裡的冷氣要額外付費才能使用，宣稱提供豪華奢華露營體驗，但雙人房的空間狹小到放置物品後便難以行動。整體來說，價格與品質並不相符，性價比很低。晚餐份量稀少，肉質也令人失望。若晚上超過18:00，無法點麥當勞作為替代，而且寵物需額外付$1000，價格真的偏高。如我們這樣習慣懶人露營的人來說，這地方真的讓人眼界大開。,1,2,-1,1277,,2023/5/7,0
這個住宿價格昂貴，但提供的食材量不足，並且只有平底鍋，沒有烤肉架或醬油，需要自行購買。油、鹽和烤肉醬也不夠，並非輕奢露營體驗。所有用具都要自行清潔，需要自行攜帶毛巾，24小時熱水供應未如實描述，許多場所並無熱水。床為氣墊床，難以睡眠，床面傾斜且充氣不充分。工作人員缺乏主動性，未提供空拍機能或電風扇等。整體體驗如同受熱醒來，像是置身蒸桑拿中。,1,2,-1,1281,,2023/5/7,0
這個露營營地以奢華豪華為主打，但品質與價格並不相符，性價比很差。讓我們這些常常選擇懶人露營的人感到很驚訝。,1,2,-1,1287,,2023/5/7,0
前兩個晚上的天氣非常寒冷，睡在氣墊床上完全無法保暖，整晚都冷得無法入眠。給予浴室水壓強勁的一顆星！但當洗澡洗到一半時，突然變成冷水，這樣的天氣要整誰呢？給予晚餐自己煮另一顆星OK，但那片吐司啊…又硬又乾…可以請製造商多注意一下嗎？園區上有幾百人，卻只有一台飲水機/現在露營場所都提供一泊二食了…還要自己花錢買早餐…希望能夠再改進。,2,2,-1,1288,,2023/5/7,0
這家餐廳的價格有點高，烤肉的肉質也不怎麼好。差一點摔倒。他們是不是賺太多了？櫃台常常冷冷清清的。,1,2,-1,1290,,2023/5/7,0
碗需要自行清洗，燈具需要自行收起來，只差沒有清潔廁所，價格已經很高了，東西需要自行整理，晚餐肉菜不多，十多個人只有一小籃而已，老闆捨不得讓遊客吃太多，護草網也沒有固定好，年輕人都會跌倒，更別說是老年人了，全家人幾乎都絆倒過，連我的阿嬤也摔了造成擦傷並撞到頭，需要加強安全措施！,1,2,-1,1291,,2023/5/7,0
在靠近帳篷的地方睡覺的人要小心了！只要隔壁的帳篷裡還有人在說話，就算帶耳塞也一定會聽得到。即使官網照片就顯示出來這個情況，但想著這個營區好像強調晚上十點後要保持安靜，應該不會有問題。實際測試後，發現凌晨一點仍有人在外面大聲尖叫。中途嘗試打電話給營區管理員韓哥協調，成功勸阻了隔壁帳篷播放音樂的情況，但卻控制不了其他帳篷裡的瘋狂尖叫聲。因為這裡大多是年輕人，都精力充沛。一名至凌晨三點仍未入睡的旅客分享。,2,2,-1,1294,,2023/5/7,0
在現場整潔的環境下，唯一的不足是入住人數不同時，應提前說明價格可能會有變動，而不應該在當天才告知。另外，我帶了自己的食物和棉被，因為我的小孩只有六歲，不會使用到民宿提供的食材和棉被，但還是被要求支付了2000元的費用。付費本身沒問題，但應該按照成人的收費標準，這樣才合理。此外，冰箱是公用的，食物並沒有放在一起，離開後房東打雂說拿錯食材（但前一晚還有剩很多）。朋友又趕回去處理，讓整個出遊心情大受影響！,2,2,-1,1316,,2023/5/7,0
糟透了因為停電兩次超過一個小時，還沒有備用電池除了要求很多次拿蘋果燈，結果卻發現廁所有沒有後備電池，然後又被告知正在充電的手機也因停電而沒電！豪華露營變得一團混亂。,1,2,-1,1325,,2023/5/7,0
7月份去那裡真的會感覺很熱，如果沒有冷氣的話自己租其實也沒有用==不過他們的服務態度很好，而且廁所也算乾淨。晚上提供的食物種類很多，但是醬料不是很豐富，我認為性價比並不高，應該有更好的選擇。,2,2,-1,1326,,2023/5/7,0
訂單已全額刷卡並扣款7000多元後，收到通知當天因草皮維修取消訂單，需等待系統退款，這不僅影響後續行程，讓人感到遺憾。,2,2,-1,1372,,2023/5/7,0
