content,rating,type,publishedDate,tokenization,status,origin
好地方，設施好，是我見過的第一個能正確分類垃圾的露營地。乾淨的淋浴和廁所、飲水機、使用冰箱和冷凍庫。平台有樹木遮蔭，遮蔭效果很好。我們很幸運能夠獨自到達那裡！,4,1,2021/05/06,,1,1
環境優美且離海灘近，但蚊子超多且腹地有點小,3,1,2021/05/06,,0,1
最值得誇獎的大概就是洗澡水壓很強，然後小黑蚊真的真的太多了！,4,1,2021/05/06,,1,1
很喜歡這裡的露營空間，場地設備都很乾淨，下次一定會再來訪的。也謝謝老闆的招待。,5,1,2021/05/06,,1,1
地理位置很方便，開車兩分鍾內就有7-11，雖然沒有水池，但營主很用心的買了很多親子遊樂用品提供露客借用。,5,1,2021/05/06,,1,1
我們在這個露營地度過了愉快的經歷。氣氛非常熱烈和誘人。該設施庫存充足。我們一定會再住在這裡。業主非常令人愉快和友好。,5,1,2021/05/06,,1,1
贊,5,1,2020/05/06,,1,1
綠綠的草皮，用心經營的營主，人好環境好，距離曼波新城海灘很近，喜歡在觀星檯發呆，推薦露營的好地方！,5,1,2020/05/06,,1,1
地方好老闆好環境好,5,1,2020/05/06,,1,1
營主親切溫和，場地小巧溫馨，邊洗碗邊欣賞鳥兒飛舞，是個不錯的營區。比較可惜的是有小黑蚊。,4,1,2020/05/06,,1,1
充滿鳥鳴花香地營地，帳數不多，但四周所種的樹木和養護的草皮，真的很棒！旁邊緊鄰漫波海灘，不時傳來海浪聲。雲主人相當客氣，設想周到，不失為一個好營地！,5,1,2020/05/06,,1,1
很完美的草皮，還有兩個超級大棧板，夜深人靜可以聽到海浪聲，小年夜當天晚上洗澡洗一半停水，營主馬上去買新抽水馬達更換，兩小時後解決問題，浴室有提供沐浴洗髮精，一到營區有小黑蚊（鋏蠓）大軍迎賓，沒有衣服遮蔽處無ㄧ倖免被親吻，建議下車前先使用長效防蚊液，營區離太魯閣國家公園很近,5,1,2020/05/06,,1,1
老闆待客非常（大心）讓旅客有感動 …,5,1,2020/05/06,,1,1
老闆很好～晚到的時候還很親切的等我們～給我們協助，海邊風景很美～,5,1,2020/05/06,,1,1
方便，乾淨，但離台九線很近，易有車聲吵雜,4,1,2020/05/06,,1,1
離海灘近,4,1,2020/05/06,,1,1
很漂亮,5,1,2020/05/06,,1,1
小而美的營區，麻雀雖小五臟俱全，而且老闆很親切，如果車子能停帳邊，或者近一些那就更完美了,4,1,2020/05/06,,1,1
令人放鬆自在～老闆及老闆娘很熱心且親切！,5,1,2020/05/06,,1,1
環境乾淨，離海灘近，露營設備完善,5,1,2020/05/06,,1,1
臨時起意的露營，無意中發現小而美的營地草地養護得很好很厚實老闆和小老闆很親切大棧板可搭迪卡儂4.1還有很多餘裕走路約10分可到秘境海灘浴廁非常乾淨，提供沐浴洗髮用品和吹風機也有帳篷天幕等裝備可租用小孩玩的地方只有沙坑但營本部有球和弓箭可以借美中不足的是蚊子有點多但幫小孩確實塗抹防蚊液後並沒有被叮咬蒼蠅也有點多，可能這部分還需要改善,5,1,2020/05/06,,1,1
很棒的地方！業主樂於助人、樂於助人、友善且勤奮。幫助我們的那位女士非常友善。這個地方很乾淨，維護得很好，有足夠的空間來紮營。可通往便利商店，距離市場/雜貨店僅幾分鐘路程。期待再次在這裡露營。  …,5,1,2020/05/06,,1,1
麻雀雖小五臟俱全的小營地，在景觀台可以看到臨海的日出或銀河；親切且服務週道的老營主，希望下次能包場並參加在地特色旅遊。,5,1,2020/05/06,,1,1
營主親切、環境優美、一望無際的星空，適合帶孩子來遊玩！！！,5,1,2020/05/06,,1,1
讚推推推 …,5,1,2020/05/06,,1,1
露營區草地平整，但小黑蚊非常多,3,1,2020/05/06,,0,1
環境清幽，往北有國家公園往南近市區，離美麗大海十分近，營區位置極佳，偶爾連假可以碰運氣看營區放煙火。 …,5,1,2020/05/06,,1,1
非常好的地方，值得在體驗一次喔！,5,1,2020/05/06,,1,1
小黑蚊多到驚人，根本無法在帳篷外活動，二天一夜全家被叮咬的總數應該有破千了。沒有風景，另外兒童設施除了沙坑就沒了，基本帶小孩的話上不推薦。,1,1,2019/05/06,,-1,1
適合露營，服務很棒,5,1,2019/05/06,,1,1
風景優美的好地方！,5,1,2019/05/06,,1,1
新城的好露營區,4,1,2019/05/06,,1,1
營地很棒,5,1,2019/05/06,,1,1
非常舒適的露營區，從大馬路開進小路一下子就到了不難找，營地寬闊可以看到一側山脈，風景優美、視野好，盥洗乾淨空間不擠。老闆跟老闆兒子很親切幫我們代收包裹，還給我們在紮營時很多幫助。不遠處就有海灘跟711，遠離塵囂的好地方,5,1,2019/05/06,,1,1
優點：大草皮，景色美好，衛浴乾淨，營主好，有帳篷出租服務缺點：小黑蚊太多，一家五口全部變紅豆冰。，衛浴排水不良，營地坑洞很多下雨會積水。,3,1,2019/05/06,,0,1
衛浴乾淨，而且有洗髮乳跟沐浴乳，營區也有飲水機跟脫水機，冰箱等一應具全。唯一的缺點就是有小黑蚊，不過白天外出晚上回營區小黑蚊就下班了，影響也就沒那麼嚴重了。,4,1,2019/05/06,,1,1
位於花蓮新城地區一處由農田植草的露營區，賣點不多，距離花蓮景點近，當作一個住宿露營地點來說，算不錯的場地。下雨排水不佳，部分地區積水淹水。搭棧板上可避免此問題。但671等大帳不宜。有小黑蚊，嚴重扣分。,2,1,2019/05/06,,-1,1
老闆超級友善 …,5,1,2019/05/06,,1,1
很漂亮，老闆人很好，浴室跟廁所也都很漂亮,5,1,2019/05/06,,1,1
這個地方漂亮又乾淨，但是對於露營來說非常昂貴：700 TWD，而且沒有屋頂，以防下雨。對於這個價格，我們的期望要高得多。,3,1,2019/05/06,,0,1
超級nice 的老板 …,5,1,2019/05/06,,1,1
蚊子大軍早晚無休，離私密海灘近,4,1,2019/05/06,,1,1
"老闆超nice, 而且什麼都不用準備就能來露營️！",5,1,2019/05/06,,1,1
老闆人太好了，協助我們駕帳篷還有幫我們拆卸營地很舒服，想要再來～,5,1,2019/05/06,,1,1
很讚露營區！,5,1,2019/05/06,,1,1
設備好但.......有小黑蚊,4,1,2019/05/06,,1,1
不錯的營地，便宜外衛浴還供用品，第一次看到浴室有防水盒可放置眼鏡等小物太貼心了。不過男生浴室置物架有點高小人使用較為不易。,5,1,2019/05/06,,1,1
老闆夫妻真是熱情，還會幫忙我們搭帳，累了還有桑椹牛奶可以喝，怕我女兒熱到還去買了工業風扇給我們吹，真是佛心來了！,5,1,2019/05/06,,1,1
氣氛四面環山，搭帳篷費用800泰銖，有溫水，乾淨的浴室。,4,1,2019/05/06,,1,1
這裡有漂亮的大草地和比七星潭美麗幽靜的鵝卵石海灘，難得的是一切入目所及的事物，包含鐵黑色的貨櫃屋營本部、營區的手推車、木柵圍籬以及大門、衛浴設備等等，全都非常順眼不突兀，是少見的具備整體風格的露營區。營主人也很好，提供了非常多露營可能會忘記帶的東西供租借，服務周到，值得推薦！,5,1,2019/05/06,,1,1
來這放空，超清爽老闆老闆娘都好客,5,1,2019/05/06,,1,1
一流的設施、位置和服務。草段600nt，小平台700nt，大平台800nt。如果需要，可提供電力。有洗髮精和沐浴露的熱水淋浴，還有坐式和蹲式廁所+吹風機！淋浴區內有一個高架子可以存放衣服，還有一個小櫃子。他們有飲用水供您隨意使用。他們還有水槽供您清潔。很棒的地方！我們住在一塊夠大的草地上，可以容納兩個小帳篷。警告一句：做好準備，應付蚊子/白蛉－如果你不做好準備，它們就會來抓你！另外──可能只適合那些住在草地上的人；你的帳篷上會出現很多小蝸牛（這並不是什麼大麻煩——只需在你消失之前把它們彈掉即可）。總而言之，這是一個史詩般的露營地 - 有一個偉大的主人！強烈推薦。,5,1,2018/05/06,,1,1
年輕老闆人很好，缺東西都會貼心提供場地只容納大概１０帳左右，偏小的地方，但彼此帳距不會太近，離海邊真的很近，走路５分鐘可以到，無人海灘很棒 …,4,1,2018/05/06,,1,1
場所美 廁所乾淨 氣氛很好 情侶朋友親子都很適合 老闆也很親切 還送自製桑椹牛奶,5,1,2018/05/06,,1,1
小而美的營區，營主人很好，非常熱情距離海邊非常近，大推，比七星潭好看好玩多了滿帳時衛浴設備稍嫌不足，停車場空間亦不夠，但瑕不掩瑜,5,1,2018/05/06,,1,1
我非常喜歡這裡的設施，像是浴室、沒有石頭的土壤、露營平台、隔間佈置。他們在浴缸裡提供洗髮精和沐浴露，這非常有幫助。有一件事值得抱怨，那就是所謂的黑蚊子。這真的很煩。,5,1,2018/05/06,,1,1
很悠閒、距離7-11也很近、離海邊祕境也很近,4,1,2018/05/06,,1,1
老板夫妻nice  、草地好  、浴室洗手間讚  價格親民 、cp 值高，來花蓮會再來。,5,1,2018/05/06,,1,1
這裡很不錯，風景好拍，拍照很好看，我很喜歡，從這裡出去左轉100m附近有7-11,5,1,2018/05/06,,1,1
環境乾淨，老闆親切好溝通,4,1,2018/05/06,,1,1
超完美營地，五星級的衛浴，超想多住一晚老闆人很nice,5,1,2018/05/06,,1,1
老闆很親切，環境很乾淨，缺點是晚上大車經過有點吵,5,1,2018/05/06,,1,1
老闆很nice 設備都蠻新穎的 公共浴室也很乾淨 離海邊也很近 有機會會在去的 …,5,1,2018/05/06,,1,1
環境很舒適，乾淨，草地也顧的很好。老闆很客氣又很好客，也很健談，真棒。下次還會在去的。推薦這裡露營區，讚噢。,5,1,2018/05/06,,1,1
新營地，老闆夫妻人很好相處，營地方正草皮顧的超漂亮，浴廁水量粉大粉舒服，還提供洗髮與沐浴乳，有吹風機，脫水機，冰箱冰櫃，差一台飲水機就太完美了，營地費用也很平實喔………請自行洽營地主人,5,1,2018/05/06,,1,1
離海好近，營地設施和服務都很優,5,1,2018/05/06,,1,1
有大小棧板可選擇，也有草地可以使用。但排水效果不是很好，雨太大的情況會積水（應該是區塊的問題）草地培植的很漂亮，小棧板可放下6-8人帳四周是農地或者果園，也許是積水很多未處理，大蚊子以及小黑蚊有點多....記得攜帶電蚊拍以及防蚊用品。業主人很客氣，也提供個人物品以及登山經驗分享，建議可以多在園區內周圍栽種些驅蚊植物以及改善排水問題。,4,1,2018/05/06,,1,1
新的露營場地,5,1,2017/05/06,,1,1
營主人很好。地理位置方便，附近有7-11和全家，國慶連假幾乎滿帳，雖然浴室沒有很多間，但連住二晚都沒有遇到需要排隊，有機會的話會想在去，營本部有冰箱冷藏，冷凍區和飲水機，很方便。感謝營主,5,1,2023/10/10,,1,1
小而美的營區，端午假期在這邊度過非常美好的時間。。我們定了兩個小木棧板區，樹蔭非常茂盛，基本上搭在樹下阻擋了很大一部分的陽光。營區難免有小黑蚊（花東特產），但營主提供了免費的艾草蚊香，非常有效，點在帳篷附近，可以有效驅趕小黑蚊。營主很熱心，衛浴設施也非常好。也提供小孩子玩耍的射箭設施，大人小孩都過的很開心。走路可以到海邊海岸線，附近也有便利商店，十分便利。,5,1,2023/06/26,,1,1
"小而美的營地。市區就在附近,採買方便,草皮維護得很好,熱水很熱,有免費的蚊香;",5,1,2023/04/06,,1,1
很乾淨 優雅的一個營區,4,1,2022/11/22,,1,1
熱水很熱，有免費的蚊香可以用~,5,1,2022/09/26,,1,1
老闆很親切，小黑蚊多了些,4,1,2022/07/17,,1,1
離曼波海灘很近，可以坐在營區的露臺，真的會很Chill.,5,1,2022/06/15,,1,1
營地很不錯，草地翠綠樹蔭遮天，附近很多知名旅遊景點，且採購也非常便利，值得推薦的露營區!,5,1,2022/05/02,,1,1
小小營區 沒有遊樂設施適合朋友們休閒放鬆聊天.,4,1,2022/03/01,,1,1
營主人很好，謝謝他們～,5,1,2021/07/19,,1,1
首次露營的好選擇。現場設備都可以租借、衛浴設備也很良善 附近補給點非常豐富、離海灘也很近 讓新手可以輕鬆享受露營樂趣,5,1,2021/05/06,,1,1
"跨年四天三夜在海憩。交通很方便,草皮維護得很好有跟營主租借裝備,都幫忙搭設好很貼心很好的體驗,有機會一定會再去",5,1,2021/01/19,,1,1
"因是夏天小黑。我們包場,下午小黑蚊有點多",4,1,2020/12/16,,1,1
什麼都好，但花蓮小黑蚊真的好多阿,4,1,2020/06/12,,1,1
好可以更好。營區雖然不大，但是應有盡有，衛浴很舒適，老少營主都很熱情，地理位置很方便，值得推薦...,5,1,2019/11/08,,1,1
離新城市區很近，地點不錯！,5,1,2019/10/15,,1,1
垃圾桶數量多一些或是頻繁整理，連假滿帳時，都堆到外面，蠻影響觀瞻,4,1,2019/04/10,,1,1
親切用心。停車處若能不要用廢棄建材會更好,5,1,2019/03/04,,1,1
營主服務超好，浴室很乾淨，可惜有小黑蚊,5,1,2019/02/21,,1,1
小黑蚊很兇猛，剛到營區就被狂叮，不過老闆很親切服務很好。。前往營區的指標太小，讓我小迷路，後來跟營主求救才找到。停車位不夠，只能就近找位子路邊停車。衛浴設備滿帳時不太夠，空間有點小（可能我剛好遇到有份量的露友）。,5,1,2019/02/15,,1,1
風景優美 ，營主也很用心提供很多孩子能玩樂的東西消耗時間，衛浴設備乾淨，營主們親切。。傍晚時間蚊子稍微有點多，但營主有提供蚊香，因為地勢較低，不可避免⋯,5,1,2019/02/13,,1,1
營主很好，廁所及浴室有點不足。,5,1,2019/02/12,,1,1
"小黑蚊真的太多。小黑蚊太多,水槽太少",4,1,2019/02/10,,1,1
地理位置便利，可遠眺山景。營區小黑蚊非常多，營位草地不平整，以當天滿帳22帳來說淋浴間僅5間嚴重不足（男生2間，女生3間），都要排隊。,4,1,2019/02/09,,1,1
非常舒服、便利、乾淨、有規劃的好營區，更有熱情熱心的老闆老闆娘！,5,1,2019/02/06,,1,1
小而俱全的營地、週到的營主。。營主很週到，即使只有ㄧ、兩帳，他也花很長時間待在營地怕我們臨時有什麼需求。ㄧ般露營區能有的設施和設備都一應俱全，也有小孩玩樂的玩具，棧板和衛浴都無可挑剔，很好的營區。不過有小黑蚊，要做好防蚊準備。,5,1,2019/02/02,,1,1
太美的營地。設施很好，衛浴設備嶄新完善且乾淨。綠草如茵的草地，小孩跑起來很開心。木棧板超級大，搭起帳棚很歡樂，前面多出來的棧板可以當野餐區。位置很大，帳篷跟帳篷間不會太近，花蓮的同學來一同晚餐，都不想回自己家了。附近有海邊，可以散步去聽浪聲。,5,1,2019/01/14,,1,1
很適合親子旅遊，有小沙丘可以玩，營位很大風景清幽,4,1,2018/12/30,,1,1
下次還要去。營主熱情親切，還有準備射箭，飛機，很貼心的設計，離曼波海灘很近，非常棒的點。,5,1,2018/12/30,,1,1
營區小而美，住起來很舒服,5,1,2018/12/03,,1,1
營主非常熱心，對小孩子很友善，雖有蚊子及小黑蚊，但數量不多，有提供洗髮精.沐浴乳.吹風機，非常貼心,5,1,2018/09/26,,1,1
營主人很好 很熱心協助,4,1,2018/09/25,,1,1
第一次露營真的有新人魔咒，下大雨啦～還好隔天出大太陽不用收濕帳，營主好親切給我滿滿的好印象。。建議有帶小朋友晚上又早早睡的露友，不要選擇在沙坑旁不然熱情小朋友們會吵的睡不著。,5,1,2018/09/24,,1,1
服務好  營區棒  風景美。廁所.   我個人覺得不錯   但進步空間還是有的,5,1,2018/07/28,,1,1
熱情的營主、星空銀河、飛行傘,5,1,2018/07/19,,1,1
營區超棒，衛浴廁所都很乾淨，木棧板區域夠 。老闆與老闆娘都很親切 ，還提供小孩的玩具，愉快的露營經驗。老闆如果可以戒菸可能會更好⋯開玩笑啦⋯⋯只是不喜歡煙味而且對煙味比較敏感，但是老闆其實都是在營本部抽煙啦⋯⋯,5,1,2018/07/19,,1,1
整體感覺很棒，環境設備不錯，營主很親切。只是蚊子有點多，要記得攜帶防蚊液跟蚊香,5,1,2018/06/22,,1,1
那天意外的我們包場露營XD營區設備真的很好，浴室衛生什麼都很高級、清潔。此外提供冰箱保存食物真的很讚。希望可以提供一些些防蚊液或蚊香會更好～超讚的營區^^,5,1,2018/04/30,,1,1
感謝營主夫婦兩天的熱情招待，感覺像回到家的露營，讚！。小黑蚊稍多,5,1,2018/04/07,,1,1
乾淨的厠所，漂亮的草皮，安靜的環境，真的很棒,5,1,2018/04/06,,1,1
營主很熱心，服務很好。浴室熱水不穩定,4,1,2018/04/05,,1,1
營主人很好很熱心。浴室熱水不穩定，第三間沒熱水,4,1,2018/04/05,,1,1
海憩海邊露營區。非常清新離海邊走路只要幾分鐘的好營地!老闆親切人超好!!,5,1,2018/04/05,,1,1
用心的營主，很精緻的營區,5,1,2018/04/05,,1,1
老闆人很好 二月份有小黑蚊，碰到大風很可惜,4,1,2018/03/02,,1,1
營主很熱心環境也很優！離市區採買也很方便！大推呦！,5,1,2018/02/23,,1,1
風景漂亮、視野好、衛浴設備乾淨~,5,1,2018/02/22,,1,1
營區乾淨，衛浴設備優備吹風機、沐浴用品，廁所備有衛生紙,5,1,2018/02/17,,1,1
帶藍色毛帽的老闆很帥很親切。草地踏起來很乾淨 走一段就有大片海灘 非常美麗,5,1,2018/01/02,,1,1
很棒的營區。小營區-草皮很讚，衛浴設備新穎，營主很熱心主動幫忙，這大棧板也太大了吧！離對面的營位有很寬的距離，簡直是豪華版營位，可惜是營位洗手枱沒裝設燈，晚間洗東西不方便，不過別擔心，營主已經在近期改善，之後露友來就沒問題囉~,5,1,2018/01/01,,1,1
老闆一家待客熱情，經營用心,5,1,2018/01/01,,1,1
感謝營主的貼心服務及熱情~。小建議1. 廁所的數量可再增加     滿帳時可避免長時間等待2. 路邊停車位可加蓋    避免上下車可能的危險,4,1,2018/01/01,,1,1
營主用心、環境完善、物超所值。,5,1,2017/12/31,,1,1
