content,rating,type,publishedDate,tokenization,status,origin
這次是用落山風方案來的，對於環境覺得不錯，但是晚餐的餐點個人覺得分量較少，牛排肥油的部分也蠻多的，服務不錯，但是因為落山風季節，風真的超大，晚上住的兩人Villa都會不斷地被風震醒，也只有我們一組入住，但是可惜沒有安排在可以看的海景的房。但是晚上可以看到滿天星星，真的很不錯。在此謝謝店家看到評論後，立即電話聯繫與說明。,4,2,2024/01/06,,1,1
很用心的店家我們於跨年檔期入住 自行搭帳雖然一開始營位有小狀況後面也順利排除了還有家長入住另側免搭帳也能貼心的高爾夫球車接送甚至跨年當晚還有舉辦活動與啤酒暢飲可惜一點是遇到落山風風很大 帳篷需要搭好 這也怪不得別人營區內車子好停 但要注意上頭有椰子樹同行友人就停在營內規劃好的停車格內但不幸被掉落椰子砸破前檔事情發生也通知園內人員前來處理整個過程很舒服 很負責 效率也很好最後併承諾全額賠償更換前檔+隔熱紙費用處理方式能給100分是個很放心可以前來的營區推薦給大家啊還有營區內有幾間擁有大浴缸的沐浴間有親子的話很適合一起洗稍微泡一下讓小朋友玩玩水,5,2,2024/01/06,,1,1
跨年訂了3天2夜，遠從北部殺到墾丁露營，但值得雖然營區其他設施不多，但整個營區很有南洋風，地點也很好，離小巴里島岩很近，衛浴乾淨、水很熱很強，也是去過唯一有浴缸的營區跨年夜也很有心的準備點心、酒水和遊戲，遠處的跨年煙火也很美。唯一缺點就是落山風太可怕但好在帳篷都沒被吹走,5,2,2024/01/06,,1,1
此次住在自搭帳F區營區乾淨環境優美清淨餐廳上方有360度海景夜晚滿天星斗落山風季想要測試帳篷抗風係數者非常推薦可以來試試。,5,2,2024/01/06,,1,1
大家住了一天後都讚不絕口有些露營區廁所會濕濕髒髒的，但這裡的洗手間很乾淨，垃圾桶定時清。跨年夜有舉辦活動，而且看得到煙火，除了墾丁的落山風真的很強之外，其他的一切都很完美。遇到的每位工作人員都非常親切，還幫忙載行李，附贈的早餐很好吃設備齊全，還可以煮飯，入住的每個人還有一個盥洗包，且拖鞋不是紙拖鞋，從很多小細節都能看到用心的地方，真的很推！,5,2,2024/01/06,,1,1
厚烤豬排佐洋蔥黑豆飯，5分景色，5分其實餐點都不錯，但是我們進店的時候，感覺人員都不在狀況內。點餐時說上餐預備需一個半小時，有傻眼到⋯皇帝的餐點嗎還好最後沒有真的這麼久。,4,2,2024/01/06,,1,1
餐點好吃、麵包配的橄欖油油醋很香，濃湯很鮮甜。待東北季風、落山風過後，會來體驗懶人露營,5,2,2024/01/06,,1,1
訂雙人villa三天兩夜，環境都很舒服乾淨，園區用的建材感覺都有特別挑過，早餐真的非常有水準！就算是原價也覺得cp值很高，唯一可惜去的那時候調酒師不在，謝謝提供了一個悠閒愉快的休假，一定會再回訪！,5,2,2023/12/06,,1,1
有用心經營管理，很為客人設想,5,2,2023/12/06,,1,1
環境很乾淨，就是風有點大,4,2,2023/12/06,,1,1
很舒服方便的營區，有110 220的電可以用，唯一一點小缺點是露營區沒有冰箱可以使用，還有營地水槽有許多枯葉塞住排水口，其他都很不錯，離後壁湖海鮮區很近，吃東西很方便。,4,2,2023/12/06,,1,1
餐點牛排非常好吃服務非常 員工都很親切讓我渡過愉快的生日,5,2,2023/12/06,,1,1
很不錯的營區，環境非常好，服務人員超親切，調酒也很好喝，尤其餐廳廚師做的餐點超棒非常美味，很大推…..值得再來放鬆的好地方,5,2,2023/12/06,,1,1
風超級大，但風景很美要小心帽子不要被吹走！ …,5,2,2023/11/06,,1,1
我們住露營區露營區非常的棒  設備很講究    這是我露營以來最好的地方早餐我們選擇餐廳用餐   享受海景    廚師非常用心   餐點好吃   服務人員很棒    下次還要再來,5,2,2023/11/06,,1,1
"食物平平,景色優美,山風強強,",3,2,2023/11/06,,0,1
東西好吃不貴裝潢也非常漂亮優雅CP值高非常值得進來下次有機會想嘗試住宿看看,5,2,2023/11/06,,1,1
餐好吃,5,2,2023/11/06,,1,1
服務比設備好設備比餐飲好,3,2,2023/11/06,,0,1
設備設計周全 使用順手 園區寬廣 非假日有包場的感覺  是休閒渡假的好地方,4,2,2023/10/06,,1,1
今晚去貓鼻頭停車場賞星，突然發現北側較往年多了很嚴重的光害區，而且是直射的燈光，忘了拍下來，最前面兩間房間的陽台，完全看不出有那麼多燈光的需求，看了一下前面的評論也有其他的遊客提到，也看到業主歡迎參觀的回覆，其實我也想請業主移步不遠的西側停車場回頭看看您的露營區，是否就這麼輕易的用12顆高瓦數的燈泡就毀掉了墾丁國家公園一個重要的觀星點…為了更明確的佐證給予一顆星的理由，隔天特地再繞遠路開車回去爬上車頂補拍了一下照片，我相信一片三明治遮光簾不會超過一萬元，也不會妨礙到業主做生意賺大錢，但是卻能因此還給國家公園一個珍貴的景點跟野生動物需要的黑夜....補充一下，過了兩個月再去，依然沒有改善，而且開了更多的燈，這種吃水果砍樹頭的做生意心態令人齒冷。,1,2,2023/10/06,,-1,1
訂雙人villa訂房時建議可以先詢問，兩個女生去但備品準備一男一女有的不適用環境非常舒服，到處都有懶人椅可以發呆又有風景，很可惜這次天氣不佳沒辦法賞星星，床墊很舒服，但枕頭很塌幾乎沒有高度浴室廁所很多不用擔心要走很遠，水也很大夠熱，缺點是固定式蓮蓬頭餐點好吃，尤其是早餐的古巴三明治，食材也都很新鮮，不過如果可以提早通知用餐有時間限制就好了，另外附餐飲料有待改善晚上很推薦來一杯調酒在吧台放鬆聊天，好喝不貴又舒服工作人員服務都非常貼心,4,2,2023/10/06,,1,1
車宿露營區充電很方便，場地也很乾淨，服務人員很友善。淋雨間沒有蓮蓬頭，帶小孩洗澡很不方便呢～夏天去比較熱⋯建議秋天過後再前往 …,4,2,2023/10/06,,1,1
整體環境不錯露營車車位也規劃的不錯，110v&220v的供電效率很洗澡如果能夠增加蓮蓬頭的方式，會更友善於小孩的洗澡。餐廳供餐迅速,5,2,2023/09/06,,1,1
"在下雨的時候來這營地自搭帳，先說優點好了：營地很乾淨、營地大有一點高低差很有南島風情的氛圍，有餐廳但晚餐要先預訂，下午茶的茶可一直回沖是躲雨的好地方，餐廳頂端平台景觀很好，浴廁都很乾淨。缺點：最大的缺點就是他的營地木棧板上有鋪人工草皮，下雨時會吸滿水，感覺就像踩在爛泥上…乾淨的人工爛泥，帳棚底很容易被滲水進來，如果拿掉棧板上的人工草皮會好很多。另外下午茶時的""綠豆蒜""和想像中的相差甚遠，我只看到一點綠豆沙在一大堆的冰上…不推",3,2,2023/09/06,,0,1
第5X露選擇在C區4人營位自備帳篷不帶桌椅中午很熱很熱晚上風很大整個客廳帳都在搖一整夜厠所很干淨但就是有點遠早點真的普普景觀設計很不錯就是沒有其它設施可以讓小朋友玩,4,2,2023/09/06,,1,1
超喜歡這裡的環境，不管是莊園的整體規劃還是營位的設計安排，在在說明老闆的貼心與細心，而且餐廳裝潢舒適及服務人員的親切態度，讓人心情愉悅深感放鬆，是一個會想一來再來的地方，尤其這地方是三五好友聚會辦活動或家族旅遊辦餐會都非常適合的地方，相信必定再訪,5,2,2023/09/06,,1,1
服務真的很貼心房間乾淨 出入快點關門就不會有昆蟲進去廁所乾淨餐飯和酒都不貴 味道很好景色真的很美可惜去的時候天氣不好沒有星星,5,2,2023/09/06,,1,1
整體服務很好，人員也特別的熱情且貼心，環境上也能感受到用心維護，很棒 推薦大家來,5,2,2023/08/06,,1,1
謝謝你們給我們一個愉快的假日喜歡餐廳服務員的親切感還有接待人員的細心還有環境的乾淨 餐點也很好吃整個下來的心得就滿分感謝,5,2,2023/08/06,,1,1
很棒的景點,4,2,2023/08/06,,1,1
環境非常棒，,5,2,2023/08/06,,1,1
風景優美，無敵海景。餐點水準有米其林等級,5,2,2023/08/06,,1,1
很不錯的營區，晚上可以看到很多星星；建議營位的光往地下打就好，減少炫光；還有洗手台的燈有點太刺眼，建議設計一下燈罩,4,2,2023/08/06,,1,1
園區整理的很不錯、適合放空好地方,5,2,2023/07/06,,1,1
硬體齊全，適合無裝備露營，景觀讚，餐食在水準之上,5,2,2023/07/06,,1,1
露營園區整理的很好也很乾淨，剛好在瑪娃颱風擦邊北上後的週末來住，天空超藍也無雲，當然就熱到翻了。雖然是訂住在最貴的區塊帳篷內有冷氣吹的，可惜冷氣位置關係只有一個直對冷氣的帳篷較能涼爽到。晚上其實涼風徐徐，但大帳篷是防水防風力較強的重帆布故被吹的啪啪響，反而不如小孩們去住旁邊的客廳區(四周只有紗窗防蚊蟲的木屋)更涼爽安靜。園區的餐點很令我們驚豔，每道料理都好吃又美麗。建議廁所可以上面門有點通風縫隙，不然上廁所真的很悶啊～,5,2,2023/07/06,,1,1
營區乾淨整潔,5,2,2023/06/06,,1,1
很可以,5,2,2023/06/06,,1,1
10年的規劃跟建設保留了原始的珊瑚礁石，園區規劃的很漂亮，住宿率很低很多地方看起來有點荒廢掉，很可惜。提供了晚餐跟早餐，餐點很用心也很好吃。晚上還有酒吧可以小酌一下，聽聽音樂。晚上餐廳頂樓有 觀星台可看到星星。環境：5服務：4,4,2,2023/06/06,,1,1
想要放鬆心情可以去看看海、吹吹海風,5,2,2023/06/06,,1,1
這裡環境很美值得來度假！！,5,2,2023/05/06,,1,1
"餐廳服務員態度極差, 首先四人有帶電腦但安排坐一個極小的方桌, 問他為甚麼不能分2桌坐的原因, 是因為他怕晚上客人來這要清理???靠近桌子地方有插座因為有電器用品我們直接使用是我們不對, 服務員告知的態度非常奇怪: 你們要用插座也沒有問? 所以當下立刻拔下插頭, 之後再問他那請問可以用插座嗎? 她表示可以。讓人覺得店內的規定就是服務員說了算。除了有低消之外, 沒看到有甚麼其他規矩, 但沒有""事先""請教過服務員小心他們態度爆炸。服務態度不感苟同。備註:並沒有刻意在人潮眾多下製造服務員困擾, 店內當時除了我們這組13個人的人馬, 還有別組4人的, 其他都位子空無一人。而除了我們以外的空位還有45個左右。外場服務員約3個, 內場4-5個，相信絕對是忙得過來的程度。食物okay餐廳位子極佳, 但服務員......",1,2,2023/05/06,,-1,1
物超所值，環境裝潢典雅，乾淨明亮，聽輕快音樂，望向貓鼻頭公園。,5,2,2023/05/06,,1,1
忘記帶卷～服務人員很貼心幫我們處理～,5,2,2023/05/06,,1,1
很能放鬆的地方，晚上的風聲會蓋過打呼聲。,4,2,2023/05/06,,1,1
1. 鄰近貓鼻頭公園，景色優美。離墾丁大街大概20分鐘的車程，還算方便。2. 值班服務人員的表現很棒！3. 唯一的缺點就是廁所的空間較太小，老婆反應女廁有異味！,5,2,2023/05/06,,1,1
感謝熱心的老闆～～露營區的環境很好～有你的幫忙讓我們方便需多，也讓我們一天的辛勞得到放鬆～也謝謝協助我們的員工，辛苦你們了～最後不忘謝謝老闆慰勞的雞排～～,5,2,2023/05/06,,1,1
老闆親切！人超級好！一定要來,5,2,2023/05/06,,1,1
環境漂亮舒服  服務人員態度親切值得再次到訪,5,2,2023/05/06,,1,1
來了一次，下次還會想來 …,5,2,2023/05/06,,1,1
老闆人很好~,5,2,2023/05/06,,1,1
服務好，熱心,5,2,2023/05/06,,1,1
浴室熱水很熱，洗澡很舒服，老闆人很好，很熱心，服務員態度非常好，環境優美,5,2,2023/05/06,,1,1
環境清幽，服務員態度很好。,5,2,2023/05/06,,1,1
老闆有革命情感 非常熱情,5,2,2023/05/06,,1,1
老闆親切！人超級好！一定要來,5,2,2023/05/06,,1,1
浴室空間大！場地優美老闆及服務人員都非常親切服務：5,5,2,2023/05/06,,1,1
老闆超級好很貼切,5,2,2023/05/06,,1,1
好讚!服務人員好貼心露營的地方好讚,5,2,2023/05/06,,1,1
這是我第二次入住真的是非常輕鬆愜意的度假行程雖然環境還繼續在擴充開發但是整體很有渡假的悠閒感備品也都很用心精緻服務人員很友善親切 讓我們覺得很放鬆非常推薦,5,2,2023/05/06,,1,1
很棒的露營地，推薦一定要來這邊的酒吧喝一杯，調酒師人很好，調酒好喝也不貴，整體氣氛也很棒！,5,2,2023/05/06,,1,1
眺望南台灣的巴士海峽，整個人不覺得舒暢無比,4,2,2023/05/06,,1,1
特殊的住宿體驗這不是不好的評價一些跟入住前不一樣的想像空間浴室廁所都乾淨可惜沒蓮蓬頭是固定調角度的有炊事房可使用方便晚上有七點半至十二點的酒吧 便宜又好喝提供的床墊不會太硬 睡起來還算舒服毛巾也很好擦拭早餐好吃份量多 飲料選擇稍少這次是風神專案 3200 有個獨立空間硬頂小木屋跟沙發躺椅還有一小片可自己搭帳篷的地方附上的洗浴用品跟拖鞋都不錯這次風大待在硬頂帳篷處睡眠品質都不會影響太多 兩人都一覺到天明也有可能是喝杯調酒 大總統 酒精濃度17.5% 更好入睡的關係整體來說推薦來體驗但建議避開有落山風的季節 避免體驗不好,5,2,2023/05/06,,1,1
園區很舒適但二月風超級大要注意！,5,2,2023/05/06,,1,1
露營場製造不少光害以前在貓鼻頭公園這邊可以看到很棒的星空現在北方露營場方向完全不行建議加個窗簾 並控制一下燈光照射方向不要讓多餘燈光外溢,1,2,2023/05/06,,-1,1
我喜歡這個露營區，到目前為止，這是我們經歷過的最好的露營...周圍環境，景色完美..雖然有一個晚上風太大了，但沒關係，我們都活了下來說到廁所我很滿意（它乾淨）還有淋浴…,5,2,2023/05/06,,1,1
感謝O'GLAMPING給我們的服務，工作人員很和善，地點也很棒，附近有小峇里島還有白砂灣不怕沒有地方玩，有方便的衛浴設備還有漂亮整齊的環境，大推！！,5,2,2023/05/06,,1,1
服務人員禮貌又親切，園區風景環境很漂亮，在這裡讓人覺得非常舒服。,5,2,2023/05/06,,1,1
第一晚剛好遇上了東北季風，真是有颱風等級，沒能好好享受小木屋的愜意，沒看到滿天星星不甘心，臨時決定撤到下方的露營區搭帳，連住兩晚，好在沒有失望，滿天星星療癒煩躁的心情！,5,2,2023/05/06,,1,1
■露營 - 美食篇誰能想到在墾丁露營四天三夜，最讓我滿意的一餐是在營區的餐廳呢？食材吃起來很新鮮，請廚師加辣的墨魚燉飯超棒，在風景區這個價位也很可以，而且營區就位在貓鼻頭國家公園裡，餐廳四週景觀超好，室外及屋頂露台還有露天座位，聽說四到九月沒有落山風的時候，這裡的餐廳是要預約的，晚上還有酒吧，想像一下在露台喝個小酒、享受夏夜晚風及滿天的星光，應該很愜意吧？！■環島露營後記 - 狂風吹篇我們到墾丁營區的第一天，天氣真的超棒，充滿陽光、沒什麼風，晚上我們躺在餐廳屋頂露天酒吧人工草皮上，看滿天的星星～浪漫破表。第二天的早上天氣還是很好，我們去社頂部落參加生態旅遊，下午就開始變天了，晚上營區工作人員就請我們加強帳篷固定。東北季風刮一整晚讓人不好睡。第三天我們在四重溪騎馬、餵水豚君、泡溫泉，晚上回到營區就看到客廳帳變這樣～被風吹垮了……有一根帳頂支撐伸縮桿-第三節歪曲了，卡住不能收，帳布角落還有撕裂。應該是瞬間強風造成的，不然［威力屋］應該是很粗勇的，在旭海吹過落山風、在貢寮也挺過落雷豪大雨。2018年旭海跨年露營那次也是大風吹，五頂帳篷也是吹壞了二帳。苦主其一 這次買了迪卡儂的充氣帳篷，有通過考驗。不過我先生一直說~以後再也不要冬天來屏東露營了，落山風好可怕！️️️️️這個高水準營區我會想再來! 不過四~九月可能還是比較好的選擇。,5,2,2023/05/06,,1,1
23年農曆新年同時入住villa營區及一般營位，營區處處是五星view，白天、夜晚都有不同特色，美中不足是遇到有一晚是東北季風產生的落山風，當晚入住villa營區無法將chill風格客廳帳及掛燈打開，可惜無法拍到美照。服務人員服務媲美飯店水準，營區乾淨且設備完善，非常值得再訪的營區。,5,2,2023/05/06,,1,1
園區很大，衛浴乾淨，還有露營區少見的炊事間，裡面有制冰機，夏天露營應該大大加分，自由露營區有三間衛浴裡面有附浴缸，離白沙灣也不遠，玩水應該超方便。冬天風超大，風超大，風超大。露營要記得多綁些營繩，夏天應該會再找時間回來一次！,5,2,2023/05/06,,1,1
冬天的落山風真的是一個挑戰,5,2,2023/05/06,,1,1
雖然過年價格比平日高了一倍，也有小昆虫夜襲事件，但園區人員服務佳，環璄也不錯，F型自由露營區的盥洗室乾淨，但蓮蓬頭秀逗，餐廳下午茶也不錯，牛肉麵很推，加上這次到訪其他露友素質也高，算是80分的滿意度，感覺的到經營者的用心。,4,2,2023/05/06,,1,1
線上及現場客服人員服務很優質露營環境清潔，設備都有再維護保養反應速率都很專業,5,2,2023/05/06,,1,1
拉拉小姐服務優良，帶人親切很用心導覽整個營區,5,2,2023/05/06,,1,1
拉拉服務很好，很親切 ，下次一定還會來的，來可以找拉拉！,5,2,2023/05/06,,1,1
過年期間過來露營很棒的營區，營區服務人員超好有禮貌有需求立即處理，可以看海放空的營區，很可惜酒吧沒有開！有點失望！廁所、淋浴設備在清潔乾淨一點就更優秀了！營區不可以帶寵物最好表示在首頁這樣比較清楚！四天三夜假期結束了！下次還要再來希望可以提供泳衣脫水機跟烘衣機設備可以提供更好的服務！,5,2,2023/05/06,,1,1
非常特別的Glamping體驗。有別於其他的豪華露營，更能體會露營而不是豪華帳篷飯店。晚上星光熠熠則是意料之外的驚喜！,5,2,2023/05/06,,1,1
日夜景都很棒，空氣乾淨！,5,2,2023/05/06,,1,1
腹地很大且風景很美的露營地，此外場地設備很多樣可以滿足不同露營客群需求,5,2,2023/05/06,,1,1
遠離塵囂，放鬆心情的好地方,5,2,2023/05/06,,1,1
這次選擇在這裡車露，天氣與環境很舒服。餐廳的Bar是一大加分，調酒師調酒不錯喝喔….媽媽難得可以很輕鬆的喝一整晚。,5,2,2023/05/06,,1,1
環境很好，調酒很好喝。,5,2,2023/05/06,,1,1
不要買票去貓鼻頭到這裡的餐館去吃飯。風情比貓鼻頭更好就是在貓鼻頭上面。牛肉麵很好吃。也有酒吧我沒有露營。但露營️地方環境看起來很好。,5,2,2023/05/06,,1,1
這篇評論是針對餐廳的。食物非常好。我們嘗試了松露薯條、炸雞和牛肉麵湯。湯是我在台灣吃過的最好的湯。薯條和雞肉非常非常美味又脆。他們還有一個完整的酒吧，提供最受歡迎的雞尾酒。我嘗試了瑪格麗塔酒，非常棒。餐廳可以看到貓鼻頭公園的美景，屋頂可以看到周圍地區的景色。,5,2,2023/05/06,,1,1
美好的用餐環境加上超讚的調酒，完美！,5,2,2023/05/06,,1,1
園區優美，浴廁乾淨，員工（還是園主？）和善，服務很好！,5,2,2023/05/06,,1,1
這是一家非常好吃的餐廳，風景超美，食材非常新鮮，廚師非常用心，烹調出來的食物超美味，我從不做評論，但是這家餐廳會讓我從高雄，常常想吃的一家餐廳，我也是一位廚師，我很少對一家餐廳如此讚賞、推！,5,2,2023/05/06,,1,1
整潔真的蠻扣分的，帳篷裡面邊邊都積成沙，還有更難過的事當天下雨還漏水飲食方面當天的雞肉都是魚味，有跟服務人員反應，她回我們可能混在一起炸了⋯⋯ …,2,2,2023/05/06,,-1,1
地點優，營區很棒,5,2,2023/05/06,,1,1
環境超美、餐點真的非常好吃二樓的風景真的一流 …,5,2,2023/05/06,,1,1
家庭來住帳篷villa。先說優點。1. 環境很乾淨、備品很齊全。2. 早餐非常好吃，大推古巴三明治。晚餐大推烤半雞。3. 工作人員服務親切再說缺點。1. 嚴格來說，不是露營villa的缺點，只能說這個地點風實在太大，晚上風吹的帳篷嘎嘎作響，非常吵，即使全家事先看了評論，帶了耳塞，還是吵。也有可能是我們個人太敏感。2. 晚餐除了烤半雞，另外兩種選擇（海鮮盤和燉牛肉）份量似乎較少。大推烤半雞。3. 早餐的拿鐵不好喝，建議只附美式咖啡，旁邊有熱牛奶即可。,5,2,2023/05/06,,1,1
服務親切 六星級的露營體驗,5,2,2023/05/06,,1,1
服務 …,5,2,2023/05/06,,1,1
第一次開露營車在這個營區過夜，不小心包了場，非假日都沒人，就我們一台車，有220跟110的電壓提供，服務人員也很熱心，餐廳下班了，還幫忙到廚房微波食物，廁所跟衛浴都算滿乾淨，整體覺得還不錯，價位上也能接受。但夏天的墾丁真的熱啊。,5,2,2023/05/06,,1,1
風景好、服務佳。,5,2,2023/05/06,,1,1
"野外露營本就是享受山野的寧靜，這是都市生活無法享受的！這次去的經驗，隔壁的6個年輕人小伙子，到晚上11點還放著嘻哈音樂，破壞山野寧靜(難道鳥獸不用休息,枉為萬物之靈的人類).告知管理人員，音樂停了。開始喝酒喧嘩，一直到晚上12:37還在喧嘩。有教養嗎？管理人員很辛苦的要我們先換帳。換了一個冷氣轟轟隆隆的房。休假的第一天，完蛋了！未換帳前，原本希望年輕人會12:00停下，沒有，期間還大聲的説出，(來露營，不是來睡覺的)！我很想回應，是來享受寧靜的，沒有光害的。想喧嘩，就去包棟，而不是來影響別人，尤其這麼晚了，影響的不只是人，還有休息的其他生物！反應給管理人員，雖然處理了，可是就是沒處理好。換房了，也聽了一夜的室外機冷氣馬達的轟轟聲！這裡沒什麼不好，破壞寧靜的年輕人，未回來之前是寧靜的到您會希望下次再來(剛入帳的營帳一切都很棒)可是惡魔回來後，一切就變了！寧靜沒了，不良語也出現了，處理後的營帳也慘了！我應該不會二訪！如果您不怕遇上破壞寧靜的人，又能隨遇而安的睡覺，這是一個可以選擇的露營區！",1,2,2023/05/06,,-1,1
附餐晚餐跟早餐都不錯 餐廳服務人員態度很好 值得一來 唯一小缺點可能是要帶一條延長線充電比較方便,5,2,2023/05/06,,1,1
環境優美、餐食很棒，不管是牛肉麵、pizza、義大利麵⋯都很不錯！唯一就是環境整潔是最大的問題，餐廳的椅子上每一張都是髒的、頭髮，戶外更不用說，不管是桌子還是任何一處的帳篷區、浴洗區洗手台都是髒亂～地方大歸大整理起來我想應該是要大把人力資源！看了就完全不想來住了⋯⋯！,3,2,2023/05/06,,0,1
超好拍的渡假聖地,5,2,2023/05/06,,1,1
環境整理的很好，服務人員都很nice。可惜我們去的那天下雨，沒辦法觀星。會再找時間去一次。,5,2,2023/05/06,,1,1
餐廳的服務小姐跟主廚真的很貼心！因為連住兩晚，知道客人吃素後很貼心的調整隔日早晚餐更讓人感動的是連隨餐沙拉的紫洋蔥都注意到了！真的很細心跟貼心！晚餐的菌菇湯麵真的非常好吃 旁邊的友人都忍不住想吃一口 （真的很感動）整個營區很乾淨很美，每個工作人員都很友善及半夜跑來撒嬌的親人小貓咪！大推！很值得來體驗的地方,5,2,2023/05/06,,1,1
很優美的環境,5,2,2023/05/06,,1,1
超棒的滿分的度假感週五營區人不多～很chill~餐點也好好吃～服務也很好～載你到營區～下次還想再來～值回票價,5,2,2023/05/06,,1,1
三天三夜（平日1000+週五1300+週六1500=平均約1200還可以哦 ！），報到後自選營位 ，我們是威力屋300k隧道帳 ，有些欄杆營位不適合（綁繩沒地方站），沒欄杆的營位有大有小（有些不適合隧道帳） ，建議訂位時要告知一下營位幾乎都有樹木遮蔭且架高棧板，要注意帳篷高度 ，我們就有卡到樹枝每個營位的洗槽位置都不太一樣 ，我們考量遮蔭和棧板出入口 ，洗槽走動只能小心點廁所只有坐式（有衛生紙）我們自備酒精消毒擦拭使用浴室有“沐浴兼洗髮乳”和“潤髮乳”，冷熱水開關我還沒遇過 …摸索了一下 …（不得不說 ，浴室通風真的要改善 ，洗澡完就跟進蒸汽室一樣 …悶到不行 …洗一半超想開門呼吸空氣…我還洗偏冷的溫水…）廁所外面有長按式的吹風機（按到我手酸 …還是自己帶吧）廁所沐浴室外有飲水 機（我們沒用到，是自己買罐裝水）共用冰箱在管理室 ，要注意上班時間才能拿取物品只有傍晚大蚊子比較多 ，其他時間還好,4,2,2023/05/06,,1,1
