content,rating,status,type,label,sequence_num,publishedDate,origin,text
露營區沒有很大，但帳篷與帳篷隔很遠，所以還是很舒適下午茶的餐點偏少，很快就沒了晚餐的餐點還不錯，變化比較多，但當次餐期人較多，補餐速度要再快一點整體感覺還是不錯的 …,5,1,2,2,2155,2023/5/8,1,區很大帳篷帳篷隔很遠舒適下午茶餐點偏少很快晚餐餐點不錯變化當次餐期補餐速度一點整體感覺不錯
入住B區星空帳，每間房間都有自己的主題風格，植栽設計也很有搭配感，白天夜晚的景色都很迷人下午茶奶酪很好吃晚上BBQ（18:00-20:30），若依人數提供餐點，真得會吃不完，丟掉真的好浪費，建議告知大約會提供的量早餐有中式及西式，西式義大利麵太鹹了，無法入嚥的程度～此外，服務人員，DIY老師都很親切、熱心～,4,1,2,2,991,2023/5/7,1,入住B區星空帳每間房間主題風格植栽設計搭配感白天夜晚景色迷人下午茶奶酪好吃晚上BBQ18002030若依人數提供餐點真得會吃不完丟掉真的浪費建議告知提供量早餐中式西式西式義大利麵太鹹入嚥程度服務人員DIY老師親切熱心
房間舒服，環境非常適合家人朋友來度假，導覽及伙食都非常豐盛也很特別，大推！！！！！！,5,1,2,2,2468,2024/4/8,1,房間舒服環境非常適合家人朋友度假導覽伙食豐盛特別推
房間超漂亮的食物好吃份量又多，人員也非常親切，還有手作課程非常豐富，推推,5,1,2,2,1019,2023/5/7,1,房間超漂亮食物好吃份量人員親切手作課程非常豐富推推
景色優美房間漂亮店員服務態度很好,5,1,2,2,2789,2024/2/8,1,景色優美房間漂亮店員服務態度
環境相當整潔，各營帳都有完整的設備，營組人員也很友善，營組人員因為我們沒接到他要暫時離開的電話，就冒著大雨過來通知我們，相當的有責任感。,5,1,2,2,217,2023-07-25T16:44:44+08:00,1,環境整潔營帳完整設備營組人員友善營組人員因為接到暫時離開電話著大雨通知責任感
2023.12.29 入住山谷小鹿帳篷內擺設溫馨很有設計感，有電熱毯睡覺很溫暖，ㄧ泊三食的餐點好吃，下午茶：黑糖薑茶/黑咖啡/餅乾/檸檬蛋糕/小鬆餅午/晚餐：餐點有帶入當地食材（刺蔥），能感受到準備餐點的用心。洗澡區：淋浴間約4間/廁所4間保持的蠻舒服整潔的，ㄧ進去都帶有香香的味道，蓮篷頭的水壓超大洗澡很舒服，備品是高級的茶籽堂，淋浴間門後有4個掛勾、有ㄧ個架子可放東西。另有提供免費的導覽，導覽人員解說有趣生動，可快速了解這個地方的歷史和植物！整體來說，環境整潔舒適，不論是露營區內的設備或餐點，都維持在一定水準上的品質，住起來還蠻舒服的！,5,1,2,2,2823,2024/1/8,1,2023.1229入住山谷小鹿帳篷擺設溫馨設計感電熱毯睡覺溫暖ㄧ泊三食餐點好吃下午茶黑糖薑茶黑咖啡餅乾檸檬蛋糕鬆餅午晚餐餐點帶入食材刺蔥感受餐點用心洗澡區淋浴間約間廁所間舒服整潔ㄧ帶有香香的味道蓮篷頭水壓超大洗澡舒服備品高級茶籽堂淋浴間門後有掛勾ㄧ架子放東西另有提供免費導覽導覽人員解說有趣生動快速地方歷史植物整體環境整潔舒適不論是區內設備餐點水準品質住還蠻舒服
服務很好 設備完善 環境優美,5,1,2,2,1197,2023/9/7,1,服務設備完善環境優美
帳裡很乾淨，炊具很不錯,5,1,2,2,5634,2019/12/18,1,帳裡乾淨炊具不錯
乾淨，景點多，設施完善，但場地大，人氣大，有點吵雜,3,0,2,1,4903,2019/5/8,1,乾淨景點設施完善場地人氣吵雜
非常適合朋友一起來露營 大推,5,1,2,2,4558,2022/5/8,1,非常適合朋友推
進去時有一段石頭路，斜坡，開車要小心。這次住月亮帳，晚上很安靜，帳篷內很乾淨舒適，早上預備早餐的氣氛很好，能跟朋友一起來很放鬆愜意。老闆們人很好，晚上吃不完的食物可以帶回去帳篷外繼續吃，停留時間較短，不然還可以去走走，有機會還會想來。,5,1,2,2,102,2020/5/7,1,時有一段石頭路斜坡開車小心住月亮帳晚上安靜帳篷乾淨舒適早上預備早餐氣氛朋友放鬆愜意老闆晚上吃不完食物帶回去帳篷外吃停留時間短走走機會還會想來
營主很用心在經營，帳篷內棚子很明顯看出來有換新的，讓我們有舒適的感覺，舒服的睡了一覺，孩子也徹底放電，邊坡上的蒲公英、含羞草是意外的收穫，小孩好喜歡，第一露給露營樂是最好的選擇，把對露營有障礙的朋友、另一半帶來吧，對了夏天如果沒有要玩水，建議四、五點再入住，才不會太熱，如果要睡午覺的早點就可以來了，冷氣很涼啦。營主有沒有機會跟腳踏車廠商合作，露營的租車有優惠在營本部就可以租車。,5,1,2,2,5864,2022/5/8,1,營主用心經營帳篷棚子換新舒適感覺舒服睡一覺孩子放電邊坡蒲公英含羞草意外收穫小孩喜歡第一露給樂是選擇障礙朋友另一半帶來夏天玩水建議五點入住太熱睡午覺早點冷氣很涼營主有沒有機會腳踏車廠商合作租車優惠在營本部租車
整體很不錯~大中小朋友都有得玩，只有建議總部要備多一點的冷凍食材，讓遊客方便購買，生意應該很好~因為出去買差不多還要15~20分路程，不方便呀~,5,1,2,2,5280,2021/5/8,1,整體不錯大中小朋友玩建議總部要備多一點冷凍食材遊客購買生意因為買1520分路程
從環境到餐點都可以感受到非常用心在準備，跟好朋友來真的玩得很盡興！,5,1,2,2,2334,2024/5/6,1,環境餐點感受用心朋友真的玩得盡興
超級美又很棒的營地謝謝最棒的阿軒超帥 …,5,1,2,2,6105,2023/5/8,1,超級美很棒營地謝謝最棒阿軒超帥
白天沒有蒼蠅晚上沒有蚊子 地方寬廣 營距適合,5,1,2,2,4877,2019/5/8,1,白天蒼蠅晚上蚊子地方寬廣營距適合
櫻花很漂亮，環境安靜，空氣很好～晚餐非常豐盛又美味！下午茶茶點也很不錯,5,1,2,2,2593,2024/3/8,1,櫻花很漂亮環境安靜空氣晚餐豐盛美味下午茶茶點不錯
服務佳，空氣好，五星的體驗~,5,1,2,2,712,2023/6/7,1,服務佳空氣五星體驗
餐點有特色 美味住宿空間寬敞，睡得很好一定會再來,5,1,2,2,2196,2023/5/8,1,餐點特色美味住宿空間寬敞睡得再來
入住帳篷：9/17-9/18 海景第一排 狩獵區B3優點：1.浴室及廁所很乾淨2.靠海的關係沒什麼小黑蚊缺點：1.帳篷內部嚴重發霉，上面滿滿都是發霉，一度以為我住到另類星空帳，帳篷四面及拉鍊夾縫也是滿滿的發霉，看了很多人反應帳篷嚴重發霉的問題，但店家好像沒有要解決的意思（？2.官網上寫著「狩獵B區 海景前排小包區」，但實際入住後發現帳篷前面直接被雜草樹木擋住，想看海必須走到帳篷旁的空地才看得到，視野極差，號稱海景前排突然覺得有被騙的感覺,2,-1,2,0,5806,2023/5/8,1,入住帳篷1718海景第一排狩獵區B3優點浴室廁所乾淨靠海關係沒什麼小黑蚊缺點帳篷內部發霉滿滿發霉一度以為住另類星空帳帳篷四面拉鍊夾縫滿滿的發霉帳篷發霉店家好像解決官網上寫著狩獵B區海景前排小包區入住發現帳篷雜草樹木擋住想看海走帳篷旁空地視野極差號稱海景前排被騙感覺
有跟住在都市大樓不一樣的感覺,5,1,2,2,2547,2024/4/8,1,住都市大樓感覺
第二次入住獵人帳，真的很不錯。,5,1,2,2,5755,2023/5/8,1,第二次入住獵人帳真的不錯
住在白鷺鷥區，很悠閒愜意,5,1,2,2,2102,2023/5/8,1,住鷺鷥區悠閒愜意
真的是遠離塵囂的好地方一到就被雲霧繚繞著好放鬆,5,1,2,2,2948,2023/12/8,1,真的遠離塵囂地方一到雲霧繚繞著好放鬆
風景優美，草莓啤酒&汽泡水超好喝，推薦一定要嚐嚐享受一下人生老闆很用心經營及維護環境再來要推薦斥資百萬五星級乾溼分離高級厠所這個廁所真的非常可以，根本是女性福音女生看了都覺得舒服露營再也不用委屈自己忍耐臭臭髒亂的衛浴帶女友老婆小三乾媽來都超有面子這麼好的營區，不推對不起自己,5,1,2,2,4808,2020/5/8,1,風景優美草莓啤酒汽泡水超好喝推薦嚐嚐享受人生老闆用心經營維護環境再來推薦斥資百萬五星級乾溼分離高級厠廁所真的女性福音女生舒服再也不用委屈忍耐臭臭髒亂衛浴女友老婆乾媽超有面子營區推對不起
各方面都好！廠地、餐點、景色。,5,1,2,2,2404,2024/4/24,1,廠餐點景色
這裡環境很好 也很乾淨 晚上還有很多星星 還很便宜 超級喜歡！,5,1,2,2,5721,2023/5/8,1,環境乾淨晚上星星便宜超級喜歡
阿軒超親切這邊除了大拇指還是大拇指 …,5,1,2,2,6046,2024/1/8,1,阿軒超親切大拇指大拇指
在細節上很貼心的團隊，第一次來已經成為粉絲。霧語的海拔很高，又在路的盡頭，有種與世隔絕的悠閒感。,5,1,2,2,4134,2023/6/8,1,細節貼心團隊第一次成為粉絲霧語海拔高路盡頭有種與世隔絕悠閒感
很棒的營區。設備很齊全，工作人員很熱情。大推。,5,1,2,2,5764,2023/5/8,1,很棒營區設備齊全工作人員熱情推
阿仁教練超棒噠(⁎⁍̴̛ᴗ⁍̴̛⁎)有什麼問題都盡可能幫忙解決！那天去只有我們一組客人 還是非常用心服務我們！給阿仁滿滿的5星好評！！lucky 也可愛 喵喵喵 …,5,1,2,2,6022,2024/3/8,1,阿仁教練超棒噠⁎⁍̴̛ᴗ⁍̴̛⁎幫忙解決那天一組客人用心服務給阿仁滿滿的星好評lucky可愛喵喵喵
好美的營地️服務態度又親切！帳篷漂亮又乾淨喜歡 …,5,1,2,2,3434,2023/6/8,1,美的營地️服務態度親切帳篷漂亮乾淨喜歡
晚餐很好吃，很享受的露營,5,1,2,2,2549,2024/4/8,1,晚餐好吃享受
環境優 服務好 大推阿智 …,5,1,2,2,6082,2023/7/8,1,環境優服務推阿智
餐點豐盛，住宿乾淨，很棒的露營體驗,5,1,2,2,4055,2024/1/8,1,餐點豐盛住宿乾淨很棒體驗
硬體設備滿齊全且用心，連卡式爐桌椅床鋪冷氣都幫準備好。只是這個營地的太陽真的太大了，讓人不想待在客廳，只想躲進房間吹冷氣啊 …,4,1,2,2,5168,2023/5/8,1,硬體設備齊全用心卡式爐桌椅床鋪冷氣幫營地太陽真的太大不想客廳只想躲進房間吹冷氣
夜間導覽非常精彩，很愉快的住宿經驗！,5,1,2,2,2231,2023/5/8,1,夜間導覽精彩愉快住宿經驗
完備的露營地，搭配南澳原始山林及南澳南溪，讓人有寧靜放鬆的地方，建議那山漂流危險性不高，可以帶小朋友去試一試，如果高中或大學以上會覺的清涼，但刺激性不足。,5,1,2,2,4926,2019/5/8,1,完備露營地搭配南澳原始山林南澳南溪寧靜放鬆地方建議那山漂流危險性不高小朋友試一試高中大學會覺清涼刺激性
晚餐超好吃！！！服務很棒！下次還會再來！,5,1,2,2,3047,2023/10/8,1,晚餐超好吃服務很棒下次還會再來
晚上氣氛很美，也很安靜，只是完全沒風，烤肉時很悶很熱，帳篷有冷氣非常舒服下次可以改冬天來，應該很不錯,4,1,2,2,1613,2023/9/7,1,晚上氣氛美安靜沒風烤肉時很悶很熱帳篷冷氣舒服下次改冬天不錯
美味的當地料理自助餐，小孩很喜歡,5,1,2,2,3858,2023/5/8,1,美味料理自助餐小孩喜歡
友善的環境，舒服的空間，貼心的服務，對小孩滿滿耐心，值得推薦的好地方,5,1,2,2,790,2023/5/7,1,友善環境舒服空間貼心服務小孩滿滿耐心值得推薦地方
風景4/5服務態度5/5廁浴整潔度5/5帳篷整潔度5/5今天到夕陽漫漫露營，風景很美，晚餐前會有當地特色餐點製作的解說，可以了解食物藝術設計的原因，蚵仔麵線推推；晚上還有夜間導覽看見了很多當地生態，雖然走路範圍有點大，但非常值得參加！另外女衛浴間有驚豔到，不少貼心之處且又有設計感，本以為外面風很大晚上會不好睡，但昨晚完全沒用耳塞一覺到天亮，中式早餐的小香腸跟炸地瓜推推！,5,1,2,2,2276,2023/5/8,1,風景服務態度廁浴整潔度帳篷整潔度夕陽漫漫風景美晚餐前會特色餐點製作解說食物藝術設計原因蚵仔麵線推推晚上夜間導覽生態走路值得參加女衛浴間驚豔貼心之處設計感本以為外面風很大晚上不好睡昨晚沒用耳塞一覺天亮中式早餐香腸炸地瓜推推
工作人員很多 親切 但是部分態度不佳,4,1,2,2,4180,2023/9/8,1,工作人員親切態度不佳
我要還噴槍，找不到人，工作人員不知道去哪，服務台也不設置服務鈴，聯絡電話打了，還語音信箱，是給辛酸是不是，沒繳電話費，記得繳一繳，看到了他們的員工宿舍，去找工作人員，竟然說我誇張，叫我出去，我叫你起床，不起床！到底要不要給退房，服務態度極差，都幾歲還起床氣，服務業這種態度真的很誇張，我今天送你六顆星，多出來的這一顆是送你的，氣死！,1,-1,2,0,4344,2023/5/8,1,要還噴槍找不到工作人員服務台設置服務鈴聯絡電話語音信箱是給辛酸沒繳電話費記得繳一繳員工宿舍找工作人員說誇張起床起床退房服務態度極差幾歲起床氣服務業態度真的誇張送六顆星一顆送氣死
很舒服人員服務很棒 下次會再來,5,1,2,2,1998,2023/8/8,1,舒服人員服務很棒下次再來
很漂亮的渡假環境，奢華的星空帳露營區及美食饗宴令人徹底放鬆！,5,1,2,2,1024,2023-10-12T11:41:37+08:00,1,很漂亮渡假環境奢華星空帳區及美食饗宴令人放鬆
四面群山環抱，環境清幽，腹地寬廣，設備完善，老少咸宜的營區,5,1,2,2,4352,2023/5/8,1,四面群山環抱環境清幽腹地寬廣設備完善老少咸宜營區
服務環境都很棒。氣墊玩水要定期換水 循環 其餘地方真的都很棒,5,1,2,2,6011,2020/9/10,1,服務環境很棒氣墊玩水定期換水循環地方真的很棒
服務親切，會協助拿推車協助運送行李，有任何問題可以向櫃檯詢問。房間有冷暖氣，天氣有變化不用擔心，住宿群皆有獨立衛浴與廚房，整體體驗很不錯，本次還有送烤肉套餐，食材還可以把牛換成海鮮以及提供素食～美中不足的是與其他人隔的很近，晚上十點後若有人大聲嬉笑打鬧或是走石子路會容易被影響睡眠,5,1,2,2,1590,2024/3/7,1,服務親切協助推車協助運送行李櫃檯詢問房間冷暖氣天氣變化不用擔心住宿群皆有獨立衛浴廚房整體體驗不錯本次送烤肉套餐食材還牛換成海鮮提供素食美中不足隔晚上十點有人大聲嬉笑打鬧走石子路影響睡眠
【蟬說：霧繞】隱身新竹五峰白蘭部落一泊三食的泰雅風格豪華露營區讓身心靈沈浸放鬆的好所在「蟬說：霧繞」為蟬說旗下2022年新作品，位於新竹縣五峰鄉海拔1000公尺的白蘭部落，四周圍繞著杉木林，受到祖靈之眼守護的土地，泰雅風格的豪華露營區，隱身於白色雲霧之中，能俯瞰白蘭溪谷、坐看雲海翻騰，欣賞山嵐繚繞。總共有3處入住園區：#豐收地 離餐廳近適合親子#山谷小鹿 更加隱密幽靜#好冬小屋 幽靜木質小屋蟬說：霧繞新竹縣五峰鄉桃山村白蘭298之3號03 621 0120#蟬說 #chanshuo #豪華露營  #野奢露營 #免裝備露營 #蟬說霧繞 #woorao  #親子露營 #戶外休閒活動  #蟬說露營 #新竹露營推薦 #新竹露營 #旅人Carrie愛漫遊,5,1,2,2,3292,2023/7/8,1,蟬說霧繞隱身新竹五峰白蘭部落一泊三食泰雅風格豪華區讓身心靈沈浸放鬆蟬說霧繞為蟬說旗下2022年新作品位於新竹縣五峰鄉海拔1000公尺白蘭部落四周圍繞著杉木林祖靈之眼守護土地泰雅風格豪華區隱身白色雲霧之中俯瞰白蘭溪谷坐雲海翻騰欣賞山嵐繚繞總共處入住園區豐收餐廳適合親子山谷小鹿隱密幽靜好冬小屋幽靜木質小屋蟬說霧繞新竹縣五峰鄉桃山村白蘭298號036210120蟬說chanshuo豪華野奢免裝備蟬說霧繞woorao親子戶外休閒活動蟬說新竹推薦新竹旅人Carrie愛漫遊
此次住房後心得優點 ： 環境好 環抱大自然 入帳享受悠閒慢活 帳房有分離式冷氣 盥洗室有8分 遇到舒適的天氣 很幸運 也很滿意服務人員和夜間導覽熱心解說缺點 ： 寧靜的夜晚 過多吵雜聲 如⋯汽機車 和 夜衝年輕人的大小聲 還要意外闖入的陌生人 夜間去廁所有點距離不太方便 分區帳房有磁卡進入但是防君子難防小人 自身財務要注意 供餐部分有6分 價格要注意小孩2歲以上要加價 這部分挺貴的以上總結10分 給7分 個人分享僅供參考,4,1,2,2,1984,2023/8/8,1,住房心得優點環境環抱大自然入帳享受悠閒慢活帳房分離式冷氣盥洗室分舒適天氣幸運滿意服務人員夜間導覽熱心解說缺點寧靜夜晚過多吵雜聲汽機車夜衝年輕人小聲意外闖入陌生人夜間廁所距離不太分區帳房磁卡防君子難防小人財務供餐分價格小孩歲加價這部分挺貴10分分分享僅供參考
綠蔭環繞，天氣不算太熱，可自己佈置燈條,5,1,2,2,1405,2023/5/7,1,綠蔭環繞天氣不算太熱佈置燈條
餐食很有特色、服務良好、房間感覺，整體環境超級讚！,5,1,2,2,3219,2023/8/8,1,餐食特色服務房間感覺整體環境超級讚
基本上體驗都不錯，唯一缺點就是帳篷內濕氣太重（希望可以多一個除濕器），導致有霉味，就算換過床鋪被子枕頭還是如此（回到家臉部過敏 …,4,1,2,2,5115,2023/5/8,1,體驗不錯唯一缺點帳篷內濕氣太重希望除濕器導致霉味換過床鋪被子枕頭回到家臉部過敏
星球帳超美空間大~環境也很乾淨~有獨立衛浴^__^烤肉區很大還有提供烤盤&BBQ烤爐~晚上還有螢火蟲燈氣氛超棒!!但上山的小路很難開~~新手要小心駕駛(難度4顆星星),5,1,2,2,226,2023-06-08T13:36:15+08:00,1,星球帳超美空間環境乾淨獨立衛浴__烤肉區很大提供烤盤BBQ烤爐晚上螢火蟲燈氣氛超棒上山小路難開新手小心駕駛難度顆星星
環境清淨 設備齊全 適合放鬆的好地方,5,1,2,2,2522,2024/4/8,1,環境清淨設備齊全適合放鬆地方
自助式晚餐，有點晚來，有些沒吃到，後面還貼心的問是否有要加點，開心～,5,1,2,2,2421,2024/4/17,1,自助式晚餐晚來吃貼心的問有要加點開心
很多樹林適合安靜放鬆的地方，有步道很適合散步走走， Buffet餐點好吃，又不浪費,5,1,2,2,3729,2023/5/8,1,樹林適合安靜放鬆地方步道適合散步走走Buffet餐點好吃浪費
很讚很讚 非常讚教練超級讚(•̀ᴗ•́)و,5,1,2,2,6308,2022/5/8,1,讚讚讚教練超級讚•̀ᴗ•́و
環境清幽非常適合帶全家一同來提供的晚餐也非常好吃廁所也很乾淨,5,1,2,2,335,2022-02-05T12:02:31+08:00,1,環境清幽非常適合全家同來提供晚餐好吃廁所乾淨
園區不大，但設備很新很乾淨很齊全，很適合都市人週末兩天一夜的行程。最意外的是這邊的親子友善程度，比許多五星大飯店的親子友善做的還好。尿布台還有附急用尿布、嬰兒澡盆、消毒鍋也都有。,5,1,2,2,3937,2022/5/8,1,園區設備新乾淨齊全適合都市人週末兩天一夜行程意外親子友善程度五星大飯店親子友善做還好尿布台附急用尿布嬰兒澡盆消毒鍋
可以免費借桌遊人員態度良好,5,1,2,2,3081,2023/10/8,1,免費桌遊人員態度
風景.燈光 設施都很不錯,5,1,2,2,5740,2023/5/8,1,風景燈光設施不錯
環境優美 食物好吃 服務人員親切,5,1,2,2,2032,2023/7/8,1,環境優美食物好吃服務人員親切
参加漂漂河親子活動，整體是好的，美中不足的是淋浴間不太夠用，等沖澡時休息區一群人坐在中間吸煙，現場工作人員也没有人去說一下，也不知道有沒有吸煙區，他們十多人身上都花花綠綠的從進來到離開，煙就沒斷過，當時真的很想抱緊處理!請業主想想孩子們和家長們的感受，出來玩遇到這群人真的很不開心!,3,0,2,1,4319,2023/5/8,1,参加漂漂河親子活動整體美中不足淋浴間不太夠用沖澡時休息區一群坐在吸煙現場工作人員没有人去說有沒有吸煙區十多人身上花花綠綠離開煙沒斷過真的很想抱緊請業主想想孩子家長感受玩這群真的開心
很幫的超級無敵高級帳篷 很蘇西泳池小孩玩得不亦樂乎很適合親子共遊下次一定還會再來耶～～～～,5,1,2,2,5460,2020/5/8,1,幫超級無敵高級帳篷蘇西泳池小孩玩得適合親子共遊下次還會再來耶
我真的對它的品質和服務感到驚訝！ （來這裡是為了荒野，但我只會評論當地的服務和設備） 住宿：我住在拖車裡，乾淨又漂亮，沒有像其他地方那樣奇怪的氣味。活動：我在墾丁嘗試ATV，但這裡的路線更刺激好玩。河流追踪，教練和工作人員非常樂於助人且專業，設備有點破舊但還可以。景色：無論晴天或雨天，景色都非常壯觀。,5,1,2,2,4263,2023/5/8,1,真的品質服務感到驚訝為荒野只會評論服務設備住宿住拖車裡乾淨漂亮地方奇怪氣味活動墾丁嘗試ATV路線刺激好玩河流追踪教練工作人員樂於助人專業設備破舊但還景色晴天雨天景色壯觀
許久的大自然旅程，第一次和家人朋友一起來高美濕地玩水、拍照、看夕陽看累了就回去用餐、夜間導覽然後最喜歡大家晚上在帳篷裏聚在一起，閒聊小酌吃鹹酥雞人生一大樂事啊～ …,5,1,2,2,2291,2023/5/8,1,許久大自然旅程第一次家人朋友高美濕玩水拍照夕陽看累回去用餐夜間導覽喜歡晚上帳篷裏聚在一起閒聊小酌吃鹹酥雞人生一大樂事
優點：1.風景很美，環境也很不錯2.入住前就幫忙打開了帳篷內的冷氣，覺得很貼心缺點：1.給住客使用的桌子沒擦，上面還有果醬2.菜瓜布沒有換，很多灰色的毛卡在上面，蠻噁心的3.沒有提醒住客吹風機要錢4.給住客使用的冰箱也很髒，毛骨悚然冰箱5.帳篷該洗囉！,4,1,2,2,5848,2023/5/8,1,優點風景美環境不錯入住前幫忙打開帳篷冷氣貼心缺點住客桌子沒擦果醬菜瓜布換灰色毛卡噁心提醒住客吹風機要錢住客冰箱很髒毛骨悚然冰箱帳篷洗囉
很漂亮的營區～～整體也維護得很好喜歡,5,1,2,2,1819,2024/4/17,1,很漂亮營區整體維護喜歡
帳篷新奇 晚餐豐盛 下午茶好吃 晚上風景不錯,5,1,2,2,430,2024/2/7,1,帳篷新奇晚餐豐盛下午茶好吃晚上風景不錯
很棒，很悠哉的享受行程，吃好睡好,5,1,2,2,1849,2024/4/8,1,很棒悠哉享受行程吃睡
很美又乾淨的地方，花香四溢。,5,1,2,2,4060,2023/12/8,1,很美乾淨地方花香四溢
非常漂亮，棒極了！！！！,5,1,2,2,2702,2024/3/8,1,漂亮棒極了
露營車很好睡，唯一問題是感覺有被蟲子咬，在想是塵蟎還是跳蚤。,4,1,2,2,4261,2023/5/8,1,露營車睡唯一感覺蟲子咬想塵蟎跳蚤
漂漂河超好玩，玩一次太少了，下次還要去玩。,5,1,2,2,4956,2018/5/8,1,漂漂河超好玩玩太少下次玩
這次好友特別安排的旅行第ㄧ次的親子露營體驗獻給峇嵐杉丘BBQ火烤餐食豐富服務人員熱情且親切非常適合來趟放鬆野奢露營,3,0,2,1,808,2023/5/7,1,好友特別安排旅行ㄧ次親子體驗獻給峇嵐杉丘BBQ火烤餐食服務人員熱情親切非常適合來趟放鬆野奢
漂漂河好玩小孩子很喜歡,5,1,2,2,4660,2021/5/8,1,漂漂河好玩小孩子喜歡
