,content,status,type,label
5425,切❗️記❗️請走五峰路線❗️切❗️記❗️請走五峰路線❗️切❗️記❗️請走五峰路線❗️🚩導航先設定萊爾富竹東上坪店，到達後，再設定到KT露營區，幫你省下非常多的時間。👉該萊爾富也是最後一個物品補給站營區小巧精緻（碎石地），營主一家超親切，這次在B區(可容納6帳)，我們很幸運3帳包區，營區提供冰箱（冷藏1冷凍1）洗碗精、沐浴乳、洗髮乳、潤髮乳、吹風機，廁所附衛生紙，垃圾分類廚餘桶，小朋友有沙池、戲水池，營區中華電信wifi順暢。,1,1,2
2946,很舒服的營區，大人釣魚，小孩玩水，雨棚包區超讚！。小孩玩沙區如能換成白沙更好,1,1,2
828,超級棒的營地。營地的風景很美喔！,1,1,2
13114,窯烤披薩體驗真的很棒，衛浴設備乾淨整齊😊😊😊😊😊😊😊 …,1,1,2
10104,我去到那工作、以後會很美麗,1,1,2
11645,很棒的農場，老闆老闆娘很親切善良，好空氣好山景，很適合帶著家人一來此起同遊。老闆娘的廚藝非常棒，創意無菜單料理餐，還有很好吃的羊肉爐，絕對值得來品嚐😋😋😋 …,1,1,2
9445,離市區近 優質草地唯獨排水可能需要加強,1,1,2
14237,個人認為，這是一個很適合習慣大雜燴，大鍋炒、及白天不怕吵鬧的人的營區，相鄰帳篷都很接近，並且遵循著晚上10點就寢或無聲。營位擁擠，帳和天幕要搭什麼方位還會被營主碎唸一番，地上沒有太明顯的標示區塊，營釘下的點有點偏移也會被指正。廁所和浴室很明顯無法應付週六的五~六十帳的人潮，熱水只提供晚上6-12，尖峰時段排好排滿，水壓更是不穩定，冰箱冷凍冷藏塞超滿，食材被壓的亂七八糟，也有遺失找不到的。營位旁插座電壓相當不穩定，或許跟使用人數多寡一點關係，夏天可能比較容易面臨到跳電問題。夜衝建議要10點前到，因為晚上10點後到，大門是直接上鎖。營區是打掃和維持的很乾淨，大概是敝人和朋友們不太適合這類型的營地。來這營地前建議還是先看一下營地須知及規定，因為一不小心就違規，你就等著被唸。,0,1,1
2139,這個營區我覺得比較適合冬天去，六月太熱，還有一個問題就是夏天螞蟻很多要注意。,1,1,2
10554,風景美，還可看日出。...運氣好，還可以看到雲海。,1,1,2
8366,我們很大團，露營前已經說過會吵，所以我們要包場晚上10點要求我們小聲且要熄燈，垃圾桶給不足，卻要我們分類清楚，廁所衛生紙沒了，要我們自己去補，營主處理事情的態度還有很大的改善空間，知道經營不容易，大家都是能商量跟配合的，希望能再改進，不然枉費了一個好營區,-1,1,0
10335,非常棒的露營地適合帶小孩子來玩,1,1,2
14571,風景優美真要挑毛病，就是熱水下午才有歐,1,1,2
9774,小巧的露營區，浴室很大，打掃頻率不高，營主很熱情，會帶領大家去砍竹子自己做竹籤，附贈的烤山豬肉好吃👍 光害少，天氣晴朗時，可以看到很清晰漂亮的星空，也可看到少許的螢火蟲 …,1,1,2
6834,地勢平坦不會太高老闆老闆娘讚讚讚！人非常好喔！待人親切有親和力 ！營區全部由老闆親手打造環境乾淨整齊 擁有停車空間還有小小步道可以遠看風景，呼吸新鮮空氣，散散步消化喔！,1,1,2
7958,地方大，草皮舒適。建議浴室加裝/沐浴乳等放置架，這樣洗澡會更方便。,1,1,2
2640,服務很好。第一露～平日很安靜幾乎包場了,1,1,2
805,營區夜晚螢火蟲就閃閃在帳篷上。1、露營區生態友善，晚上7-8點熄燈，螢火蟲就在營區飛舞，後面小林還整片的，好美！2、若廁所與浴間分開會更好。3、這營區今年1月換營主經營，很用心且還送大家手作小禮，真窩心！,1,1,2
4420,路上指標及照明需加強增加安全性，營區內主要車道希望做點照明以及增加護草墊。這次入住C4.5兩帳包區+車子停區內，我們一大帳一中帳空間算剛好有活動空間，但如果是兩個大帳就會感覺一點點點壅擠。我看其他兩招包去的好像也都差不多。一帳包區的位置就超級大。衝忙忘記帶打氣的，臨時跟營主借充氣pump還好營主有，不用繼續難為情跟露友借。我們也情義相挺幫忙搭沙坑的天幕不讓孩子們曬太陽。進入晴空小徑完全無法會車及低底盤須注意，四.五個急轉上坡髮夾彎，夜衝路況不熟挺危險的。進入後周遭沒有其他露營區，所以不用被其他人干擾，這個挺不錯的。做弓箭活動也挺不錯的。後方營主多肉種植很棒唷，可以上去購買參觀。整體上大致ok，無須改善什麼。,1,1,2
7159,親切的爺爺奶奶，可以喝爺爺泡的茶，謝謝招待。,1,1,2
5464,營主人很和善，有問題反應就馬上處理了，環境整理的很好，有飲水機也有冰箱，衛浴也乾淨，還有提供衛生紙，營位很大可打羽球，還有戲水池跟攀岩石頭溜滑梯，小孩玩的不亦樂乎，沙池就沒玩到了……可能因為大片草皮的關係，營主還自製了曬地墊的架子，收帳時可以用，而且還在小孩玩的區域都做了防曬的，真的很貼心＾＾唯一缺點是有蚊蟲和小黑蚊，不過在附近景點逛了一圈發現不只露營園區有，其他景點也幾乎都有小黑蚊……小孩狂被咬，一直抓，但他們卻說下次還要來，說LoLo營區好玩……建議穿長褲，帶防蚊的！,1,1,2
11943,露營區規劃周全擁有衛浴設備，各營帳還有自己的垃圾分類筒、洗手台。營區還有餐廳提供午、晚餐當地原住民料理。自己野炊或餐點由營區提供都可以。白天還可以走步道繞一圈約三個小時，樟木群步道，可以走到下一個部落在繞另外一條步道回到營區。夏天還可以到溪中泡泡水。,1,1,2
14253,場地寬敞，沙地、水池、滑梯、腳踏車，小孩玩到不想回家！,1,1,2
2188,營主很客氣，人也很好喔~。1. 老闆因客戶需求有來電詢問可以換位置嗎，因不介意所以更換。當天老闆一直很客氣的來說抱歉。2. 一大早老闆就因小朋友要求水池放水來玩，沒多久有小朋友吐一小口痰在裡面，請老闆更換；老闆二話不說就更換水，並簡單的清洗。總體而言是可不錯的營區喔!,1,1,2
10502,場地有點小，推薦天湖露營區,0,1,1
7754,廁所超級乾淨，真的很加分營地空間也給得很大方我們只是小帳小天幕，一整個周圍好空，營繩高興怎麼拉就怎麼拉前方有矮樹，以為沒景可看，沒想到看到雲瀑，傍晚還住在雲裡面，超級浪漫,1,1,2
12468,用心經驗的營區，乾淨，舒服👍 …,1,1,2
13476,10/28/2023以雨棚為主的露營區帳與帳之間頗近，營位不大，帳篷太大收搭容易左右影響，滿帳時也會很擁擠，是碎石地但會附兩片人工草皮墊，每個營位都有一組桌椅，很方便。基本上沒有景色可看，單純吃飯聊天的話很適合衛浴廁所在同一間沒有分男女，還算乾淨，清晨會有雞啼聲，沒遇到蒼蠅蚊子少許小黑蚊跟黑螞蟻有冰箱冰櫃但沒有飲水機，營主表示洗手台為山泉水，可煮沸飲用。,1,1,2
7478,很棒的環境～農場主人很熱情，離溪邊很近，廁所也很乾淨呢！還有廚房可以用，不用帶一堆鍋碗瓢盆🥰晚上還可以抓蝦~超天然的環境~ …,1,1,2
169,衛浴需改善。浴室廁所，牆面高度太低,1,1,2
3508,不錯的營區 有氣墊城堡 還有搗麻吉活動 直得再去的營區,1,1,2
5642,景色優美營主人好很親切～微解封期間營主有做好減帳～環境乾淨,1,1,2
1924,交通方便。兒童設備不錯，但蚊子有點多,1,1,2
14892,雖然看過評論，也知道水溫不穩定，但連假的實際經驗是水溫極度不穩定，以為有熱水盛水開始洗，結果一下又沒有熱水⋯⋯⋯想說再等一下可能有熱水，結果完全沒有！同行四帳都分段洗，還是無法避免⋯⋯，熱水變冷水的速度太快，讓人應變不及⋯⋯,-1,1,0
13021,非常非常棒的營地，風景美，營主也相當熱情，像朋友一樣，值得一來再來！,1,1,2
3910,營主很熱情，環境隨時都維護得很乾凈！！,1,1,2
4059,上山路小了一點!其他都是一級棒!!,1,1,2
14948,第一次遇到會主動拿椅子過來的老闆😆老闆跟老闆娘人很熱情而且很親切，讓人有被認真對待的感覺最重要廁所的洗澡水很熱，冬天洗澡覺得超舒服！ …,1,1,2
3644,讓人覺得很舒服的營地。雖然帳跟帳距離比較近，但平日去完全沒這個問題，營主夫妻人很好，謝謝你們,1,1,2
14430,⛰️：300公尺以下🚗：好開🐶：無養寵物、有野貓🚿：水壓充足🚰：無飲水機車子集中停放無空地可會車、連假遇到滿帳 車子進出不方便,0,1,1
229,距離市區近交通方便，想來個輕鬆露營什麼都不帶也很好買到食物。,1,1,2
1444,安靜的營區 隱密性夠E2,0,1,1
9254,花舞山嵐之星知心露營區，除了可新賞天地所豐富的山林，有眾多好杉樹木可觀賞，如紅衫、油杉～族繁不及備載！尚有青鋒、杜鵑花、優雅的杜松、豬籠草、綠葉聖蕨、金邊虎尾蘭，鄂瓣蘭、桃樹、佛光樹、牛樟樹～更厲害的是受日本花商喜愛的虎頭蘭。園區約4甲地，可盡興的遊園喔！運氣好的花可以看到雲海及捶手可得的夕陽在你面前玩起捉迷藏的遊戲，曾經為了追逐它，我在蘭花園百米奔跑，只為了像個蛋黃的夕陽，實在是美極了！另外也意外發現園區內居然有營火蟲，能見到滿滿的營火蟲可見未過度開發，ㄧ閃一閃亮晶晶的，活像是聖誕節的聖誕花燈的綻放，美呆了！非常的療癒！如果走累了，還可以點杯咖啡、點個簡餐，同時還可以放鬆緊張的節奏，觀賞自然能自我找到治癒心的方法。感謝天地讓我們人類和大自然共同生存，也感謝莊主的無私，對大地的奉獻。,1,1,2
1687,"不錯的營地。旁邊就是小溪,溪水很清澈,有游池還可以釣魚,適合一家大小去玩",1,1,2
4498,"有保公共險的營區,非常棒!。營區非常乾淨，垃圾分類清楚。當天有車因駕駛疏忽而滑落小坡,車主送醫後返家,營主一人請吊車來、忙著善後,臉上卻沒有絲毫不耐。我們待到下午三四點才走，看著營主處理所有細節，心裡只有佩服再佩服!他說,營區有保公共險,沒有人受傷最重要,其他都是小事。孩子們很喜歡溪遊記,大人們也因為學習到一課而深受感動!謝謝!",1,1,2
1059,下次考慮。草皮c區離衛浴太遠,1,1,2
4652,優質親子營地，值得推薦!!。非常優質的營地，營區不大，草皮對於有小朋友的我們實在親切，營主人很客氣，還特別準備好游泳池，讓小孩玩到不想結束，大人可以比較輕鬆，結束後還熱情跟每個露友再見，非常推薦給有小孩或是家庭團露。若要說小小缺點的話，就是天氣熱時衛浴空調較不通透，洗完澡還是滿身汗^^。,1,1,2
14317,環境優，沒有小黑蚊，適合全家大小的露營區,1,1,2
2628,導航找不到的營區~除此外營區老闆服務很好喔~還會摘龍眼請我們吃~,1,1,2
2630,吳先生服務週到 去到魚池滿滿收穫 後來都放生 大家都很開心 樟腦寮車站 雲海超美,1,1,2
6988,非常非常棒的營地，營主用心、環境乾淨、活動有趣一定要去的營地哦!!,1,1,2
12989,超讚ㄉ地方油桐花滿山都是超級多竹筍免費採營主讓我們自行取採摘竹筍當晚餐，真的新鮮的吃起來最鮮甜可口，衛浴還蠻大的不錯夕陽拍起來真的很美， 還有野生山羌在路上閒逛還不理人也不給摸真討厭，哈哈哈,1,1,2
7091,非常喜歡這個露營區 景色優美 老闆娘設想的貼心周到並非常的客氣。下次一定會在去。祝福老闆手術順利成功 早日康復。,1,1,2
14260,營主超熱情跟細心的，有機會再來拜訪,1,1,2
6620,營區是全石頭地  一般釘子完全沒辦法插晚上還會沒熱水  洗澡洗到一半快冷死了,-1,1,0
9752,很棒的營區！會想在去一次👍 …,1,1,2
11382,草地不夠平整，泥土裡不少石頭很難下釘廁所很多馬桶壞掉，清潔維護沒有很好好處是有螢火蟲可以看,-1,1,0
3903,老闆很熱情風趣，營區很棒,1,1,2
8397,環境還不錯，老闆娘 老闆人都不錯！快到時路很小 開車要小心 中午後容易起霧,1,1,2
15354,36O度觀景臺，真的太漂亮了。,1,1,2
4581,營主很貼心很客氣會提醒也會前來關心，衛浴很乾淨而且不跟人共用，整體都不錯會想再二訪的營區,1,1,2
8600,老闆熱情招呼，風景美不勝收，熱水穩定，放鬆好地方,1,1,2
13723,好的營主，好的營區，好的感受，用心經營，難怪熱門到一位難求，絕對會再訪唷,1,1,2
2974,營區很乾淨!廁所也很乾淨!非常棒~,1,1,2
11775,很棒的營地，營位空間規劃的很好，帳與帳中間都還留有走道的空間。營主人也很好，一直看他再清潔浴室及廁所，浴室有沐浴乳及洗髮精，廁所洗手台也有洗手乳跟酒精消毒，在疫情期間露營防疫措施都有顧及到，非常加分。另外小插曲，營位旁邊樹上爬了一點小螞蟻，營主也很熱心的拿驅蟲劑主動來幫我們驅趕，一下子螞蟻就消失的無影無蹤，隔天也主動關心我們還有沒有螞蟻，真的很感謝^_^。離玉里市區不到10分鐘車程，覓食也非常方便，這次露4天3夜全部沒有自炊，輕鬆露營的好營地。,1,1,2
7793,光是營主及營主媽媽的熱情已值5顆星，泳池美冰箱冷廁所乾淨，還有營主媽媽的手作好厲害👍 …,1,1,2
3419,很好的景觀，很友善的營主，但營位略小，且營位安排很有問題，有營位超收的狀況,1,1,2
6256,營區很漂亮，有螢火蟲，但蒼蠅很多，衛浴不方便，露營剛好遇到大雨，排水一般,0,1,1
6498,寬敞舒適方便乾淨的露營區,1,1,2
12559,風景好，衛浴設備乾淨，熱水來得快且穩定，露營起來很舒服⛺️,1,1,2
14924,營主親切，洗澡水溫夠熱（但是記得裝水桶，比較不會太燙喔！）,1,1,2
9786,營主會帶你體驗 原住民文化 到溪裡玩水 很特別的體驗 淋浴間超大 晚上星星超漂亮,1,1,2
5664,很讚的露營區~大推~，美麗的夜景~乾淨的環境和衛浴設備~熱心熱情的露營區主人，太多的好一次說不完，就是👍到不行，我一定會在來的。 …,1,1,2
8597,涼爽舒適很適合放空的旅遊,1,1,2
7891,草皮厚實、水壓穩定、柿子超甜,1,1,2
5116,設施乾淨舒服。環境優美舒適。,1,1,2
1096,很用心的營區。。第一次在營區碰到全區大斷電，（原因：松鼠誤爬到電箱，營主說並非第一次了！），而營主應變措施+及時處理做的很好！電力在早上8-9點已維修好，很棒的營區～歡迎大家來體驗！A區廁所很乾淨！,1,1,2
3411,希望能增添多些衛浴、水槽。孩子活動空間較少。,0,1,1
8271,場地非常大，很適合大家庭跟團體活動出遊。營主非常熱情。營區有販售營主自己種植的乾香菇、自己野外採集的野密。但是收費方式跟其它營區不一樣，建議預定時要詢問。,1,1,2
14824,很棒的營地，營主夫婦人也很nice，讓我們享用他摘種的金吉，天氣好還可以欣賞的絕美夜景,1,1,2
10749,階梯式營區，每一區都有市區夜景可以欣賞，水廁乾淨，海拔不高，營區的路坡度很斜，地盤低的車需先跟營主說，很不錯的營區,1,1,2
1618,營主很熱情，還有招待南非茶。有小朋友的遊戲釣魚池，玩得很開心，營區內的水泥路不平坦，走的時候要注意。。電壓稍嫌不足，而且只有兩孔插座，使用電器要注意,1,1,2
14159,老闆人很好！很棒的營區！,1,1,2
14999,這次搭在夜景區，此營區路況還不錯，僅最後有連續髮夾彎需注意，其餘無困難,1,1,2
3349,"遇強風,雨棚靠近馬路,會有點吵~",1,1,2
15122,溪水很涼熱水不限時CP值很高,1,1,2
5639,2021/10/8-10/9雙十連假兩天一夜營主好好客，會隨時注意小孩安全（很少有營主會注意小孩，超佛心）廁所無敵乾淨，完全沒有臭味（女兒有廁所潔癖，這個營區她敢上廁所）唯一缺點只有，上山只有單向完全不能會車，建議要管控上下山車輛環境保護很好，沒有什麼螞蟻大兵推推推爆他⋯夏諾營露營,1,1,2
5091,營主很親切、熱心、值得再去,1,1,2
8899,第一次露營就選擇這邊，一切都很完美留下美好的回憶😊營區有一大片茶園品質很漂亮，營主也主動拿了他們茶葉跟我們分享衛浴廁所很明亮乾淨，幫小朋友洗完澡出來還有一區可以穿衣服不會馬上接觸到戶外冷空氣，這一點非常貼心很適合親子的家庭拔營前在收行李時，營主還來跟我們聊天分享他的露營跟露營車經驗，整個很親切規定拔營時間是12點，但我們收完帳還讓小朋友在草皮區拍照玩耍了一下，實際離開發現已經12:30（有點不好意思）但營主也沒有來趕人，離開後營主還有傳訊息說歡迎下次再來遊玩...以上，環境與低海拔對初露的親子家庭來說已經覺得無可挑剔👏,1,1,2
253,北部方便。適合２天一夜不會那麼趕,1,1,2
7045,環境整潔，營主親切，完全能在這放鬆休假，景觀佳，營區花花草草都是營主細心照料，非常值得推薦,1,1,2
7444,營區整理的好乾淨，環境清幽，還提供焚火用的乾柴！值得再度造訪遠離塵囂的好營區！,1,1,2
14493,先講幾個重點1，廁所營主維護的很乾淨（露友弄髒不能算在內）2，營主很陽光，很耐斯，講話雖然淡淡的，但是感受的到他的熱情3，營地的編配，營主其實也是很隨心，只要他能答應你的，你都可以按照你的方式下去搭營4，近距離與小動物（兔子）接觸我喜歡這邊自然的環境，但是無法避免附近的農地影響，因為施肥有蒼蠅，營主也很是無奈而且兔子便便，都不臭內當其他不認識的露友帳篷有問題時，營主也會想辦法盡量協助，真的是一個很有耐斯的營主現場兔子很多，我自己算一算將近20隻（沒看到的不知道有幾隻，當大家要開車的時候真的要注意車子地下的兔子，不要傷到他們了謝謝營主送我們小孩零食吃，真的很感謝你還要提醒一點喔，冰箱的上層是冷藏，下層是冷凍，不要冰錯了喔唷（看到起司跟水果都結冰了，不知道是那位露友的）,1,1,2
13238,老闆人很好，景色很棒，衛浴設備很乾淨，讚!,1,1,2
15124,環境清优.場地大.老闆很好,1,1,2
13606,貨櫃屋收費不便宜，環境像工寮，但營主很熱情,0,1,1
6863,很放鬆的露營地🏕️ …,1,1,2
14185,前往營地的路非常好開，有提供親子設施 (溜滑梯、腳踏車、籃球、沙坑、泳池等)、冰箱、飲水機，草皮活動空間也很大，整體來說，是一個很舒服的營地，營主人也滿Nice的。可是1.洗澡有限時間 (晚上12:30前)，白天沒熱水。2.裝備只能在草地旁邊的柏油路下，可是柏油路大概只有不到3米寬，下裝備會有壓力，因為下裝備的時候，勢必會擋到後面的車。3.適合腳踏車騎行的空間就只有柏油路，可是柏油路很窄。4.撤帳時間比較硬，很多營地在收假當天會有比較大的彈性時間。5.海拔低，可以看到星星，最大光害是門口那盞路燈，如果可以手動開關就好了。6.A區3帳之後距離護草墊放置區雖然不遠，但會很累。整體來說，還是會在營地的口袋名單中，但下裝備不能在草地下，真的是個硬傷，希望營主可以思考一下解決的方式。,0,1,1
8636,那邊很涼，很適合在那邊露營，也可以看到日落，只是遠了點而已，真的很值得。,1,1,2
12227,離市區近，放鬆的好地方,1,1,2
1398,夜景十分壯闊，會讓人想再去的營地,1,1,2
5049,營主親切。景觀稍被樹叢擋住，要找到無遮蔽的地方才能瞥見山巒疊嶂景色，浴廁乾淨，但若有提供洗髮、沐浴用品會更好,0,1,1
5058,第一次來，剛好一直下雨，但營主人很客氣,1,1,2
5553,很棒的地方！業主樂於助人、樂於助人、友善且勤奮。幫助我們的那位女士非常友善。這個地方乾淨且維護良好，有足夠的空間可以紮營。可通往便利商店，距離市場/雜貨店僅幾分鐘路程。期待再次在這裡露營。 👍 …,1,1,2
8362,一個很舒服的露營地 值得讓人在回露 已加入最愛之一 謝謝營主的招待 值得推薦,1,1,2
10194,營區環境乾淨安全舒適營主服務親切和善用心,1,1,2
10949,"營主個性豪爽，擁有原住民文化的開朗性格，本身羅營主又是教育者，很注重營區的衛生與整體規劃,去露營有種找老友敘舊的感覺很棒，雖然是小巧的露營區，但是營位的位置夠大可以一廳一帳，算是不錯的露營環境，",1,1,2
15369,風景很棒、設施完善！感覺很用心在維護環境！我們訂了平日三天兩夜！第一晚遇到的露友都很有水準，非常好入眠！但第二天營主告知我們，晚上有三帳凌晨一點夜衝，就在我們附近的營位！沒有看錯！凌晨一點！！請問營主，凌晨一點你還接夜衝，不怕影響別的露客嗎？當天我們沒有留下來，下午直接收帳走人！不會介意半夜有人搭帳、敲打營釘的人！這裡可以來碰碰運氣！,0,1,1
15133,露營區很乾淨，營主也和善，幾乎全區都有頂棚。個人覺得可以再加強的是：衛浴數量真的不足，廁所全區只有兩處共五間，浴室全區兩處共五間；營位雖有頂棚，但是高度只能讓客廳帳勉強維持在最低高度，昨夜風大，頂端被磨破了。營位雖說是4×5公尺，但是當要搭帳蓬時，發現水泥地板不能固定，只好用彈性繩去拉柱子，風大時，感覺連地舖都要飛起來了，而且與鄰居距離感覺很近，還好是自己人，呼聲就不計較了。,1,1,2
