content,rating,status,type,label,sequence_num,publishedDate,origin,text,synonyms
讓人覺得很舒服的營地。雖然帳跟帳距離比較近，但平日去完全沒這個問題，營主夫妻人很好，謝謝你們,5,1,1,1,5191,2022/8/5,1,舒服營地[MASK]距離平日營主夫妻謝謝你們,讓人覺得很舒服的營地。雖然帳跟帳距離比較近，但平日去完全沒這個問題，營主夫妻人很好，謝謝你們
營位不多環境安靜清憂，衛浴設備乾淨完善，景色多變，夜景也很優！,5,1,1,1,4671,2019/5/9,1,營位環境安靜清憂衛浴設備乾淨完善景色多變[MASK]優,營位不多環境安靜清憂，衛浴設備乾淨完善，景色多變，夜景也很優！
第一次露營就是來這邊，留下很好的印象營區小而美，環境很舒服新手露營有些裝備沒帶齊的營主都很願意幫忙廁所超級無敵乾淨有機會會再來訪～,5,1,1,1,287,2021/5/8,1,第一次留下印象營區[MASK]環境舒服新手[MASK]帶齊營主幫忙廁所超級無敵乾淨機會來訪,第一次露營就是來這邊，留下很好的印象營區小而美，環境很舒服新手露營有些裝備沒帶齊的營主都很願意幫忙廁所超級無敵乾淨有機會會再來訪～
露營環境還算可以，但營主對於夜間噪音的管理實在不佳。晚上有幾個人宵夜到深夜，不僅大聲吃喝，還不停地嬉鬧，完全不顧旁邊其他露營者的休息需求，吵鬧聲一直持續到凌晨，讓人實在難以入睡，影響了整體露營的體驗。,2,-1,1,0,4841,2023/05/09,0,環境[MASK]夜間噪音管理確實很差[MASK]幾個晚飯[MASK]大聲吃飯喝酒玩忽略旁邊剩餘需求噪音持續清晨確實入睡影響[MASK]體驗,露營環境還可以，但是所有者對夜間噪音的管理確實很差。在晚上，有幾個晚飯到深夜。他們不僅大聲吃飯和喝酒，而且一直在和他們一起玩，並忽略了旁邊其他露營者的剩餘需求。噪音一直持續到清晨，這確實使入睡並影響了整體露營體驗。
車道跟場地的安排還行，比較適合中小型團體。設備也還算乾淨。,3,0,1,0,3681,2019/5/7,1,車道場地安排行適合中小型團體設備[MASK]乾淨,車道跟場地的安排還行，比較適合中小型團體。設備也還算乾淨。
喜歡這個營區的環境和溫馨氣氛！隔壁新開餐廳非常有特色，想再去！,5,1,1,1,5437,2023/12/7,1,喜歡營區環境溫馨氣氛隔壁新開餐廳特色[MASK],喜歡這個營區的環境和溫馨氣氛！隔壁新開餐廳非常有特色，想再去！
這裡的衛浴設施確實有待加強，尤其是對於女性來說，周遭出現蠻多昆蟲的情況會讓人感到不太舒適。,3,0,1,1,4338,2022/01/07,0,確實浴室設施女性[MASK]中有昆蟲感到舒服,確實需要加強這裡的浴室設施，尤其是對於女性，周圍環境中有很多昆蟲使人們感到不舒服。
廁所的設置真的需要改善！1. 還是希望廁所和淋浴間能夠分開，不然每次使用都感覺不太衛生。2. 網路上給出的衛浴分配圖和實際情況差得太遠，實際上連只有兩間廁所，讓十幾帳的露營客都要共用，排隊等候真的是磨人！3. 營區的走道設計也滿需要調整的，從我的位置到營本部幾乎都得穿過別人的帳篷，實在不太方便。如果從五葉松不經過人家的帳篷，坡度又太陡，小孩經常跌倒真的讓人擔心。4. 還遇到一些音量過大的露友，連續兩天都在卡拉OK，影響到大家的休息。5. 不過這裡的地點倒是還不錯，離周邊的景點都很近，讓我不至於太失望。,3,0,1,1,1222,2019/01/07,0,廁所設置確實改進希望分開廁所淋浴每次衛生互聯網給出浴室分[MASK]情況太遠[MASK]兩個廁所[MASK]十幾個排隊等候確實[MASK]道區域設計調整位置營地總部所有人[MASK]帳篷這並Wuyatong穿過帳篷坡度[MASK]孩子跌倒真的[MASK]我還裸露朋友[MASK]體積太朋友連續兩天[MASK]Kara正好影響休息位置不錯接近景點太失望,廁所的設置確實需要改進！1。我仍然希望可以分開廁所和淋浴，否則每次都不會衛生2。互聯網上給出的浴室分配圖和實際情況太遠了。實際上，只有兩個廁所，因此必須共享十幾個露營者，排隊等候的人確實在磨！3。過道區域的設計也需要進行調整。從我的位置到營地總部，幾乎所有人都必須穿過別人的帳篷，這並不方便。如果Wuyatong不穿過別人的帳篷，坡度太陡了，孩子經常跌倒的真的是令人擔憂的4 。我還遇到了一些裸露的朋友，這些朋友的體積太多，這些朋友連續兩天在卡拉（Kara）正好，影響了每個人的休息5。但是，這裡的位置還不錯。它非常接近周圍的景點，因此我不會太失望。
空間大不超收，浴廁非常乾淨。搭帳空間大，不超收，有大草皮和沙坑讓小朋友奔跑丟飛盤，浴廁非常非常乾淨，唯一缺點是鄰近果園下午會有蒼蠅。夕陽很美，營主親切。,5,1,1,1,5639,2023/12/12,1,空間[MASK]浴廁乾淨搭帳空間超收有大草皮沙坑小朋友奔跑[MASK]飛盤浴廁乾淨唯一缺點鄰近果園下午蒼蠅夕陽美[MASK]親切,空間大不超收，浴廁非常乾淨。搭帳空間大，不超收，有大草皮和沙坑讓小朋友奔跑丟飛盤，浴廁非常非常乾淨，唯一缺點是鄰近果園下午會有蒼蠅。夕陽很美，營主親切。
"全天24H有熱水的營區,草皮區空間大適合小朋友玩.。1.雨棚區地勢是斜的,不適合搭帳棚,建議可以鋪平.",5,1,1,1,110,2018/12/19,1,[MASK]24H熱水營區草皮區空間適合小朋友玩雨棚區地勢斜[MASK]搭帳棚建議鋪平,"全天24H有熱水的營區,草皮區空間大適合小朋友玩.。1.雨棚區地勢是斜的,不適合搭帳棚,建議可以鋪平."
浴廁非常滿意，因為下大雨的關係，營主也讓我們去雨棚遮雨煮伙食，也讓我們晚一點收帳，服務很好,5,1,1,1,672,2017/10/15,1,浴廁滿意因為大雨關係營主[MASK]遮雨煮伙食晚一點收帳服務,浴廁非常滿意，因為下大雨的關係，營主也讓我們去雨棚遮雨煮伙食，也讓我們晚一點收帳，服務很好
場地很乾淨老闆非常nice缺什麼老闆都會熱心幫忙洗澡間廁所都不遠很方便租裝備也不貴記得要租充氣床墊才能一夜好眠喔兩天一夜我們租六人帳+客廳帳+桌椅組+床墊=4400還會幫你把帳棚搭好好的對於初露的人來說非常有善寵物要用牽繩或抱著不要讓祂尿在帳棚我都帶去樹那裡尿,5,1,1,1,887,2024/3/7,1,[MASK]乾淨老闆nice缺什麼老闆[MASK]幫忙洗澡間廁所不遠租[MASK]不貴記得租充氣床墊一夜好眠喔兩天一夜[MASK]客廳帳桌椅組[MASK]4400[MASK]幫帳棚搭好好初露有善寵物要用牽繩抱著祂[MASK]帳棚樹尿,場地很乾淨老闆非常nice缺什麼老闆都會熱心幫忙洗澡間廁所都不遠很方便租裝備也不貴記得要租充氣床墊才能一夜好眠喔兩天一夜我們租六人帳+客廳帳+桌椅組+床墊=4400還會幫你把帳棚搭好好的對於初露的人來說非常有善寵物要用牽繩或抱著不要讓祂尿在帳棚我都帶去樹那裡尿
很悠閒的地方，老闆超級無敵親切，必點老闆私房桶仔雞，非常適合帶小朋友來，環境衛生,5,1,1,1,6187,2019/5/7,1,悠閒地方老闆[MASK]無敵[MASK]必點老闆私房桶仔雞非常適合小朋友環境衛生,很悠閒的地方，老闆超級無敵親切，必點老闆私房桶仔雞，非常適合帶小朋友來，環境衛生
適合冬天露營的地方。景色優美，真的離塵不離城，洗碗槽再加個照明會更棒，下次會再想去團烤,4,1,1,1,1131,2018/12/16,1,適合冬天地方景色優美真的離塵不離城洗碗[MASK]加個照明棒下次想[MASK],適合冬天露營的地方。景色優美，真的離塵不離城，洗碗槽再加個照明會更棒，下次會再想去團烤
在這裡露營的話，自己準備的裝備會比較好，因為營主提供的器材常常不太符合實際需要，導致體驗不佳。,1,-1,1,0,219,2023/05/07,0,設備更好因為該營提供設備需求[MASK]導致經驗不佳,如果您在這裡露營，您準備的設備會更好，因為該營提供的設備通常與實際需求不符，從而導致經驗不佳。
有小黑蚊 不怕小黑蚊的可以 （這是自然界提供參考）包區跟隔壁區帳篷緊緊相連 帳尾連帳尾！沒有網路美美的設施只有殘破不堪的設施可以照相 其它的懶的拍了～沒鋼琴 教堂️因為有露客不好意思近拍 確實有點不堪入目～～～與網路美照相差甚遠⋯⋯⋯劃分區域安排確實不太好太密集了 露營及訪客價格自行參考 兩帳包區2200 夜衝600提供大家參考囉本人只有這次了～～～～,1,-1,1,0,5618,2021/5/7,1,小黑[MASK]小黑[MASK]這是自然界提供參考包區隔壁區帳篷緊緊相連帳尾連帳尾網路美美設施殘破不堪設施照相[MASK]拍鋼琴教堂️因為露客[MASK]拍確實不堪入目網路美照相差甚遠劃分[MASK][MASK][MASK]不太好太密集訪客價格自行[MASK]兩帳包區2200夜衝600提供參考囉,有小黑蚊 不怕小黑蚊的可以 （這是自然界提供參考）包區跟隔壁區帳篷緊緊相連 帳尾連帳尾！沒有網路美美的設施只有殘破不堪的設施可以照相 其它的懶的拍了～沒鋼琴 教堂️因為有露客不好意思近拍 確實有點不堪入目～～～與網路美照相差甚遠⋯⋯⋯劃分區域安排確實不太好太密集了 露營及訪客價格自行參考 兩帳包區2200 夜衝600提供大家參考囉本人只有這次了～～～～
#我們這一家第7露#萬聖節露營趴這裡場地是梯形狀，雖然不大但是有沙坑跟飄飄河，很適合小孩遊樂營主有辦小活動就是撈魚活動，但我覺著很殘忍 只讓孩子參與ㄧ下就好了。 基本上來說 適合小型團露沒什麼蚊子 蒼蠅 有昆蟲是正常的戲水區水很冰涼 夏天消暑帳棚是跟營地租借免搭帳  方便!,5,1,1,1,1084,2021/5/8,1,一家露萬聖節趴[MASK]梯形狀沙坑飄飄河適合小孩遊樂營主有辦小活動撈魚活動覺著殘忍孩子參與ㄧ適合[MASK]團露[MASK]蚊子蒼蠅昆蟲戲水區水冰涼夏天消暑[MASK]營地[MASK]免搭帳,#我們這一家第7露#萬聖節露營趴這裡場地是梯形狀，雖然不大但是有沙坑跟飄飄河，很適合小孩遊樂營主有辦小活動就是撈魚活動，但我覺著很殘忍 只讓孩子參與ㄧ下就好了。 基本上來說 適合小型團露沒什麼蚊子 蒼蠅 有昆蟲是正常的戲水區水很冰涼 夏天消暑帳棚是跟營地租借免搭帳  方便!
抵達營地的前十分鐘山路較崎嶇，建議底盤偏低的車要考慮，也不建議夜衝；營地草坪遼闊、廁所乾淨，但蒼蠅非常多，營主說是隔壁茶園在施肥飛過來，營主很貼心的提供補蠅板，但黏了十幾片還是非常多⋯建議來之前可以先詢問營主。,3,0,1,0,4934,2023/5/8,1,抵達營地前十分鐘山路崎嶇建議底盤偏低車要建議[MASK][MASK]草坪遼闊廁所乾淨蒼蠅營主說隔壁茶園施肥飛過來營主貼心提供[MASK]板黏了十幾片[MASK]先詢問[MASK],抵達營地的前十分鐘山路較崎嶇，建議底盤偏低的車要考慮，也不建議夜衝；營地草坪遼闊、廁所乾淨，但蒼蠅非常多，營主說是隔壁茶園在施肥飛過來，營主很貼心的提供補蠅板，但黏了十幾片還是非常多⋯建議來之前可以先詢問營主。
來這邊可能要注意一下，夏天小黑蚊超級多...和會飛的小蟑螂，洗手台的水有點混濁。優點是個生態豐富的營區，靠近比該溪，溪水清澈。被叮了快三個禮拜還沒好...大家要注意小黑蚊。,3,0,1,0,4177,2020/5/8,1,夏天小黑[MASK]超級[MASK]蟑螂洗手台水混濁優點生態營區靠近比該溪溪水清澈叮三個[MASK]還沒好小黑蚊,來這邊可能要注意一下，夏天小黑蚊超級多...和會飛的小蟑螂，洗手台的水有點混濁。優點是個生態豐富的營區，靠近比該溪，溪水清澈。被叮了快三個禮拜還沒好...大家要注意小黑蚊。
這裡的蚊子真的多到讓人難以忍受，晚上幾乎無法安穩入睡。廁所的衛生狀況也相當糟糕，總讓人感到不舒服。而且浴室的設計很不方便，進去前還必須脫鞋，讓人覺得徒增麻煩。此外，洗澡的熱水時冷時熱，根本無法享受一個舒適的沐浴經驗。,2,-1,1,0,568,2023/05/08,0,[MASK]真的難以忍受晚上穩步入睡廁所衛生[MASK]舒服浴室設計不便[MASK]鞋子這會感到麻煩浴缸熱水冷又熱享受舒適沐浴體驗,這裡的蚊子真的難以忍受，幾乎不可能在晚上穩步入睡。廁所的衛生也很糟糕，這總是不舒服的。此外，浴室的設計非常不便。進入進入之前，您必須脫下鞋子，這會讓人們感到麻煩。此外，浴缸的熱水又冷又熱，根本不可能享受舒適的沐浴體驗。
衛浴乾淨，熱水穩定，冬日各區提供熱水洗碗槽。草皮植披養護好。正值櫻花季，山櫻.富士櫻，粉色桃色，點綴山野，景色優美。,5,1,1,1,1041,2023/5/7,1,衛浴乾淨熱水穩定冬日各區提供[MASK]洗碗槽草皮植披養護櫻花季山櫻[MASK]櫻粉色桃色點綴[MASK]景色優美,衛浴乾淨，熱水穩定，冬日各區提供熱水洗碗槽。草皮植披養護好。正值櫻花季，山櫻.富士櫻，粉色桃色，點綴山野，景色優美。
小而美的營區。搭在雨棚區，廁所很乾淨，有另一處雨棚桌椅可以利用。美中不足是睡覺會聽到冰箱馬達的聲音。,5,1,1,1,725,2022/5/4,1,小而[MASK]營區搭[MASK]區廁所乾淨一處雨棚桌椅利用美中不足睡覺聽到冰箱馬達聲音,小而美的營區。搭在雨棚區，廁所很乾淨，有另一處雨棚桌椅可以利用。美中不足是睡覺會聽到冰箱馬達的聲音。
馬月台除了腹地較小、台哥大沒有訊號外(優點?)，其他一般露營的需求條件幾乎無可挑剔，尤其營區普遍最為人詬病的浴廁空間更是明亮乾淨，甚至要說是目前露營遇過最乾淨的也不為過，可以看出營地主人對於環境的維護相當用心。營地的風景也不錯，白天看雲海晚上看夜景，值得再訪。,5,1,1,1,3566,2019/5/9,1,[MASK]月台腹地台哥訊號[MASK]優點需求條件無可挑剔營區最為[MASK]浴廁空間更是明亮乾淨要說遇過乾淨為過營地主人環境[MASK]用心營地[MASK]不錯白天雲海晚上夜景值得再訪,馬月台除了腹地較小、台哥大沒有訊號外(優點?)，其他一般露營的需求條件幾乎無可挑剔，尤其營區普遍最為人詬病的浴廁空間更是明亮乾淨，甚至要說是目前露營遇過最乾淨的也不為過，可以看出營地主人對於環境的維護相當用心。營地的風景也不錯，白天看雲海晚上看夜景，值得再訪。
很棒的營區，浴廁同間但有分配使用營位，比較乾淨衛生，營區能看日出，雲海，有步道走走，還有一定要跟營主預約優遊巴斯行程，一整個超滿意，營主美枝姐親力親為又親切，還會再去！,5,1,1,1,5847,2021/5/7,1,很棒營區浴廁同間分配營位乾淨衛生營區日出[MASK]步道走走營主預約優遊[MASK]行程超[MASK]營主美枝姐親力親為親切還會,很棒的營區，浴廁同間但有分配使用營位，比較乾淨衛生，營區能看日出，雲海，有步道走走，還有一定要跟營主預約優遊巴斯行程，一整個超滿意，營主美枝姐親力親為又親切，還會再去！
我們這次有6帳.老闆特別給我E區@所以我們包E區.場地寬.又有自己一區的衛浴設備.停車方便.小屁孩又有空間玩到下午老闆好熱情.拿了三組的飲料給我們.又拿了一大盆的燒蕃麥給我們吃.真的是有夠甜的唯一的缺點就是冰箱太遠了@但是不用擔心老闆已經添購新的冰箱喔～**晚上星星很漂亮哦**我們自己東西沒收好整包的肉鬆都不見了@應該是被小猫咬走了,4,1,1,1,815,2023/5/7,1,帳老闆特別給我[MASK]區[MASK]E區場地寬一區[MASK]停車[MASK]空間玩下午老闆熱情三組飲料一大盆燒蕃麥給吃真的有夠甜唯一缺點冰箱太遠不用擔心老闆添購新冰箱喔晚上[MASK]很漂亮東西沒收[MASK][MASK]不見小猫咬走,我們這次有6帳.老闆特別給我E區@所以我們包E區.場地寬.又有自己一區的衛浴設備.停車方便.小屁孩又有空間玩到下午老闆好熱情.拿了三組的飲料給我們.又拿了一大盆的燒蕃麥給我們吃.真的是有夠甜的唯一的缺點就是冰箱太遠了@但是不用擔心老闆已經添購新的冰箱喔～**晚上星星很漂亮哦**我們自己東西沒收好整包的肉鬆都不見了@應該是被小猫咬走了
露營區的洗手台和插座數量還算充裕，但男廁和衛浴的數量似乎有些不足，使用高峰期容易不夠用。,3,0,1,1,6089,2023/05/08,0,區的[MASK]插座數量男士廁所浴室數量高峰期,露營區的銷售量和插座數量豐富，但是男士廁所和浴室的數量似乎有點不足，在高峰期很容易使用。
去年底首次來露，看到營區內很多顆枝幹很粗的櫻花樹，和營主聊過之後得知花期在2月中下旬，當場上愛露營直接訂2/24再訪，就有了這一次滿分的露營體驗，滿開的櫻花、美麗的雲海、穩定的熱水，更幸運的是這一期的露友水準很高，晚上10點安靜無聲，實現完美的露營。,5,1,1,1,4190,2024/3/6,1,去年底首次來露營區顆枝幹[MASK]櫻花樹營主聊過得知[MASK]月中下旬愛[MASK]24再訪滿分體驗滿開櫻花美麗[MASK]穩定熱水幸運一期[MASK]水準高晚上10點安靜無聲完美,去年底首次來露，看到營區內很多顆枝幹很粗的櫻花樹，和營主聊過之後得知花期在2月中下旬，當場上愛露營直接訂2/24再訪，就有了這一次滿分的露營體驗，滿開的櫻花、美麗的雲海、穩定的熱水，更幸運的是這一期的露友水準很高，晚上10點安靜無聲，實現完美的露營。
這個海拔約1100公尺的露營區，晚上氣溫偏低，需要準備好保暖的衣物。雖然衛浴設施還可以，但整體環境跟我預期有些差距，周邊有幾條步道可以探索，但人潮似乎有點多，讓人無法完全享受自然的寧靜。,3,0,1,1,3302,2023/05/07,0,區比海平面[MASK]1100米晚上低溫溫暖衣服浴室設施[MASK]環境之間差距差距地區幾條[MASK]探索人群享受自然寧靜,該露營區比海平面約1100米，晚上有低溫，需要準備溫暖的衣服。儘管浴室設施還可以，但整體環境與我之間的差距是差距。周圍地區有幾條小徑可以探索，但是人群似乎更多，使人們無法完全享受自然的寧靜。
