content,rating,status,type,label,sequence_num,publishedDate,origin,text
環境不錯，但是營主放任客人晚上唱卡拉ok，不優，影響其他客人的權益。我們並不想聽他們唱歌，好嗎？,1,-1,1,0,6085,2023/5/7,1,環境不錯營主放任客人晚上唱卡拉ok不優影響客人權益不想聽唱歌
超推薦露營區輕型露營車好拖營主親切，還會幫忙準備蚊香，也一直很關心我們環境舒服、乾淨,5,1,1,1,4882,2022/5/8,1,超推薦區輕型露營車拖營主親切還會幫忙蚊香關心環境舒服乾淨
夜景、早晨的景色 很美沒有過多的破壞～是很難得的露營地哦！,5,1,1,1,567,2023/5/7,1,夜景早晨景色美過多破壞露營地
這個露營地的環境總體還不錯，適合團體活動，但設施的維護還有進步的空間。場地的配置雖然合理，但可能不適合大型團體使用。,3,0,1,1,3681,2019/05/07,0,露營地環境總體不錯適合團體活動設施維護空間場地配置適合大型團體
這個露營地位於山頂的迎風面，當時正值降雨，氣溫又低，環境實在不太友善；地面滿是泥濘，水溝排水能力似乎不佳，讓人相當不便，可能因為還在建設中，營主非常重視草地的保護。營區後方的衛浴設備設計上有些缺陷，沒有獨立的排水孔，衛生狀況令人擔憂，而每個區域的衛浴數量也相對較少，使用上不太方便。洗澡時水溫和水量恰到好處，不會出現忽冷忽熱的情況。不遠處還有幾隻可愛的黑色羊，但牠們的排泄物倒是遍布整個營地；不過，遠方的自然景色真的很迷人，期盼未來這個露營地能有更好的改善與建設。,2,-1,1,0,207,2023/05/07,0,露營地位於山頂迎風面降雨氣溫低環境實在不太友善地面滿是泥濘水溝排水能力不佳不便因為還在建設中營主非常重視草地保護營區後方衛浴設備設計缺陷獨立排水孔衛生狀況令人擔憂區域衛浴數量少太洗澡時水溫水量恰到好處忽冷忽熱情況不遠處幾隻可愛黑色羊牠排泄物倒遍布營地遠方自然景色真的迷人期盼未來露營地更好改善建設
之前訂位來做功課，發現沒有近兩年內的評論特地來回報一下，供露友們參考路況：不算很好開，要有一點心理準備，路窄並有數個陡升髮夾彎，路面都有水泥鋪裝，朋友轎車(altis)稍有打滑但依然可以順利到達蚊蟲蒼蠅少，沒有小黑蚊，傍晚稍有一些蚊子但不多衛浴，水電，4G都正常唯獨我們這趟熱水不夠用，但營區是瓦斯加熱，若當時有換瓦斯桶應該就能解決，因為天氣熱，所以後來懶的換營區優點：環境自然清幽，管理輕鬆自在，適合不喜歡被打擾跟太多規矩的露友團露包區營區缺點：海拔不高，春夏季炎熱,5,1,1,1,2068,2024/4/30,1,訂位做功課發現近兩年評論特地來回報供露友們參考路況不算開一點心理準備路窄並有數個陡升髮夾彎路面水泥鋪裝朋友轎車altis稍打滑依然順利到達蚊蟲蒼蠅少小黑蚊傍晚稍蚊子衛浴水電4G唯獨這趟熱水營區瓦斯加熱有換瓦斯桶解決因為天氣熱懶的換營區優點環境自然清幽管理輕鬆自在適合喜歡打擾太規矩露友團露包區營區缺點海拔不高春夏季炎熱
這裡的管理真讓人失望，光是搭帳篷就遇到老闆娘的煩瑣規定，甚至還要為每一台車加收費用，覺得根本不合理。雖然我們已經預付了帳篷的費用，卻還是要面對這麼多不必要的麻煩，實在不值得再來一次。,1,-1,1,0,3166,2023/05/06,0,管理真讓人失望搭帳篷老闆娘煩瑣為一台車加收費用不合理預付帳篷費用面對不必要麻煩實在值得再來
營區舒服美！營主熱情讚！必列為再度造訪之營區。,5,1,1,1,1851,2017/8/23,1,營區舒服美營主熱情讚必列為再度造訪營區
傍晚 時分，小黑蚊 超多，建議 噴防蚊液， 穿著 寬鬆的 長袖長褲。 帳篷 進出的 出入口，要確實 關密實，也需要 點上蚊香，以 防止蚊子 飛入帳內。 帳內的 地墊上，經常 可以看到 螞蟻 爬來爬去。 營地 廁所 空間 較窄，膝蓋 快要頂到 廁所的門。 另外，必須 要自備 衛生紙，廁所的 清潔度 也 有待加強。 浴室 並沒有 提供 清潔用品。 附近 有 天然溪流，可供戲水， 營區內，給 孩子 遊玩的 設施 並不多。 收帳當天，上午停電，帳內熱爆，因為 停電，上廁所 沒有 燈光。 營區內 大小蚊子 都很多，小孩 被叮到 膝蓋周圍 的 腿部皮膚，起了 密集的 疹子 大過敏。 上午 9 點多，早早 收完帳，就先 趕緊 趕路回家，回去 還沒下 露營裝備，就先 帶著 孩子 去看 皮膚科。,3,0,1,0,2075,2023/9/6,1,傍晚時分小黑蚊超多建議噴防蚊液穿著寬鬆長袖長褲帳篷進出出入口確實關密實點上蚊香蚊子飛入帳內帳內地墊螞蟻爬來爬去營地廁所空間較窄膝蓋頂到廁所的門自備衛生紙廁所清潔度有待浴室提供清潔用品天然溪流供戲水營區孩子遊玩設施並不多收帳當天上午停電帳內熱爆因為停電廁所燈光營區大小蚊子小孩叮到膝蓋腿部皮膚密集疹子過敏上午點多早早收完帳先趕緊趕路回家回去還沒下裝備先帶著孩子皮膚科
這次的露營經驗極其失望，不會再選擇這個營區！一到達就被安排到相鄰的營區，雖然對方營主表現得很有禮貌，但一句話讓我感到不舒服，他們似乎看不起我們這些新客戶，感覺被冷落。兩個營區的設施懸殊，熱水供應的情況更是差距明顯，讓我十分不滿。如果他們能提前告知我們這樣的安排，讓我們有選擇的權利，那就不會感到像是被欺騙一樣。對於這種評價也能獲得高評分的營區，我實在無法理解。,1,-1,1,0,5341,2023/05/07,0,經驗失望選擇營區到達安排相鄰營區營主表現禮貌一句話感到舒服看不起新客戶感覺冷落兩個營區設施懸殊熱水供應情況更是差距提前告知安排選擇權利感到像是欺騙評價高評分營區實在理解
"營區風景不錯,高度夠,不會太熱,稍有涼意,很舒適,營位夠大,但有些地方石頭有點多,營釘不太好打,要喬角度,衛浴設備良好舒適,偶爾水壓會變小,但很快就恢復,冰箱有兩台可以用,離主要道路有點距離,不會有車子經過吵雜聲,空氣品質好,營區附近有螢火蟲看,在營主說的地方(步行約5-10分)真的看到螢火蟲,小朋友大人都很興奮.",5,1,1,1,1909,2021/5/8,1,營區風景不錯高度夠太熱稍涼意舒適營位夠地方石頭營釘不太好要喬角度衛浴設備舒適水壓變小很快恢復冰箱兩台道路距離車子吵雜聲空氣品質營區螢火蟲營主說地方步行約10分真的螢火蟲小朋友大人興奮
老闆人不錯。老婆懷孕還借我電風扇， 應該一輩子記得，謝謝老闆,5,1,1,1,3363,2021/10/3,1,老闆不錯老婆懷孕還借電風扇一輩子記得謝謝老闆
這個露營地的設施實在太差，廁所總是髒兮兮的，根本無法安心使用。洗澡的地方還是冷水，無論我早晨還是晚上去洗都沒有熱水，真的讓人失望，完全不建議大家來這裡露營。,2,-1,1,0,3821,2022/05/06,0,露營地設施實在太差廁所髒兮兮根本無法安心洗澡地方冷水早晨晚上洗熱水真的失望建議
環境超棒，是我喜歡的，營主人也超好，親切又勤勞，不多說，直接上照片！,5,1,1,1,6605,2020/5/7,1,環境超棒喜歡營主人超好親切勤勞不多說照片
用心經營的優質營區。太喜歡營主的海派個性了聊天聊得很愉快還提供水球給孩子們小朋友玩水也玩的很開心一定要再揪團前往這麼棒的營區不推不行啊,5,1,1,1,6466,2022/9/20,1,用心經營優質營區太喜歡營主海派個性聊天聊得愉快提供水球孩子小朋友玩水玩開心揪團前往棒營區推不行
廁所衛浴設備不足三十幾帳擠四間廁所跟洗澡還共用、地面都是沙、烤個肉都不知道是吃烤肉還是吃沙子！,1,-1,1,0,2720,2023/5/7,1,廁所衛浴設備三十幾帳擠四間廁所洗澡共用地面沙烤個肉吃烤肉吃沙子
超讚的營區。超讚的營區，營主超細心，很怕未來訂不到怎麼辦,5,1,1,1,4122,2021/5/24,1,超讚營區超讚營區營主超細心未來訂不到
這是我們住過最原始的營區，習慣夜衝的我們，從來沒有這樣google 是帶不到目的地，還是我們打電話營主才來接應我們繼續山上，崎嶇的路非常陡險，因為是腹地太大，我始終覺得夫妻兩難以維護好至於我們原本訂的區域，應該是在雨棚D區！但因為看見平台不平，雨棚歪斜加上都還在下雨老人跟小孩根本就都不適合搭帳，要是沒走穩都超級容易跌倒的！而且廁所螞蟻超級多（而且只要爬上你身是會痛的那種）雖然後來他把我們帶到應該是大家聚集的場所，讓我們有安身之地！不然夜衝的我們若真要在下山真的超級危險又折磨人啊！原本真的只想給一顆星，但後來營主一直有來示好關切，才給予兩顆心但我真心想說的事，知道你們難請人你們也難以維護，但真的沒有改善很難推薦這裡啊！畢竟外出就是要快樂平安，不能因為自己的快樂而犧牲任何一個人！,2,-1,1,0,4946,2023/11/7,1,這是住過原始營區習慣夜衝google不到目的地打電話營主才接應山上崎嶇路陡險因為腹地太始終夫妻兩難以維護原本訂區域雨棚D區因為平台不平雨棚歪斜還在下雨老人小孩適合搭帳走穩超級跌倒廁所螞蟻超級爬身痛那種帶到聚集場所安身之地夜衝若真下山真的超級危險折磨原本真的只想給一顆星營主有來示好關切給予兩顆心真心想說事難請難以維護真的改善很難推薦外出快樂平安因為快樂犧牲
雖然周圍的自然景色相當美麗，但設施的缺乏讓整體體驗變得不太理想，尤其是沒提供基本的清潔用品和吹風機，讓人覺得有些不方便。,3,0,1,1,2271,2019/05/07,0,自然景色美麗設施缺乏整體體驗變得不太理想提供清潔用品吹風機
"1. 露營場的規定真是讓人感到困惑，明明沒有廚餘桶卻寫著垃圾桶，讓我不知道該怎麼處置廚餘了。  
2. 這裡下雨時真的很糟糕，營地變得一片爛泥，孩子們玩得全身髒兮兮，居然還要小心翼翼地洗腳，真是太不方便了。  
3. 沙坑的工作人員監督得過於嚴格，甚至連孩子玩沙子都要被唸，這樣一來，孩子根本無法享受玩樂的樂趣。  
4. 把腳踏車放在籃球場中，非常危險，小小孩一不留神可能會被籃球撞到，這樣的安排實在讓人堪憂。  
5. 雖然有提供一些老舊的腳踏車，但設施缺乏安全車道，跟汽車共用道路，讓人感到非常不安心。  
6. 浴室的水壓不穩直到讓人無法好好洗澡，衝洗的經驗十分不如意，設施的位置也讓人覺得很不方便。  
7. 這是我第一次遇到這麼嚴苛的管理，若想嘗試的營友可以事先考慮，火爆的氣氛真不適合大家。",2,-1,1,0,2497,2022/05/08,0,"場的感到困惑明明廚餘桶寫著垃圾桶處置廚餘
下雨時真的糟糕營地變得爛泥孩子玩全身髒兮兮小心翼翼洗腳真是太
沙坑工作人員監督孩子玩沙子唸這樣一來孩子根本無法享受玩樂樂趣
腳踏車放在籃球場中危險小孩一不留神籃球撞安排實在堪憂
提供老舊腳踏車設施缺乏車道汽車共用道路感到安心
浴室水壓穩好好洗澡衝洗經驗不如意設施位置
這是第一次嚴苛管理若想嘗試營友事先火爆氣氛真適合"
營區雖然不大.但很溫馨.營主親切.夜景很美.小包區適合三五好友話家常.很推!!,5,1,1,1,1793,2022/4/20,1,營區溫馨營主親切夜景很美小包區適合三五好友話家常推
位處水源保護區內... 居然用來餐廳營業遊客釣魚烤肉，然後流下去的水再供給大台北使用,1,-1,1,0,4938,2019/5/8,1,位處水源保護區餐廳營業遊客釣魚烤肉流下去水供給大台北
群山環繞，景色很美，視野非常棒，位寛敞乾淨，營主親切熱心，是個會讓人想再回露的營地,5,1,1,1,2648,2022/5/7,1,群山環繞景色美視野棒位寛敞乾淨營主親切熱心想回露營地
一堆在露營區裡面抽煙的，要抽不會在自己帳篷裡抽嗎？,1,-1,1,0,616,2019/5/8,1,一堆區裡面抽煙抽帳篷裡抽
下交流道約20分鐘左右就可以抵達～環境不錯風景也很漂亮,5,1,1,1,819,2023/10/9,1,交流道約20分鐘抵達環境不錯風景很漂亮
這個露營地的設施實在太不夠用了，兩帳篷根本無法同時架設，雖然宣稱是私密包區，但實際上卻和其他帳篷距離太近，根本沒有隱私可言。半夜隔壁一群人在那邊大聲聊天、玩遊戲，吵得到處都是，根本沒有人管理，讓我根本無法入睡。再說垃圾問題，隔天的垃圾桶也沒有人來處理，看著周遭的髒亂，讓人感到非常失望。真的希望能有更好的管理和設施，否則我不會再來這裡。,1,-1,1,0,226,2021/05/07,0,露營地設施實在太兩帳篷根本無法架設宣稱私密包區實際上帳篷距離太近隱私可言半夜隔壁一群大聲聊天玩遊戲吵處管理根本無法入睡垃圾隔天垃圾桶人來看著周遭髒亂感到失望真的希望更好管理設施再來
廁所衛浴乾淨，營主親切。碎石區露營下雨天很方便,5,1,1,1,1852,2022/5/6,1,廁所衛浴乾淨營主親切碎石區下雨天
伴山的優質露營區，有果樹..廁所淋浴間寬敞就是舒服..老闆人也很熱心..值得推薦！,5,1,1,1,31,2023/5/7,1,伴山優質區果樹廁所淋浴間寬敞舒服老闆熱心值得推薦
早上看雲海傍晚看夕陽，景觀很棒，營地寬敞，營主夫妻很親切!。熱水器忽冷忽熱，蜜蜂太多，改善會更好@@,5,1,1,1,5392,2018/10/8,1,早上雲海傍晚夕陽景觀很棒營地寬敞營主夫妻親切熱水器忽冷忽熱蜜蜂太改善更好
營主非常熱情，B區可以體驗釣魚，早晨的山景美到震撼,5,1,1,1,26,2023/5/7,1,營主熱情B區體驗釣魚早晨山景美到震撼
環境清幽，廁所衛浴很好，森林芬多精讓人很放鬆，但營地雜草多稍嫌雜亂。,4,1,1,1,2514,2021/5/7,1,環境清幽廁所衛浴森林芬多精讓放鬆營地雜草多稍嫌雜亂
營主親力親為，用心經營維持環境，對於露客親切、熱情。山上難免會有小黑蚊，營主主動拿驅蚊棒給我們。星期六晚上還特地把廁所全洗一遍，（揪甘心誒）戲水池孩子們玩超開心的啦！很適合夏天親子同樂露營區。A18是最靠近戲水池的位置，要提早預訂唷～有機會回露，一定要跟營主訂一隻甕缸雞晚餐加菜！,5,1,1,1,5321,2023/5/8,1,營主親力親為用心經營環境露客親切熱情山上難免會小黑蚊營主主動驅蚊棒給星期六晚上特地廁所全洗一遍揪甘心誒戲水池孩子玩超開心適合夏天親子同樂區A18最靠近戲水池位置提早預訂唷機會回露營主訂一隻甕缸雞晚餐加菜
營主熱情好客！環境優美！給的空間很大！下次還要再來！,5,1,1,1,5515,2023/5/7,1,營主熱情好客環境優美給的空間很大下次再來
這次的露營經驗著實讓我感到失望。營區的環境非常惡劣，草地的凹凸不平讓人走路都很不舒服。尤其是下雨後，整個營區都積水，根本沒有提供任何能讓人舒適的步道，連停車的地方也變成了泥濘不堪的狀態，讓人苦不堪言。曾經向管理人員反映問題，卻只得到冷酷的回應，讓人失去耐心。官網上說明可容納九頂帳篷的區域，但其實電源的供應遠遠不夠，這讓我們在使用上十分不便。至於衛生方面，洗手台的積水和長草的清潔工具實在令人作嘔，旁邊的廁所更是可怕，似乎長期沒有人打理，令人無法忍受。為了使用官方提供的廁所，可能要經過泥濘的道路和一座小橋，根本不方便。熱水的供應也是輾轉難忍，使用過程中常常需要等候。而且一次只能一個人洗，讓人覺得十分不便。這樣的經驗實在不會再想重返。,1,-1,1,0,1492,2023/02/28,0,經驗著實感到失望營區環境惡劣草地凹凸不平走路舒服下雨營區積水提供舒適步道停車地方泥濘不堪狀態苦不堪言管理人員冷酷回應耐心官網上容納九頂帳篷區域電源供應遠遠不夠這讓不便衛生洗手台積水長草清潔工具實在令人作嘔旁邊廁所更是可怕長期打理令人無法忍受為官方提供廁所泥濘道路一座小橋熱水供應輾轉難忍過程中等候只能人洗不便經驗實在想重返
適合冬天的營區。低海拔夏天真的很熱帳數不多仍開放了游泳池指標不太清楚走錯路了,3,0,1,0,864,2019/12/7,1,適合冬天營區低海拔夏天真的很熱帳數開放游泳池指標不太走錯路
非常寬敞安靜的露營場地，原來是稻田，荒廢多年以後，由於老柯夫妻自公部門退休後，為了找事做，就開闢成露營區，已經營6年，由於鄰近南澳南溪，遊客戲水方便。但從今年起當地開始有小黑蚊，如果去哪裡，要時時塗防蚊液才能倖免。,4,1,1,1,6367,2023/5/7,1,寬敞安靜場地稻田荒廢多年老柯夫妻自公部門退休為找事做開闢成區經營年鄰近南澳南溪遊客戲水從今年起小黑蚊時時塗防蚊液倖免
這個營區的環境的確不錯，草地非常平整，讓人覺得很舒適。可惜的是，這裡的螞蟻問題實在太嚴重，讓人不勝其擾。更糟的是，營區對於音量的管制似乎根本不在意，晚上音樂聲響徹，連續兩晚都讓我感到非常疲憊，無法好好休息。而且熱水的問題讓我倍感困擾，時冷時熱，甚至還燙傷了手，這次露營的經歷真的讓我感到很失望。,2,-1,1,0,4426,2023/10/07,0,營區環境不錯草地平整舒適可惜螞蟻實在太不勝其擾更糟營區音量管制不在意晚上音樂聲響徹連續兩晚感到疲憊好好休息熱水困擾時冷時熱燙傷手經歷真的感到失望
冰箱雖然很多但不冰還有一台壞掉而且還是一般冰箱，第一次帶食材放冰箱還冰到壞掉溜滑梯照片很美但未整理，根本無法使用滑水道就....不推的露營區,1,-1,1,0,2394,2022/5/6,1,冰箱不冰一台壞掉冰箱第一次帶食材放冰箱還冰到壞掉溜滑梯照片很美未整理根本無法滑水道推區
老營主(女)態度不是很友善與親切，營區也都會放任一黑狗(happy)四處跑，會亂翻垃圾，向老營主反應也沒用，只一直說不是他們養的，但會跟著他走，總之不會再訪也不會推薦任何人,3,0,1,0,3881,2020/5/8,1,老營主女態度友善親切營區放任黑狗happy四處跑會亂翻垃圾老營主沒用直說養但會著走再訪推薦任何人
這裡的風真的很舒適，景色也頗為迷人，但爬上山的路途實在過於遙遠...接駁車的等候時間也很讓人失望，如果計畫來這裡的話，建議大家務必留出更長的時間。,3,0,1,1,1870,2021/05/08,0,風真的舒適景色為迷人爬上山路途實在遙遠接駁車的等候時間失望計畫建議務必留出更長時間
營區的土有一種悶住的味道很臭，不知道是不是因為下雨，然後洗碗槽卡了一層黑垢，也都不整理，害我還用力刷了很久，覺得很不OK。,2,-1,1,0,963,2020/5/6,1,營區土有一種悶住味道因為下雨洗碗槽卡一層黑垢整理害我還用力刷久OK
這個露營地的位置倒是很不錯，但如果營主所說的滿帳情況真的是如此，那麼根據他的計算，草皮區有12帳，雨棚區7帳，再加上水岸VIP雨棚區1帳，總共就有20帳。可是停車位只有12格，這樣是否會造成交通擁擠？若每帳容納3-4人，那麼入營的總人數可能會破60到80人，這樣的容量真的有些超負荷。再者，浴室的數量也不太夠，四間浴室男女各二間，這樣的配置根本無法滿足這麼多人需求。而公共區域又小，冷凍櫃和冰箱的放置貌似也是一個問題，只有一間鐵皮屋來解決這個需求。營主在24:00就關閉冷凍櫃，這也是讓人無法理解的決定，曾詢問他原因，沒想到他的回答讓我相當失望，居然是說擔心物品丟失，這樣的管理模式真的讓人難以接受。隔天早上7:00才能重新開放，這樣也使得露營的便利性大打折扣。,1,-1,1,0,5108,2019/05/08,0,露營地位置倒不錯營主所說滿帳情況真的計算草皮區有12帳雨棚區帳水岸VIP雨棚區帳總共20帳停車位12格交通擁擠每帳容納入營總人數會破6080容量真的超負荷浴室數量不太夠四間浴室男女各二間配置根本無法多人需求公共區域冷凍櫃冰箱放置貌似一間鐵皮屋解決需求營主2400關閉冷凍櫃這也理解詢問原因沒想到回答失望說擔心物品丟失管理模式真的難以接受隔天早上00開放便利性大打折扣
上週末本來期待能夠放鬆一下，卻被早上八點的施工聲吵醒，實在影響心情。希望下次能跟營主協調，將維修工作安排在工作日進行，這樣大家的露營體驗會更好。至於浴室的吹風機，真的不夠強勁，排隊等候的人不少，建議可以更換升級為強力型，這樣能讓大家更快速地整理好自己。草地的維護方面也需要加強，草質較差，希望能夠改善。雖然浴廁乾淨且提供衛生紙，營地方面的維護還算不錯，可以給予肯定。期待不久的將來再次光臨，如果能看到明顯的改進，評分會有所提升。,3,0,1,1,2508,2021/05/06,0,上週末本來期待放鬆早上八點施工聲吵醒實在影響心情希望下次營主協調維修工作安排工作日體驗更好浴室吹風機真的強勁排隊等候建議更換升級為強力型快速整理草地維護草質較差希望改善浴廁乾淨提供衛生紙營地維護算不錯給予肯定期待將來光臨改進評分提升
這次的露營經驗真的是讓人很失望，進場收費高達三百元，實在有些過分。而且工作人員似乎隨時都在巡邏，讓人感覺像是在監視客人。來到這個營地居然發現活動空間相當有限，除了沙坑之外，小孩根本找不到適合的遊樂場所，讓我第一次聽到小孩說露營無聊的抱怨。停車的費用也不便宜，三天竟然花了1800元，這樣的收費真的讓人無法理解。另外，所謂的星空美景，實際上根本看不到，前一天明明是好天氣，卻過了一天就有這麼多五顆星的評價，讓人開始懷疑。而且，業者竟然隨意錄影我的車牌並上傳至公開網站，已經讓人非常不滿，打算由律師處理！最後還收到業者留言說如果付不起費用就去找免費的野營，這服務態度實在不敢恭維。,1,-1,1,0,1059,2022/05/07,0,經驗真的失望進場收費高達三百元實在過分工作人員巡邏感覺像是監視客人來到營地發現活動空間有限沙坑之外小孩找不到適合遊樂場第一次聽到小孩說無聊抱怨停車費用便宜三天花1800元收費真的理解星空美景實際上看不到前一天明明天氣卻過五顆星評價懷疑業者隨意錄影車牌上傳公開網站打算律師收到業者留言說付不起費用找免費野營服務態度實在不敢恭維
草坪很大。活動空間很不錯。很適合帶小朋友或團體來露營。,5,1,1,1,5644,2019/5/7,1,草坪很大活動空間不錯適合小朋友團體
說好保留的位置，抵達目地竟說沒這回事，感覺很差，不過收錢時有道歉，浴室蓮蓬頭爆開，，水亂亂噴，小孩遊樂設施很棒,1,-1,1,0,6240,2020/5/6,1,說好保留位置抵達目地說沒這回事感覺很差收錢時有道歉浴室蓮蓬頭爆開水亂亂噴小孩遊樂設施很棒
營區環境真的很差，草地凹凸不平，尤其是下雨後到處都是積水，根本沒有提供任何鋪設的地墊，停車的地面也是爛泥，讓每一位露營客都身陷泥巴中。這三天兩夜的露營體驗簡直就是在泥濘裡掙扎。當我向老闆娘反映問題時，她竟然只是冷淡地回答“你們的帳篷不是都有防水功能嗎？”讓我感到非常無奈。這次預定的相思九芎區明明可以容納九帳，但官網卻只標示只有兩組電源，根本不夠用，還需要與旁邊的營位輪流使用。至於衛生環境，更是讓人無法忍受，洗手槽經常積水，洗碗的菜瓜布上長滿了草。相思九芎區旁邊的廁所就像是一個廢墟，破爛的門和刺鼻的異味令人作嘔，連廁所的洗手台都經常堵塞，這樣的情況真的是嚇壞我。如果想要使用官網提供的廁所，還必須穿越泥濘不堪的路途，甚至要跨過河流，十分不方便。而且熱水的供應非常不穩定，每次洗澡僅能一個人使用，真的是體驗很差。,1,-1,1,0,1492,2023/02/28,0,營區環境真的很差草地凹凸不平下雨積水提供鋪設墊停車地面爛泥一位客都身陷泥巴中三天兩夜體驗泥濘裡掙扎當我老闆娘時冷淡回答“帳篷防水功能”感到無奈預定相思九芎區明明容納九帳官網標示兩組電源旁邊營位輪流衛生環境更是無法忍受洗手槽積水洗碗菜瓜布長滿草相思九芎區旁邊廁所像是廢墟破爛的門刺鼻異味令人作嘔廁所洗手台堵塞情況真的嚇壞想要官網提供廁所穿越泥濘不堪路途跨過河流熱水供應穩定每次洗澡僅能真的體驗很差
不推薦，老闆不是很友善，有寵物的人，真的要考慮，打電話問是否可帶寵物，沒說，到了現場直接收300元，浴室廁所有點髒亂，浴室水龍頭忽冷忽熱，在浴室洗澡還可以聞到廁所味，真的很不ok,1,-1,1,0,4905,2022/5/7,1,推薦老闆友善寵物真的打電話問可帶寵物沒說現場收300元浴室廁所髒亂浴室水龍頭忽冷忽熱浴室洗澡聞到廁所味真的ok
還是可以推薦。。1.熱水水壓不足。2.中間空地還不錯，但是會有狗大便要小心。3.整體環境還可以，小而美的營地。,5,1,1,1,3150,2023/12/24,1,推薦熱水水壓空地不錯狗大便小心整體環境小而美的營地
土地比較硬，夾有石頭，打彎了好幾隻營釘。整區不大，車子可放營帳旁非常方便。浴廁整潔一般，熱水充足，蚊蟲較多。走出營區即可看到螢火蟲。位於山谷中很安靜。常常進出阿里山區的人就不會覺得很遠，當地人山道開車很快需注意。,3,0,1,0,6002,2023/5/7,1,土地硬夾有石頭打彎好幾隻營釘整區車子放營帳旁浴廁整潔熱水充足蚊蟲走出營區即可螢火蟲位於山谷中安靜進出阿里山區很遠當地人山道開車很快需注意
