content,status,type,label
風景很漂亮浴室 廁所 乾淨有附 沐浴乳 洗髮精 捲筒衛生紙旁邊有盪鞦韆可以坐遇到好天氣夜景很漂亮旁邊還有梯田茶山可以拍照老闆很貼心 送 茶葉包 給我們雨棚區 缺點 遇到下雨 四帳 帳篷全擠在裡面 活動空間 就變很小,1,1,2
營主熱心.生態豐富的一個優質營區~,1,1,2
在市區裡面的露營區👍👍可以不用開伙，直接出去市區吃，星期六還有夜市可以逛🤣🤣有溜滑梯與沙坑 …,1,1,2
營主很熱心、營區很乾淨,1,1,2
營本部旁的廁所，水壓、水溫都剛剛好！另外一邊的廁所，溫度比較不穩定，洗澡會忽冷忽熱！生態豐富、昆蟲很多！營主也很貼心提供蚊香！有砂池、溜滑梯、鞦韆！因疫情關係、戲水池暫不開放喔！沒有什麼遮蔭處！有點熱！,1,1,2
除了露營區環境在假日稍微擁擠，其它沒什麼好報怨的。,1,1,2
自然的環境 蓬勃的生態這才是享受大自然而不是參與國土破壞,1,1,2
百萬夜景，輕鬆自在的營地，而且隔壁就是基地台，訊號滿格，哈！,1,1,2
好山好水好風光，蟲鳴鳥叫水潺潺，烤肉玩水自在游。,1,1,2
安靜  小分區  不會互相干擾,1,1,2
小而美的營地，看得出營區主人的用心觀景台的白天山景、星空夜景各有千秋營區裡還有營區主人種植的櫻花及茶花大致上路很好開，唯獨轉入農路後的路真的很小,1,1,2
營區很大適合小孩放電的好去處，營主很貼心戲水區也會撐遮陽傘讓家長陪小孩時不會太曬，幾個地方待改善就會更舒適！1.營區垃圾桶離太遠2.廁所裡外的照明不太夠夜晚很危險3.熱水器冷忽熱4 .營區營釘不好下釘 ，碎石太多 很容易打到石頭,0,1,1
營主人親切，營區雖小，但可以玩沙跟玩籃球，讓小朋友徹底放電，大棧板很不錯，還有木桌可以用。,1,1,2
營地位置大，洗澡的空間也很大,1,1,2
營區超乾淨，營主很好溝通，值得推薦,1,1,2
抵達營地的前十分鐘山路較崎嶇，建議底盤偏低的車要考慮，也不建議夜衝；營地草坪遼闊、廁所乾淨，但蒼蠅非常多，營主說是隔壁茶園在施肥飛過來，營主很貼心的提供補蠅板，但黏了十幾片還是非常多⋯建議來之前可以先詢問營主。,0,1,1
營區乾淨、夜晚有滿天的星空遠離城市的喧鬧，有草皮可以讓孩子盡情玩耍，草皮很乾淨，好久沒有赤腳走在草地上，真的很放鬆很舒服，夜晚一抬頭，滿天的星星✨，看著星空，所有的煩惱都煙消雲散。首露選擇怡然自得，真的很方便舒適，抵達時營主已經搭好帳篷⛺️，有冰箱可以冷藏、冷凍，還有沙坑讓小朋友玩沙，大人聊天、準備食物，小孩不熟一下子就玩在一起，不用擔心小孩，真的是很棒選擇。早晚溫差大，記得要帶長袖衣褲，晚上也要準備夠暖的棉被，還有還有要帶電風扇，不然早上太陽公公起床後，會熱情的叫你起床喔！首露在怡然自得～超Chill的～推特🙌🙌🙌,1,1,2
從國道交流道離開之後，到營區的路途頗遙遠不過122縣道及隘蘭聯絡道路的路況都不錯搭帳的4區是屬於較方正的區域草皮舒服且可以車停營位旁營主親切，營位規劃的也頗大營區種滿櫻花樹，這週雖然已經稀稀落落不過仍有幾棵櫻花樹是盛開的廁所衛浴未提供衛生紙及吹風機但是營主仍經常打掃保持乾淨是個不錯的優質營區，推薦！,1,1,2
與評價不符 絕對不會再去露第二次,-1,1,0
老闆超級親切的露營區，還能體驗採果樂趣。,1,1,2
感謝營主夫婦兩天的熱情招待，感覺像回到家的露營，讚！。小黑蚊稍多,1,1,2
優質的營區，適合三五好友一同前往；營主營區巡的很勤，尤其是燒柴的熱水，美好的回憶！👍 …,1,1,2
如同置身在雲霧環境裡面有星空雲海的美景值得與朋友再來一次,1,1,2
生態不錯，可以看到很多在市區看不到的昆蟲。設備齊全，衛浴蠻舒適的！缺點是進來的路有點難開，不建議新手駕駛自行開車前往，或者業者有其他協助的辦法。業者人蠻好的，都會盡量協助供應所需，很親切！,1,1,2
營主親切，路況好，浴廁時是一起的人多就嚴重不足,1,1,2
很舒服的營區，但近河流，水流聲稍大！。很舒服的營區，但近河流，水流聲稍大！衛浴設備很不錯！,1,1,2
希望可以多一些小朋友玩的東西，ex沙坑,1,1,2
衛浴乾淨 有冰箱  戲水池 沙坑  小孩玩得很開心,1,1,2
很棒的營地，真的是小孩玩樂的好地方，營主夫妻很熱情親切，他們一直在巡視營區的環境，如果垃圾多或那裡有問題，他們都會馬上處理，很用心的營主，營主還會準備甜湯讓大家享用，我們已經回露第二次了！,1,1,2
每一帳給的空間很大，公設很新很乾淨，廁所很大很新，營主非常好，超級推薦這個營區！,1,1,2
營地主人很友善客氣，同時很大方有禮，營地環境也很優美，空氣清新。只是，是否可以避免接夜衝團客？一整晚間隔1-2小時進入園區，晚上9點進場搭營就算了，大人還繼續喝酒聊天吃消夜，孩子們驚聲尖叫 喧嘩 奔跑，到本人登打評論，他們還沒散會（深夜11：36）,1,1,2
希望獨立廁所可以多一點,0,1,1
很好的營區。適合親子同遊露營，很棒的營區,1,1,2
草地平整舒適，營本部旁的碎石區比較曬。營主早晚都會清理場地衛浴，手作活動$150，頭帶、手環、防蚊液製作都可選。營區有小小砂坑、戲水池，此外週末下午還開放一小時的氣墊跳床溜滑梯可玩！設備有飲水機、冰箱、冷凍庫、浴室有沐浴乳。洗澡水會忽冷忽熱，幫孩子洗澡要小心。,1,1,2
很棒的營地 環境優 廁所超級乾淨 營主很熱情👍我們住C區包場 …,1,1,2
營主很親切，環境很乾淨。,1,1,2
半夜放任其他營友 大聲喧嘩 放音樂 唱歌 放炮 影響範圍之廣,-1,1,0
老闆親切，用心整理環境，還提供一些遊戲設備供小孩遊玩浴室跟廁所略少，但是維持的很乾淨,1,1,2
營主老闆及老闆娘人很好，提供孩子吊床讓他們玩的很開心，裡面有沙坑、盪鞦韆、溜滑梯、還有天然小溪戲水，廁所整理的乾淨無異味，當天很幸運兩帳包區（謝謝老闆）以後有機會會再次造訪。推薦。,1,1,2
很放鬆的地方，風景很美,1,1,2
"很讓人放鬆安靜的地方,營地主很熱情親切",1,1,2
第一次讓大家覺得是值得再訪的營區，一切像回到家那樣舒服，需要什麼營主都會處理，現撈現殺的山泉水魚真的是秒殺，溫暖的洗澡水，不會忽冷忽熱，附近步道散步輕鬆風景優美，千萬別錯過營主的導覽，本來只是想幫小孩拍照，結果不知不覺也跟著聽完走完全程，謝謝朋友的推薦，也推薦給還沒來過的朋友們,1,1,2
老闆很熱情，請我喝酒，老闆娘人很好，會來幫忙看帳篷且會介紹環境，這裡的桶仔雞很好吃，配美麗的夜景，真的很享受，很喜歡這裡！,1,1,2
有留言說營釘比較難下釘??? 我只能說前輩是對的!!! 沒事不要來這裡挑戰你的營槌還有營釘。交通從內灣老街上去約15分鐘，路蠻好開浴廁水夠熱，水壓也夠不過60~70個營位才3組冰箱，完全不夠位置冰東西除了難下釘以外，沒什麼缺點不過光這點，我應該就不會想再去了 XD,1,1,2
風景優美是放鬆露營的好地方,1,1,2
風景幽美、空氣清新，上山的路又大又方便，值得您來一遊,1,1,2
露營區環境整體很舒適，老闆人很親切！,1,1,2
環境優質、衛浴乾淨完善,1,1,2
值得推薦的好露營區，板娘和善、環境清幽、營區維護的很好，廁所衛浴設備齊全很乾淨。,1,1,2
營主夫妻兩人真的很用心管理這塊土地，浴室乾淨又美麗,1,1,2
"樹林沒有修剪很凌亂,樹木太高看不到VIEW了,浴廁還滿乾淨的,早上老闆娘還熱情招待現煮咖啡",0,1,1
希望營地的土不要那麼硬。整體起來不錯,1,1,2
一切都很好。小問題是......業主需要更加註意清潔淋浴/休息室。,1,1,2
營地風超大，碎石草皮難下釘！廁所不多～若可以分區衛浴會更好～但遊戲設施小孩玩的很開心！,0,1,1
營區感覺視野超好、微風很舒服，沒什麼昆蟲很讚，園區種很多櫻花，期待老闆娘的花旗木能早日開花，老闆娘為人親切熱心，廁所乾淨衛生置物空間及使用上很方便，鄰近步道與優遊吧斯 鄒族文化部落 YUYUPAS Cultural Park（拿來灣哈名片可每人折抵100元門票）。,1,1,2
夜晚能見燈火闌珊及繁星點點，白天更能遠眺台灣海峽，加上熱情且貼心的老闆娘，這裡無疑是最佳露營地點!,1,1,2
老闆跟闆娘非常親切環境維持得很乾凈 垃圾分類且洗手槽跟衛浴都很乾凈熱水穩定有販售啤酒 龍眼木,1,1,2
營主很Nice  環境維護很好洗澡水很穩定很熱  （非常重要）很多野兔超可愛  晚上還可以賞星星 🌟跟著樂遊樂露玩露營車很棒很素溪營區的水得來不易 要好好珍惜水資源 🥰超級推薦！！,1,1,2
"營區景色很好，營主人也很nice,朋友相聚的好所在",1,1,2
"打從露營以來最接近野營體驗的一個營區，但收費卻是五星消費⋯從上山的路況狹窄會車不易先不談，一到營區也沒有帶位讓露客自行在營地內打轉尋找？ 這是在海拔1000m以上的高山局限地欸，一行車好幾輛，回車不易啊⋯再來從露營以來沒遇到的雷都奉獻給此營區了，半夜電箱爆了跳電，當下是8度室外溫度⋯此區中華遠傳都訊號薄弱，雖營區有提供Wi-Fi,但是停電連Wi-Fi都不能使用，剛好被營主戒網路⋯洗碗槽沒水或水壓低，營主想訓練露客環保無水洗碗吧！？小朋友洗澡洗ㄧ半停水！！聽說連抽水馬達抽不到水燒了，馬桶水槽壞了無法蓄水沖便，需要自行舀水沖便，讓我們體驗早期農村生活⋯廁所髒臭，有屎未被沖洗處理⋯營區無宵夜靜聲管制，非常適合夜貓狂歡族蒞臨～這營區管理不佳，收的露客數量超出營區硬體設備可負載量，非常不愉快的經驗⋯",-1,1,0
雨棚挑高舒適，環境整潔，營主友善，值得再來,1,1,2
太棒了!。寒冷的天有營主的溫暖熱情，不時檢查浴廁及環境整潔為了保持高品質的享受，更會前來關心熱水溫度是否足夠，有無需要協助之處，2天1夜中有著營主的照顧及山林間小動物的陪伴，實在是太美好並暖到我們每人心裡了。,1,1,2
舒適又風景好的營區，衛浴也很棒,1,1,2
蒼蠅有點多，希望能改善,1,1,2
營主一家人很親切! 超讚的營區,1,1,2
營主常來巡，看有沒有需要幫助，感謝熱心的營主,1,1,2
整體上不錯，因為只接受包場也比較不怕吵到別人，有廚房可以使用很方便，但是蚊子爆多，稍稍美中不足,1,1,2
環境清幽，還有小木屋設施，適合帶長輩同露,1,1,2
夏諾露營區地方寬敞附停車場內分三區交通方便。,1,1,2
"營區乾淨整潔,營主態度佳~小朋友們已經說下次還要去拜訪!",1,1,2
營區擁擠，隔壁區超級吵營區內路狹窄，車子底盤刮傷了,0,1,1
營主很用心經營，廁所都超乾淨的歐下此還會再來,1,1,2
風景優美 營主親切。離小烏來風景很近 路況不錯很好開 營區風景很美 營主很親切 有機會會想再去,1,1,2
這裡真的是變成我們家平常假日首選的放鬆露營地了呢~^^,1,1,2
很棒的營地！有管理人員隨時在營區走動提供協助，營主很親切，營站有販賣冰涼飲料，大草皮保養的很好，廁所浴室很乾淨，有沙坑、游泳池、溜滑梯、小朋友的腳踏車，非常適合親子露營，營區晚上會關門很安全，地點距離市區很近，11月來訪沒有小黑蚊，這是一個非常適合再訪的營區，推推！😄 …,1,1,2
1.這個營區絕大部分營位都有足夠的間距（或是設計為兩三帳包區），不同團不會互相干擾。2.可以用焚火台生營火，地上枯枝枯葉可以撿來燒。3.兩次露營住不同區，湖景區、水源區，整理體驗都很舒適。4.營主熱心好聊。推薦~,1,1,2
很有良心的老闆，衛浴乾淨舒服，自然生態豐富，草地也養得厚實，空間夠…小孩不無聊，還可以玩窯烤披薩，好吃又好玩。,1,1,2
容易到達的營區，環山圍繞， 去了兩次，可惜兩次半夜都有居民不睡覺，改裝機車一直騎車來騎去，有夠吵！,1,1,2
營主很阿莎力，有讓小孩放電的娛樂設施，衛浴很近又乾淨，冰箱的空間很大，整體感覺很棒，值得再來！,1,1,2
秋冬落羽松季節，很漂亮。農場區域大，有遊園電動小火車搭乘。婚紗拍照.宴會之處。看到許多家庭親子帶來這裡，讓小孩放心遊玩。露營區水池落羽松景緻美，農場內有喝咖啡.吃點心的涼亭地方。,1,1,2
值得2訪的原始”山林系”營地特色：路很好開，第一次看到這麼多露營車跟我們一起露營。私有山林，環境清幽。營主有求必應，很常到營區巡視＆整理環境。廁所與淋浴共用，稍微麻煩一點。沒有過多的人造景觀、設施，喜愛原始一點的露友可以考慮C區喔。沒有小黑蚊與飛蛾，有很多沒看過的蝴蝶這個營區的最大特色，是樹木，以及熱情的營主！因為當初透過平台預約的日期，遇到颱風（但沒有警報），營主主動打電話詢問我們，也幫我們協調改期的方式。露營當天有露友想換場地，營主也是非常阿沙力的給換。從她口中聽到連續三、四代人的傳承，營區跟山林的故事，每顆營區裡的樹都有一個故事，這棵50歲，那棵10歲，這棵生病了，如何如何...完全能感受到營主是多麼熱愛自己的營地，這份情感紮紮實實的傳到了我與太太的心中，雖然露營的這兩天下著雨，有這一切都值了推薦給喜愛植物，熱愛山林的露友們聽營主說因為有乾淨山泉水源，加上從來不噴灑農藥，每年螢火蟲季都會大噴發！！已經決定明年要再來一次～,1,1,2
鄰近台北市區，設備乾淨衛生，環境清幽,1,1,2
營主太太熱心 會送小禮物。不超收，空間大、近溪流 溪流清澈 魚、蝦、蟹超多 又安全 小朋友超開心的。,1,1,2
小而巧的營地👍老闆娘人很好，廁所也很乾淨 …,1,1,2
美好的三天二夜。營主說位置隨便你搭，並遇到好露友，很開心，但是我比較喜歡碎石，不喜歡草皮泥巴地。,1,1,2
"營主很熱情，空氣ok,不過浴室須改善水壓不足，不可以兩間同時使用洗澡。",1,1,2
夜間照明不足（10點後公共區域熄燈）去廁所看不到路線，雨棚區無停車位，且雨棚區入口處有一落差，不適合開房車之露友(同行的露友有人車子差點刮底盤)，浴室為乾溼合一設計，且只有2間,-1,1,0
白天晚上皆有不一樣風景可賞，謝謝營主熱情招待,1,1,2
最喜歡石頭雨棚區，謝謝營主。石頭雨棚區下雨不會積水，小隱密空間，還有小溪流，小朋友可以玩水,1,1,2
廁所有點不方便，老闆娘人很好~,1,1,2
環境優美，老闆超級熱心~。吃過最好吃的菠菜就是在這裡了！,1,1,2
一車100沒錯，請問只去瀑布要再另外收錢嗎🤔🤔🤔🤔🤔🤔 …,0,1,1
草地很大很適合帶小孩來放電，推薦不錯露營場地👍🏻如果有小孩也可以選大間的浴室空間比較夠～ …,1,1,2
非常優質舒適的一個營地！營主親切熱情，在行前有許多詢問事項，營主都願意一一幫我解答，在現場有任何問題也都有協助我們，服務滿分！進營區後的斜坡有點斜，底盤低的車子要特別注意一下，不開上來也沒關係，跟營主說一下，底下路邊有車位可以停。營地是梯田式的，水電很近，插座數量很足，不用擔心搶插座問題，車子也能直接停帳篷旁邊很方便，有提供護草墊，草皮真的養護的很不錯！踩起來很舒服，完全不用擔心塵土飛揚！浴廁分上下兩間，皆有分男女，上方的只有一間浴室，且水溫較不穩；下方的浴廁則有多間，水溫水壓皆足，整體來說整個營區浴廁數量是夠的，應該不會有需要排隊排很久的問題。唯一比較可惜的是營地前樹的高度很高，把對面的山景都遮蔽了，想看山的話得到營本部的觀景平台，若是能在營地直接看到對面的山景肯定會更棒！這次前來沒有品嚐到營主的手藝，希望下次能有機會，一定會再來！,1,1,2
露營放風的好地方，熱水跟電力還算穩定，營位有給的很大如果有提供護草墊就更完美了,1,1,2
去的道路是十分顛簸的水泥路面有臨時用水電紮營地面是草地，有時泥濘廁所4間，會有很多蛾浴室4間，有2間壞了，水泥牆面，不透風,-1,1,0
初次露營就遇到熱心親切的老闆夫妻，感謝你們用心的經營，清新乾淨的環境值得一再回訪,1,1,2
營區乾淨，整體尚可洗澡水熱，但無法隨時提供電力不足，若無法提供足夠電力請先告知請勿任意指責露友，請定期檢修供電設備電力固定在凌晨斷電，上個廁所連燈都沒有，頗糟糕營區無限制使用卡拉Ok，因為營主也在唱卡拉ok已清楚標示護草墊使用方式，無需強調露友會在上面使用椅子,-1,1,0
上山的路還算好走 都是舖裝柏油跟水泥有幾處髮夾彎要注意F區跟B區中間 、C區能看到日出 景色最佳,1,1,2
非常棒的營區！因為在連假後前往，很幸運的包場😍謝謝營主很熱心協助我們～（第一次露營⛺️）天氣很棒晚上很多星星！還有螢火蟲～一切體驗都很讚！,1,1,2
。抵達營區現場後 發現整場營地沒有「燈光照明」設備，只能先靠自己車上大燈 勘場搭帳。。感謝營區提供了冰箱給露友使用 當晚出現一個插曲：已告知營主有夜衝露友入場  實際抵達要使用冰箱時發現 營本部居然大門深鎖 無法打開！於是去電營主 ⋯但營主一句 我今天下午過去但忘記帶鑰匙.... 中間一番電話交涉後。還是十分感謝/麻煩營主過來協助開門。。營區鄰近路邊 早晨有車聲 都可以習慣.但有二點 較為不能接受：因為無大門控管進出的人潮 在營區內遇到幾組 走路/騎機車進來的陌生人.隔日下午甚至遇到一位 神情怪異的男子居然直接走向兒童滑梯區，幸好 當下我和先生朋友 在營區入口處聊天，告知對方 我們是包場 請他離開！結束一場驚險,-1,1,0
"鄉土氣息規劃，原牧場改變經營方式，窯燒,DIY,親子同樂",1,1,2
非常棒的營區。綜合來講都非常棒，老闆娘還會請我們吃柚子，如果能夠再新增ㄧ些冰箱以及將擋住風景的一兩顆樹木去除就完美,1,1,2
夏日避暑冬季避寒的最佳營地,1,1,2
老闆親切，營內各區互不影響,1,1,2
小而美的營地，營地旁就是雅吾瑪斯步道，可抽空走走。浴廁同一間，水溫不好調，不過有附水桶。帳少的時候，會給鑰匙，一帳一間專用衛浴。營區有WiFi，不過當天是連不上。缺點:近馬路，偶有車聲會較吵。營區小，若帳多會顯壅擠無活動空間。,1,1,2
入營地的山路無法會車，抖峭，不建議會車水溫不穩，洗一半變冷水，一變洗一邊發抖,-1,1,0
有泳池，沙坑 小朋友玩的開心,1,1,2
一切都好，但是服務非常冷漠。鄰居一群同露的露客都在青青草原上猛抽煙，根本沒有管制這種事，不會想再去,1,1,2
五間厠所都沒有衛生紙，要留備用衛生紙在厠所,1,1,2
"浴廁超乾淨用心的營區,適合親子露營,搭帳不擁擠,營主親自開車帶隊賞螢,下次再排時間過去玩^o^。",1,1,2
小而美的營地 環境維護用心 山景風光好 營主熱心服務。因露友人數較多 隔日廁所較髒亂 如能即時清潔 會更加分,1,1,2
很貼近大自然，也因此這裡有很多台灣藍鵲，是一個很不錯的露營地區,1,1,2
