content,rating,type,publishedDate,tokenization,sequence_num,status,origin
這禮拜去露，都遇到年輕人，晚上幾乎都不睡覺的（我們大約晚上11點進帳篷睡覺）。過了十點之後還在開著麥克風大聲唱歌、高聲玩遊戲，也沒見營主來巡視，最後撐到半夜一點朋友受不了才起來跟他們說可否放低音量才好些。更誇張的是唱歌的年輕人唱了整天的歌，聲音開超大，營主也不會去約束他們，而且喝酒又高聲唱歌，歌聲實在有夠難聽，聲音開那麼大聲還要別人接受他難聽的破嗓。,1,1,2022/05/07,,10,-1,1
適合帶小朋友來玩水；夏天露營建議選擇 C & D 區 - 有樹蔭可遮蔽陽光 ;-),4,1,2021/05/07,,11,1,1
營區不錯！但要進營區的道路實在不ok。還有進步了的空間！但年輕營主蠻熱心的不錯,4,1,2017/04/16,,12,1,1
老闆夫婦超好心，時時刻刻都有在注意露友的狀況跟需求，而且還做甜湯給露營食用，超好的營主夫婦。,5,1,2021/05/06,,13,1,1
去司馬庫斯看神木，可以來這邊兩天一夜比較不會那麼趕,4,1,2019/11/09,,14,1,1
"連露2天,營主都帶人來打麻將,吵都吵死了.用水問題一直都不解決,洗個碗要等個4~5次才有水.不會再訪",1,1,2022/05/06,,15,-1,1
其差無比的露營經驗草皮咧 剩泥土水槽塞 廁所有味道 環境髒亂廚餘不是我倒的 我是請營主去清的人我們這群沒有喝醉 倒是營主拿碗來ㄘㄣˋ飯了露了6年 最差的營區 這絕對數一數二每次看營主在FB釋出 都很想留言請大家別去 太雷太雷,1,1,2024/04/24,,16,-1,1
山上渡假的風景「好山好水」，群山環繞，山巒起伏，峰峰相連，構成壯麗的自然風光；而清澈見底的溪水從山崖間流淌而下，潺潺水聲讓人心曠神怡。在這裡，你可以優雅地漫步於綠樹成蔭的山徑上，感受大自然的美妙；也可以挑戰攀爬山峰，一覽無遺的風光讓人心曠神怡。總之，這裡充滿著自然的魅力，讓人不由自主地沉浸在這樣的風景中，盡情享受山上的寧靜與美好。,5,1,2023/05/09,,17,1,1
"系統只讓我給這麼多顆星星。超貼心營主，早上來電提醒交通天氣狀況，營區下國道後1H內能抵達，前段路好開，但到達營區前500M-1KM路稍陡峭,個人須注意車輛狀況,浴廁非常乾淨，完全沒有異味，景色優美，必會再次造訪，推薦各位同好好友。",5,1,2020/09/21,,18,1,1
超棒的小而美營區，營主夫婦超級客氣又友善，環境維護超好。大小朋友都喜歡，營主都不吝的分享露營道具，讓大小朋友都玩得很開心。 …,5,1,2023/05/07,,19,1,1
老闆幽默風趣好客，招待的鹽烤魚風味一絕沒有土味！營區環境寧靜，維護的很乾淨，附近還可以釣魚！鄰近環湖步道，步行即可到達。整體來說，是值得一露的露營地！,5,1,2022/05/08,,20,1,1
衛浴實在是太少了，真的需要等很久，不過景色真的很優美,2,1,2018/05/07,,21,-1,1
營主很nice，請吃冰又借我們玩沙灘車，獨立浴廁算很乾淨，也有提供很多的地墊，未來營主還會加蓋觀景台在營區旁邊 …,5,1,2023/05/06,,22,1,1
老闆超級熱心大雨中贊助3個27秒帳篷 非常感謝。老闆超級熱心大雨中贊助3個27秒帳篷非常感謝,5,1,2021/04/01,,23,1,1
環境設備服務都很不錯，唯一缺點是浴室的熱水真的要特別注意，水溫真的很燙而且不好控制,4,1,2021/05/07,,24,1,1
路好開 達里沐的花很美 樹也種的很好 風景漂亮 環境乾淨 值得再去很多次,5,1,2020/05/08,,25,1,1
很乾淨用心整理的營區，沒有小黑蚊。老闆/老闆娘很熱心！,5,1,2023/05/08,,26,1,1
兩點左右抵達，營主才正準備開始搭租借的帳篷，到傍晚才搭好，最慘的是睡到半夜氣墊床逐漸消氣，還不只一個@@第一天廁所味道蠻重的，小孩一直喊很臭，隔天早上打掃乾淨就差很多。建議廁所外洗手台設置洗手乳，尤其是疫情期間，真的很重要！,3,1,2022/05/08,,27,0,1
紅毛印象露營窩值得再回露的營地！營主待人非常非常好，還有，營地非常棒！管理的非常乾淨，讓人住起來很舒服。2021年元旦我們回露紅毛印象露營窩，連露3天，真的露好露滿三天。謝謝營主熱心與熱忱，讓我們渡過美好的新年#超值得推薦初露和沒有帳篷的露有們的營地,5,1,2021/05/08,,28,1,1
營位很大，值得推薦！。頂棚區的位置很大，晚上比較涼爽些，營主很認真在整理環境，營區還蠻整齊的，樹木養得很不錯，適合早晨逛逛健身，覺得還是會再去的營區。,5,1,2023/07/15,,29,1,1
都晚上10點半了有人放煙火營主也不出門處理，任由放煙火的人一直吵鬧，影響他人還辱罵他人怕吵就去住飯店不要出來露營？實在非常誇張！都已經露營兩年多了，基本露營區也是過十點需要降低音量，營主只收錢不管事的嗎？,1,1,2023/05/07,,30,-1,1
這禮拜聽到隔壁區唱歌唱一整天，讓我很後悔來這裡露營，露營遇到這種唱歌的我真的不行。這裡設備算滿簡陋的，但新的廁所有多加一顆星。,2,1,2021/05/07,,31,-1,1
謝謝營主的熱情款待，因寒流來襲還提供暖風扇供有小幼兒的家庭。園內的橘子也好好吃。,5,1,2017/03/29,,32,1,1
設施整體上來說都還不錯，衛浴算乾淨，也有戲水池可供小孩玩水，但就是小黑蚊太多、小黑蚊太多、小黑蚊太多，這點很重要！！雖然家人都有準備各式各樣的防蚊産品，加上營主有提供煙燻設施，但根本沒有用，只要在原地不動，一分鍾就立刻被叮10幾個包，三天兩夜下來一行20個人全部都被叮的不要不要的，要給我再選擇一次，小黑蚊的問題沒解決是不會讓我們再來第二次的。,2,1,2020/05/09,,33,-1,1
有許多適合孩子玩的設施。即使晚上下雨，隔日地面是乾的。,5,1,2017/02/07,,34,1,1
"漂亮的草皮,而且草皮下面也有鋪碎石,所以排水也不錯。每區都有各自的廁所跟衛浴, 水壓穩定,不會忽冷忽熱。尤其是熱情的老闆跟老闆娘,真是令人滿意的露營區。",5,1,2020/05/07,,35,1,1
風景優美，有夜景有雲海，浴室乾淨水壓忽大忽小，熱水很熱、非常熱、有夠熱營位給的正常。就這樣所以只給4星,4,1,2023/05/09,,36,1,1
場地很大，有樹林有草地，營位附有護草墊可以墊高帳篷，衛浴乾淨寬敞，旁邊就是小溪，螢火蟲季不用特意去尋營區就有螢火蟲優雅飛舞。,5,1,2024/04/30,,37,1,1
非常舒服的營地，營主親切，服務很好，還有浴室，真的很適合全家聚會！！！,5,1,2021/05/06,,38,1,1
非常友好、友善的主人，他們真的竭盡全力提供幫助。我在黃昏時騎著自行車到達，幾乎沒有食物，他們堅持要分享他們的晚餐（美味！）和早餐（美味！）。美麗的環境、乾淨的設施和靈魂翱翔的景色。強烈推薦。,5,1,2021/05/06,,39,1,1
下雨會大積水，草地區泥濘，走到廁所的路上沒有照明，完全一個昏暗的燈光照明在牆壁上...百帳團露，環境維持的超遭，衛生紙都沒有補，廁所除了臭沒有其他可以形容...這個營地很常團露，但營主卻沒有因著經驗而改善，雙十連假露了很多天，只有看到一個阿伯在打掃，很明顯環境維護的人力是不足的，冰箱很髒....不會再訪,2,1,2023/11/06,,40,-1,1
溪流很近。怕危險也有活水水池可以玩衛浴空間大 但上方加細網防蟲就更好,5,1,2023/09/07,,41,1,1
營主及家人待人和善，營區雖小景觀很好。建議營主在露友抵達的時候可以跟露友說明夜間說話音量降低跟太晚不要唱歌，我是2/27去露營，A區包區唱歌唱到10點多，大聲聊天到凌晨2點多(包括小孩玩耍尖叫到快半夜12點)，因為現在各不同營區密集，晚上散步甚至別營區也在抱怨木村的家太吵，我想我遇到沒功德心的一群人算我倒楣，仍希望營主往後能夠多跟前往的露友們說明基本規則共創雙贏。,3,1,2022/05/07,,42,0,1
浴室可加昆蟲網～用吹風機會跳電～VIP區上個廁所要走很遠不如蓋間廁所才叫VIP～營位給的寬敞熱水會燙,5,1,2018/07/03,,43,1,1
喜歡這裡的環境~鳥鳴聲、流水聲、動物的求偶聲等等~超棒的營位用石板堆疊區隔每個營位空間大最重要的是不會覺得擁擠超喜歡這裡的絕對會二訪營主也很棒、很熱心推薦大家可以來此露營,5,1,2022/05/08,,44,1,1
適合冬天的營區。低海拔夏天真的很熱帳數不多仍開放了游泳池指標不太清楚走錯路了,3,1,2019/12/07,,45,0,1
優質乾淨場地，有熱水有吹風機有電、洗手台也有夜燈，上去營區斜坡較陡，營主親切會時常來回巡視。,5,1,2023/10/07,,46,1,1
棒棒的營地，應有盡有如果帳位能在大一點就更棒了 …,4,1,2020/05/07,,47,1,1
老闆很熱心，有透水磚的營地讓我們的小包區在午後的雷陣雨後依舊很舒適很乾爽,5,1,2017/06/12,,48,1,1
非常低調的新營區環境設施一級棒，草皮夠厚，營主超讚期待下次再去,5,1,2023/05/07,,49,1,1
與朋友們非常棒的回憶，營地沒有像照片如此經驗就是一個大草皮，在抵達前給予太多想像，但一夥人還是玩的非常開心，環境整理的很好遠眺山跟檳榔樹，廁所也非常乾淨！重點營主一家人真的非常熱情，還煎蛋跟高麗菜給我們吃，老闆娘的鹹豬肉pizza也非常好吃，鳳梨冰沙也大推！題外話黑蚊很多務必留意！,5,1,2020/05/08,,50,1,1
看到營主不斷的在拖廁所外面地板，擔心下雨地板濕滑危險，覺得很棒！,4,1,2022/05/06,,51,1,1
優秀的營地，每一區都很舒適大推F區，樹木很密平日來露、包場很爽,5,1,2023/05/06,,52,1,1
老闆超熱心。熱心親切的老闆及老闆娘！雖然這次露營遇到颱風狂風暴雨，還帶了一組初露的朋友，但是很棒的體驗！營主人很好，夜景很美，有機會會再來！,5,1,2021/11/28,,53,1,1
這裡真的非常漂亮～～～白天一望無際還可以看到龜山島，晚上還有夜景，早上天氣好會有日出。老闆跟老闆娘人都非常親切。洗澡間水源及溫度穩定，每個洗澡間還配有椅子，空間又大洗起來很享受，還有大台吹風機，設施完善～我們還有早起去附近晨跑，早晨的茶園真的超級漂亮，如果不是老闆老闆娘人太好，我真的不想推薦哈哈哈哈好怕以後訂不到哦！！,5,1,2021/05/07,,54,1,1
位於新竹橫山鄉的福興小農莊是一個很舒服、清靜的地方，營主夫妻兩人都很親切，營主還會提供您他自己種的菜及他自己種加工烘的茶給大家泡來喝！是一個很棒的地方，適合全家大小去遊玩的地方！,5,1,2022/05/07,,55,1,1
熱水熱 景色不錯 開車的路很小要注意安全。當天去的時候是夜衝，結果隔壁野狗跑來把土司叼走，營主隔天馬上下山買了一大包土司，這窩心程度真感動,5,1,2020/12/02,,56,1,1
"交通非常方便, 營主很Nice。營主的仙草茶好喝, 營區因為有果樹所以昆蟲很多, 風景不錯, 面向關刀山.很不錯的露營體驗.",5,1,2021/09/24,,57,1,1
景觀還不錯，營區很乾淨，就是到營區的交通要道太狹小會車很不方便。交通的問題，我看營區本身也很難解決，基本上營地的規劃及硬體設備也還算不錯 ， 只不過剛好遇到下雨草地上積水，脚下有點沾濕沾汚不是很舒服，或許有小碎石舖道可更理想，其他已經很理想了也沒有什麼好建議的 ， 總結本次營區我很滿意。,4,1,2018/07/29,,58,1,1
營主奶奶相當親切是最好的活招牌！高山風景千變萬化都不會無聊的！,4,1,2018/05/07,,59,1,1
去過才知有這麼好的地方可以好好放鬆，推薦大家一定要去享受一下那𥚃的空氣和水 …,5,1,2018/05/08,,60,1,1
"不優的露營經驗。1.疫情微解封,政府開放戶外活動,確認此營地有管制人數及營位後訂位,但到現場後,整個營區營位超收,所有露友帳篷距離完全無法保持安全距離,管理亂七八糟.(營主還叫大家別Po FB or IG)2.營位內,一看就知道沒整理,有鐵條,束帶..營位內還有螞蟻窩,一看就知道沒整理除蟲,晚上睡覺,小朋友還被螞蟻咬.3.請營主好好管理營區,別推責任給露營樂系統.",3,1,2021/07/20,,61,0,1
老闆跟老闆娘超級熱情營區乾淨舒適 熱水穩定浴室也很乾淨超級推薦絕對會再來！,5,1,2021/05/07,,62,1,1
夠神秘～大風大雨來的突然，整體感覺不錯，維護的很好。,5,1,2023/05/07,,63,1,1
老闆娘很親切 屬於比較小的營地 小黑蚊略多 還好 營主有供應蚊香,4,1,2021/05/07,,64,1,1
營位安排還算寬鬆，但廁所沒封頂，晚上滿廁所的昆蟲亂飛，小孩洗澡上廁所會怕，另外冰箱在營本部裡面，營主不在或休息時間就會鎖上，帶食材去冰的露友有點不方便,3,1,2021/05/07,,65,0,1
個人意見僅供參考1、碎石營地數大顆的碎石不如小顆的來的舒適，但排水不錯。2、熱水供應並非24H3、有大型電塔再營區旁，上空橫過很多電線影響了僅存的山景4、草地營區的草皮維護得相當好。5、滿帳情況下，冷藏設備空間可能會不足。,4,1,2023/06/07,,66,1,1
營區根本超收 帳帳相連 活動空間幾乎沒有 酒客多且吵鬧 不適合親子活動,1,1,2021/05/09,,67,-1,1
交通稍微比較遠以外，這個營區實在太親子便利了！。雨棚區旁邊就是親子遊樂區，小孩玩得不亦樂乎。唯獨交通稍微遠了一點，其他沒有什麼可以挑剃了！！！！！,5,1,2022/08/22,,68,1,1
完美的露營區！水龍頭、插座、照明、浴廁俱全，除此之外沒有過分的人工設施⋯⋯主人相當用心維護現場環境，也樂於幫助每一個客人！我想我會推薦這個露營區給每一個喜歡露營的朋友,5,1,2021/05/07,,69,1,1
值得ㄧ再探訪的好營地肥沃的草地滿天的星斗親切的營主乾淨的營區補貨健行都超方便,5,1,2018/05/07,,70,1,1
2020.02.15 露營紀錄 -天氣晴朗稍涼，海拔1000初營地草皮養護優，很好睡。營地環境舒適乾淨，衛浴廁所也是，放眼望去都是大景，山嵐茶園等。當天有些許蒼蠅，可能是周圍有茶園所致，待我夏天再去露一場確認看看是否可接受。設備：基本的水電之外，無飲水機，衛浴無提供吹風機或是沐浴洗髮乳。熱水澡供應穩定，超幸福!這次沒炊煮，未向營主借用冰箱，故不知冰箱提供與否此點資訊。以上資訊供大家參考，整體而言，是個很舒服的營地，地理位置極佳又方便，離石卓7-11也才10分鐘的車程，離迷糊步道也是10分鐘內的事，再往上一點開就是好吃的山芙蓉茶業原民美食。基本上，不用準備晚餐都沒問題。大推!,4,1,2020/05/07,,71,1,1
服務人員勤清潔，衛浴空間很大又乾淨，草皮維護得不錯有附護草墊，需做好防蚊動作,5,1,2019/05/09,,72,1,1
這裡比較適合烤肉玩溪水，露營的話衛浴只有兩間略顯不足，不過離台北市很近,3,1,2020/05/08,,73,0,1
很棒的營區！戲水池很適合小小孩，也有幾棵美美的櫻花！也非常感謝營主，昨天和式的遊客在23：30還在聊天嘻笑時，幫我去跟她們反應。離營區2分鐘路程還有一個籃球場！孩子們玩得很開心！,5,1,2024/04/07,,74,1,1
目前營位給的最大方 浴廁最乾淨的一個營區 晚上10點會廣播放熄燈號（像在當兵）我褲子忘記拿 也被營主廣播！很促咪！營主會一直巡視營區 很健談 很風趣！真的是5星營區 …,5,1,2023/12/07,,75,1,1
很棒的營區，營主每天都把環境打掃很乾淨，廁所也很好，晚上也蠻安靜的。場地很好，離老街近，夜衝方便，補給也方便，小黑蚊其實沒有想像的多，非常值得再去。,5,1,2024/03/07,,76,1,1
小而美的營區，帳與帳距離近，基本上沒有景可以看，此趟晚上也沒有看到星星可惜了。不過廁所乾淨！但洗澡不是很多間，需要排隊。冰箱略小，後到的客人東西都快冰不進去,4,1,2021/05/08,,77,1,1
遇到端午節連假，早就提早訂位了，卻在星期一早上打電話來告知星期五無法提供夜衝，並告知的是忘記前一天有接另一組露客；而且要我們星期六中午12點過後才可以入園。搞得我們只好臨時找別的地方，真的是（承彼娘之不悅），退費還要折損40%。真是人在做天在看，請各位看官要三思多比較啊⋯⋯,1,1,2023/05/06,,78,-1,1
勢必再訪！。到營區的路算好走（按照路標尋找）。衛浴設備很不錯，唯獨洗澡得走一段上坡（山豬區）。風景不錯運氣好看到夕陽與彩虹。這營區推薦 ！,5,1,2017/07/27,,79,1,1
在深山之中無光害，區與區都有距離不怕吵到，靠近溪邊玩水捉魚蝦方便有趣。衛浴間需時常清潔，冰箱太小能冰下的東西不多,5,1,2018/11/26,,80,1,1
場地乾淨、草皮美麗、廁所衛浴乾淨熱水冷，最棒的是張爸張媽媽人很友善，有回家的感覺,5,1,2018/11/18,,81,1,1
"值得回衝。適合團聚輕鬆放空的營地,去的時候還有些地方正在建設,過些日子應該會更不錯,只是進場處有點陡坡,要注意車子底盤,營主也很熱心服務",4,1,2016/12/13,,82,1,1
廁所乾淨 營主親切 沒營本部 風景優美只是這是一個很糟的經驗有一群年輕人 喝醉半夜大聲喧嘩到晚上3點多但營區管理人員卻都沒出來勸說可能沒規定吧建議要來的自備耳塞萬一遇到喝酒醉的露友就整晚不用睡囉,3,1,2022/05/07,,83,0,1
森呼吸營地營主用心，且草地保養的很好，我們是9/15.16造訪，當晚滿帳又不失悠閒，真的很值得再訪， …,5,1,2019/05/06,,84,1,1
B區營位 夜衝+普通週六一晚的心得優點環境乾淨 距離北埔市區近非常方便補給 不想開伙都沒問題 適合短暫偷閒的輕裝露營其他要注意的1. 營區照片沒更新 原本A區旁的鞦韆/水池（球池）/沙坑 不知道什麼原因都消失了？ 剩草皮區域記得自己帶遊具2. 洗到一半沒有熱水 （2030左右）可能是尖峰時段的關係 and 沐浴/洗髮精的按壓試了兩間都有故障出不來3. 標示2200後安靜 但第一晚隔壁區的喝酒喧鬧到深夜 第二晚有小孩比賽奔跑喧嘩到2230 都未見營主實際出來規勸,3,1,2023/12/07,,85,0,1
乾淨、舒服、溫馨親子露營區夜衝剛好遇到下雨，營主很好的拿雨衣給我們～感動 …,5,1,2024/03/07,,86,1,1
三天兩夜露營，時不時豪雨等級的大雨，不間斷的一直下沒停過，但是營區排水很不錯，完全沒有積水的問題是一個就算下雨還是可以自在露營的好地方老闆蠻熱情的，蠻愉快的露營經驗*請留意從營區下山的道路(約離開營區不久會遇到)，右側有菜園的柵欄，有時候沒關好，小心會刮到車,5,1,2023/05/06,,87,1,1
營區會為了多賺錢會超收營位，大家計畫去這裡要多想想！,1,1,2022/05/07,,88,-1,1
還算不錯的營區，進入部落小巷後較寬的大型轎車或大型休旅車要小心寬度。園區內主車道建議再加寬30公分建議廁所數量可以再增加或是盥洗與上廁所分開冰箱數量需要再增加園區的貓狗半夜會翻找食物，建議無人時東西必須收到帳篷內。,4,1,2022/01/03,,89,1,1
場地有善，活動空間大，廁所大，浴室乾淨適合親子共浴，熱水又大,4,1,2018/05/07,,90,1,1
清淨悠閒，乾淨舒適的地方適合放鬆解壓，保存原有森林的面貌喜歡安靜放空，與朋友家人一起享受新鮮的芬多精，適合散散步，走馬看花，拍照，欣賞季節花，美麗的事物要自己體驗才知道喔！,5,1,2018/05/06,,91,1,1
很乾淨的營區。營主每天早上清垃圾、除了一些自然生態本來就有的昆蟲以外，基本上沒有蒼蠅、蚊子也算少許（營主會免費提供蚊香）這次住置頂區，要爬樓梯、稍微有點不方便，但景觀很美！還有第三天遇到下雨，就很慶幸住到雨棚區,5,1,2022/09/18,,92,1,1
賞螢、去立槳皆很方便。螢火蟲季時有很多螢火蟲可以看，營區旁有日月潭水上活動的公司，所以報名方便,5,1,2023/04/05,,93,1,1
老闆熱情招呼，風景美不勝收，熱水穩定，放鬆好地方,5,1,2023/05/08,,94,1,1
環境很超優的，每一區都有衛浴 冰箱，草皮養護很漂亮，夜景日景都很棒真的是心中100分的營地老闆還有種橄欖，老闆提供橄欖給我們煮雞湯，第一次喝到橄欖雞湯好喝！,5,1,2023/05/07,,95,1,1
對台北市的露友來說是個最快最輕鬆的營地，只是位子真的多,5,1,2018/02/28,,96,1,1
露營一帳800附近有古道可以爬還不錯熱水也沒有限制使用時間，只是我們這一層的浴室比較少，盡量在洗澡巔峰時間之前去洗完，才不會一直排不到也有提供吹風機使用！,4,1,2021/05/07,,97,1,1
營主很客氣。因為是騎機車露營，這個營區是友善機車露營只要是騎機車露營的一律收固定費用然後營主人很客氣 ，會一直來詢問是否有需要幫忙的地方，讚!!,4,1,2024/02/22,,98,1,1
非常舒適的營區，帳數不多～衛浴非常乾淨！營主闆娘跟兒子非常熱情好客！,5,1,2023/05/07,,99,1,1
上星期四、已經跟老闆娘訂了有水泥地的位子、（老闆娘說有位子叫我們把錢匯入土銀）位也訂了錢也付了、結果二分鐘後打電話說、女兒說營位有夜衝的訂走了。叫我們要要搭在碎石上。結果星期五當天12點多去、老闆娘又叫我們可以搭在最邊靠水池的水泥地上、說那有空位、已經停好車、擺好桌椅還泡了一壺茶跟小朋友們在正在喝茶時、老闆娘女兒就打電話給老闆娘說、叫我們又要搬離那個位子、到沙石上去、我們還是搬到上方停車場邊上砂石地、老闆娘又告訴我們女兒說有夜衝的訂走位了、叫我們要移到停車場邊去。結果我們到了第二天那個水泥地上還是空的、說明老闆娘的女兒太沒有人性、為了賺錢沒有一點商業道德、說話都是在騙人的。太可惡了、而且營地簡陋、蒼蠅蚊蟲又多、洗澡熱水斷斷續續、想訂位的要深思、想住的要在綱上訂位確定、不要直接把錢匯入老闆娘帳號、不然的話會像棄嬰一樣被老闆娘女兒趕來趕去的！沒有一個固定位子，深思！,1,1,2023/08/07,,100,-1,1
浴室寬敞，還提供小坐凳跟水瓢、水桶，很貼心！。伴隨乾淨的小溪，帶著孩子探索生態，很開心（小魚、青蛙、蝗蟲、蝴蝶、小飛蟻、豆娘⋯⋯）,5,1,2017/05/14,,101,1,1
前天入住F區，蒼蠅與小黑蚊少量，浴廁算是乾淨，有衛生紙，水溫需將水量開到最大才好調整，洗到一半遇到瓦斯沒了有自己更換新的一桶，旁邊戲水區沒水可玩，禮拜日雨天收帳排水尚可，還不到泥濘的很噁心。不需要大景觀的露客，可以考慮來放空。營地品質在以往的經驗算中等。,4,1,2022/05/07,,102,1,1
道路難走 風景優美。道路有點難走，指標也不是非常清楚，但風景優美，晚上有很多星星，營地也算大，另外還有提供吹風機,5,1,2017/07/27,,103,1,1
檜木很香，老闆很親切！森林系露營很舒服 …,5,1,2024/01/07,,104,1,1
很久沒上拉拉山巴陵山路真的是…今晚最低溫度16度（A區雨棚）網絡很好，衛浴設備很乾淨有冰箱，冷凍櫃，吹風機，飲水機老闆娘很奈斯自種地瓜葉讓我們採柿子也有但是不多，超甜超脆,4,1,2022/05/07,,105,1,1
雨棚、水、電、衛浴一應俱全！還有小孩最愛的三寶：溜滑梯、鞦韆、沙坑小孩開心放風、爸媽安心放生！超棒的營地 …,5,1,2022/05/07,,106,1,1
整體營區~不錯。營區項目雖說五帳，但是覺得搭起來三帳就足夠，五帳會很擠。設備都不錯~~唯一缺點，營主沒有規定凌晨2-3點禁止喧嘩、和大叫。真的很難入睡交通方面~~畢竟是山區~所以急轉彎道很多，且道路幾乎僅是一台車可以行駛，很會開車就另當別論。營主非常不錯~~~採當天高麗菜分給每一帳一顆唷!!  好吃,4,1,2020/04/08,,107,1,1
令人驚嘆的露營地，主人樂於助人。還會再來的。景色令人著迷。設施乾淨整潔，有電。還有許多遠足小徑，周圍有汽車距離。,5,1,2020/05/07,,108,1,1
很棒的地方，視野廣、風景美，適合休假可以放鬆的好地方。,5,1,2022/05/07,,109,1,1
風景很美 空氣很好 非常適合放鬆心情 快樂的渡假,5,1,2018/05/08,,110,1,1
雲霧繚繞有朦朧美。我們一路開上去都很順，路都很大條，但在營區內，剛好我們訂的是A區，車子要拐一個彎爬上去，那個彎不好轉，建議拓寬，會比較方便車子過去。浴廁很乾淨，但當天洗澡時水溫不穩洗到變冷水,5,1,2017/12/04,,111,1,1
營區舒服美！營主熱情讚！必列為再度造訪之營區。,5,1,2017/08/23,,112,1,1
很棒的營區，營主很熱情，小巧管理好，推薦大家去玩，已經預約第3次了,5,1,2021/05/08,,113,1,1
1/22晚上，熱水器壞點沒熱水，聯絡營主沒用，說初一晚上沒人在修，只好排久一點洗澡，結果1/23晚上馬達壞掉，女生浴室沒熱水，男生浴室沒冷水，要馬冷死，要馬熱死，聯絡營主一樣沒用，還好某個營友會一些水電，勉強把熱水溫度調低到可以洗澡的溫度，這種營地，只能說被評價騙了，以後謝謝在聯絡！,3,1,2023/05/06,,114,0,1
對於超收無所謂的營主，營區衛浴又規劃不良，就算設備再好也不會再去了,1,1,2023/05/08,,115,-1,1
去的當天晚上往廁所的路上沒什麼路燈，建議營區廁所前面的大水溝可以做個圍欄，不然晚上上廁所沒注意的話，會有點危險，這次天暗後完全不敢讓孩子自己去廁所，很怕他們沒注意掉下去，主要是安全問題，其他問題跟大家說的差不多，我也是沒下次了...,1,1,2022/05/07,,116,-1,1
在山谷中，四周都是森林，有兩個大草原可以讓小朋友玩，一個沙坑跟一個攀岩場地還有一座溜滑梯，旁邊有沖水的，算是很貼心設置，營區場地主要有四個區塊，大草原、草原小林下、露營車、山森林下，營區相當大，還有專屬的停車位，滿帳之下都覺得空間很大，營區給的營位也相當大，不是那種帳張相連的，若是要大營位這裡就是了，營區旁還有個小溪可以戲水抓蝦一下，若是要說弱的話可能營區的水源不足，洗澡冷熱水不好控制，營主有準備水桶，另外營區雖有有販賣部不過沒人，販賣部的部分可以再加強一點，這是個好地方，有機會會再來。,4,1,2020/05/06,,117,1,1
